county,Hazard,fiscalYear,totalSubapplicationAmount,COUNTYNAME
12117,Unidentified disaster,2020,690350.0,Seminole County
12117,none,2021,0.0,Seminole County
12117,Unidentified disaster,2022,406341.24,Seminole County
12117,Unidentified disaster,2023,817689.01,Seminole County
12119,none,2020,0.0,Sumter County
12119,none,2021,0.0,Sumter County
12119,Unidentified disaster,2022,3917814.82,Sumter County
12119,none,2023,0.0,Sumter County
12121,none,2020,0.0,Suwannee County
12121,none,2021,0.0,Suwannee County
12121,none,2022,0.0,Suwannee County
12121,none,2023,0.0,Suwannee County
12123,none,2020,0.0,Taylor County
12123,none,2021,0.0,Taylor County
12123,none,2022,0.0,Taylor County
12123,none,2023,0.0,Taylor County
12125,none,2020,0.0,Union County
12125,none,2021,0.0,Union County
12125,none,2022,0.0,Union County
12125,Unidentified disaster,2023,7173122.25,Union County
12127,none,2020,0.0,Volusia County
12127,none,2021,0.0,Volusia County
12127,none,2022,0.0,Volusia County
12127,Unidentified disaster,2023,6248418.76,Volusia County
12129,none,2020,0.0,Wakulla County
12129,none,2021,0.0,Wakulla County
12129,none,2022,0.0,Wakulla County
12129,none,2023,0.0,Wakulla County
12131,none,2020,0.0,Walton County
12131,none,2021,0.0,Walton County
12131,none,2022,0.0,Walton County
12131,none,2023,0.0,Walton County
12133,none,2020,0.0,Washington County
12133,none,2021,0.0,Washington County
12133,none,2022,0.0,Washington County
12133,none,2023,0.0,Washington County
13001,none,2020,0.0,Appling County
13001,none,2021,0.0,Appling County
13001,none,2022,0.0,Appling County
13001,none,2023,0.0,Appling County
13003,none,2020,0.0,Atkinson County
13003,none,2021,0.0,Atkinson County
13003,none,2022,0.0,Atkinson County
13003,none,2023,0.0,Atkinson County
13005,none,2020,0.0,Bacon County
13005,none,2021,0.0,Bacon County
13005,none,2022,0.0,Bacon County
13005,none,2023,0.0,Bacon County
13007,none,2020,0.0,Baker County
13007,none,2021,0.0,Baker County
13007,none,2022,0.0,Baker County
13007,none,2023,0.0,Baker County
13009,none,2020,0.0,Baldwin County
13009,none,2021,0.0,Baldwin County
13009,none,2022,0.0,Baldwin County
13009,none,2023,0.0,Baldwin County
13011,none,2020,0.0,Banks County
13011,none,2021,0.0,Banks County
13011,none,2022,0.0,Banks County
13011,none,2023,0.0,Banks County
13013,none,2020,0.0,Barrow County
13013,none,2021,0.0,Barrow County
13013,none,2022,0.0,Barrow County
13013,none,2023,0.0,Barrow County
13015,none,2020,0.0,Bartow County
13015,none,2021,0.0,Bartow County
13015,none,2022,0.0,Bartow County
13015,none,2023,0.0,Bartow County
13017,none,2020,0.0,Ben Hill County
13017,none,2021,0.0,Ben Hill County
13017,none,2022,0.0,Ben Hill County
13017,none,2023,0.0,Ben Hill County
13019,none,2020,0.0,Berrien County
13019,none,2021,0.0,Berrien County
13019,none,2022,0.0,Berrien County
13019,none,2023,0.0,Berrien County
13021,none,2020,0.0,Bibb County
13021,none,2021,0.0,Bibb County
13021,none,2022,0.0,Bibb County
13021,Unidentified disaster,2023,71681.4,Bibb County
13023,none,2020,0.0,Bleckley County
13023,none,2021,0.0,Bleckley County
13023,none,2022,0.0,Bleckley County
13023,none,2023,0.0,Bleckley County
13025,none,2020,0.0,Brantley County
13025,none,2021,0.0,Brantley County
13025,none,2022,0.0,Brantley County
13025,none,2023,0.0,Brantley County
13027,none,2020,0.0,Brooks County
13027,none,2021,0.0,Brooks County
13027,none,2022,0.0,Brooks County
13027,none,2023,0.0,Brooks County
13029,none,2020,0.0,Bryan County
13029,none,2021,0.0,Bryan County
13029,none,2022,0.0,Bryan County
13029,Unidentified disaster,2023,355000.0,Bryan County
13031,none,2020,0.0,Bulloch County
13031,none,2021,0.0,Bulloch County
13031,none,2022,0.0,Bulloch County
13031,Unidentified disaster,2023,29606.4,Bulloch County
13033,none,2020,0.0,Burke County
13033,none,2021,0.0,Burke County
13033,none,2022,0.0,Burke County
13033,none,2023,0.0,Burke County
13035,none,2020,0.0,Butts County
13035,none,2021,0.0,Butts County
13035,none,2022,0.0,Butts County
13035,none,2023,0.0,Butts County
13037,none,2020,0.0,Calhoun County
13037,none,2021,0.0,Calhoun County
13037,none,2022,0.0,Calhoun County
13037,none,2023,0.0,Calhoun County
13039,none,2020,0.0,Camden County
13039,none,2021,0.0,Camden County
13039,Unidentified disaster,2022,12187708.0,Camden County
13039,none,2023,0.0,Camden County
13043,none,2020,0.0,Candler County
13043,none,2021,0.0,Candler County
13043,none,2022,0.0,Candler County
13043,none,2023,0.0,Candler County
13045,none,2020,0.0,Carroll County
13045,none,2021,0.0,Carroll County
13045,none,2022,0.0,Carroll County
13045,none,2023,0.0,Carroll County
13047,none,2020,0.0,Catoosa County
13047,none,2021,0.0,Catoosa County
13047,none,2022,0.0,Catoosa County
13047,none,2023,0.0,Catoosa County
13049,none,2020,0.0,Charlton County
13049,none,2021,0.0,Charlton County
13049,none,2022,0.0,Charlton County
13049,none,2023,0.0,Charlton County
13051,Unidentified disaster,2020,14000000.0,Chatham County
13051,Unidentified disaster,2021,46929536.0,Chatham County
13051,Unidentified disaster,2022,879460.0,Chatham County
13051,Unidentified disaster,2023,5967264.0,Chatham County
13053,none,2020,0.0,Chattahoochee County
13053,none,2021,0.0,Chattahoochee County
13053,none,2022,0.0,Chattahoochee County
13053,none,2023,0.0,Chattahoochee County
13055,Unidentified disaster,2020,52407.0,Chattooga County
13055,none,2021,0.0,Chattooga County
13055,none,2022,0.0,Chattooga County
13055,Unidentified disaster,2023,35911.05,Chattooga County
13057,none,2020,0.0,Cherokee County
13057,none,2021,0.0,Cherokee County
13057,none,2022,0.0,Cherokee County
13057,Unidentified disaster,2023,35911.05,Cherokee County
13059,none,2020,0.0,Clarke County
13059,none,2021,0.0,Clarke County
13059,Unidentified disaster,2022,79268.0,Clarke County
13059,Unidentified disaster,2023,468250.0,Clarke County
13061,none,2020,0.0,Clay County
13061,none,2021,0.0,Clay County
13061,none,2022,0.0,Clay County
13061,none,2023,0.0,Clay County
13063,none,2020,0.0,Clayton County
13063,Unidentified disaster,2021,23377623.15,Clayton County
13063,none,2022,0.0,Clayton County
13063,Unidentified disaster,2023,127101.0,Clayton County
13065,none,2020,0.0,Clinch County
13065,none,2021,0.0,Clinch County
13065,none,2022,0.0,Clinch County
13065,none,2023,0.0,Clinch County
13067,none,2020,0.0,Cobb County
13067,Unidentified disaster,2021,8806073.4,Cobb County
13067,none,2022,0.0,Cobb County
13067,none,2023,0.0,Cobb County
13069,none,2020,0.0,Coffee County
13069,none,2021,0.0,Coffee County
13069,none,2022,0.0,Coffee County
13069,none,2023,0.0,Coffee County
13071,none,2020,0.0,Colquitt County
13071,none,2021,0.0,Colquitt County
13071,none,2022,0.0,Colquitt County
13071,none,2023,0.0,Colquitt County
13073,none,2020,0.0,Columbia County
13073,none,2021,0.0,Columbia County
13073,none,2022,0.0,Columbia County
13073,Unidentified disaster,2023,67048944.0,Columbia County
13075,none,2020,0.0,Cook County
13075,none,2021,0.0,Cook County
13075,none,2022,0.0,Cook County
13075,none,2023,0.0,Cook County
13077,Unidentified disaster,2020,42000.0,Coweta County
13077,none,2021,0.0,Coweta County
13077,none,2022,0.0,Coweta County
13077,none,2023,0.0,Coweta County
13079,none,2020,0.0,Crawford County
13079,none,2021,0.0,Crawford County
13079,none,2022,0.0,Crawford County
13079,none,2023,0.0,Crawford County
13081,none,2020,0.0,Crisp County
13081,none,2021,0.0,Crisp County
13081,none,2022,0.0,Crisp County
13081,Unidentified disaster,2023,140522.0,Crisp County
13083,none,2020,0.0,Dade County
13083,none,2021,0.0,Dade County
13083,none,2022,0.0,Dade County
13083,Unidentified disaster,2023,35911.05,Dade County
13085,Unidentified disaster,2020,31500.0,Dawson County
13085,none,2021,0.0,Dawson County
13085,none,2022,0.0,Dawson County
13085,none,2023,0.0,Dawson County
13087,none,2020,0.0,Decatur County
13087,none,2021,0.0,Decatur County
13087,none,2022,0.0,Decatur County
13087,none,2023,0.0,Decatur County
13089,Unidentified disaster,2020,6212866.69,DeKalb County
13089,Unidentified disaster,2021,64496684.199999996,DeKalb County
13089,Unidentified disaster,2022,971349.25,DeKalb County
13089,Unidentified disaster,2023,19494926.42,DeKalb County
13091,none,2020,0.0,Dodge County
13091,none,2021,0.0,Dodge County
13091,none,2022,0.0,Dodge County
13091,none,2023,0.0,Dodge County
13093,none,2020,0.0,Dooly County
13093,none,2021,0.0,Dooly County
13093,none,2022,0.0,Dooly County
13093,Unidentified disaster,2023,230000.0,Dooly County
13095,Unidentified disaster,2020,1011095.96,Dougherty County
13095,none,2021,0.0,Dougherty County
13095,none,2022,0.0,Dougherty County
13095,none,2023,0.0,Dougherty County
13097,none,2020,0.0,Douglas County
13097,none,2021,0.0,Douglas County
13097,none,2022,0.0,Douglas County
13097,none,2023,0.0,Douglas County
13099,none,2020,0.0,Early County
13099,none,2021,0.0,Early County
13099,none,2022,0.0,Early County
13099,none,2023,0.0,Early County
13101,Unidentified disaster,2020,27300.0,Echols County
13101,none,2021,0.0,Echols County
13101,none,2022,0.0,Echols County
13101,none,2023,0.0,Echols County
13103,none,2020,0.0,Effingham County
13103,none,2021,0.0,Effingham County
13103,none,2022,0.0,Effingham County
13103,Unidentified disaster,2023,680000.0,Effingham County
13105,none,2020,0.0,Elbert County
13105,none,2021,0.0,Elbert County
13105,none,2022,0.0,Elbert County
13105,none,2023,0.0,Elbert County
13107,none,2020,0.0,Emanuel County
13107,none,2021,0.0,Emanuel County
13107,none,2022,0.0,Emanuel County
13107,none,2023,0.0,Emanuel County
13109,none,2020,0.0,Evans County
13109,none,2021,0.0,Evans County
13109,none,2022,0.0,Evans County
13109,none,2023,0.0,Evans County
13111,none,2020,0.0,Fannin County
13111,none,2021,0.0,Fannin County
13111,none,2022,0.0,Fannin County
13111,none,2023,0.0,Fannin County
13113,none,2020,0.0,Fayette County
13113,none,2021,0.0,Fayette County
13113,none,2022,0.0,Fayette County
13113,none,2023,0.0,Fayette County
13115,none,2020,0.0,Floyd County
13115,none,2021,0.0,Floyd County
13115,none,2022,0.0,Floyd County
13115,none,2023,0.0,Floyd County
13117,none,2020,0.0,Forsyth County
13117,none,2021,0.0,Forsyth County
13117,none,2022,0.0,Forsyth County
13117,none,2023,0.0,Forsyth County
13119,none,2020,0.0,Franklin County
13119,none,2021,0.0,Franklin County
13119,none,2022,0.0,Franklin County
13119,none,2023,0.0,Franklin County
13121,Unidentified disaster,2020,1046904.0,Fulton County
13121,Unidentified disaster,2021,251841.45,Fulton County
13121,none,2022,0.0,Fulton County
13121,none,2023,0.0,Fulton County
13123,Unidentified disaster,2020,29400.0,Gilmer County
13123,none,2021,0.0,Gilmer County
13123,none,2022,0.0,Gilmer County
13123,none,2023,0.0,Gilmer County
13125,none,2020,0.0,Glascock County
13125,none,2021,0.0,Glascock County
13125,none,2022,0.0,Glascock County
13125,none,2023,0.0,Glascock County
13127,Unidentified disaster,2020,156900.0,Glynn County
13127,none,2021,0.0,Glynn County
13127,none,2022,0.0,Glynn County
13127,none,2023,0.0,Glynn County
13129,Unidentified disaster,2020,842500.52,Gordon County
13129,none,2021,0.0,Gordon County
13129,none,2022,0.0,Gordon County
13129,none,2023,0.0,Gordon County
13131,none,2020,0.0,Grady County
13131,none,2021,0.0,Grady County
13131,none,2022,0.0,Grady County
13131,none,2023,0.0,Grady County
13133,Unidentified disaster,2020,35700.0,Greene County
13133,none,2021,0.0,Greene County
13133,none,2022,0.0,Greene County
13133,none,2023,0.0,Greene County
13135,none,2020,0.0,Gwinnett County
13135,none,2021,0.0,Gwinnett County
13135,none,2022,0.0,Gwinnett County
13135,none,2023,0.0,Gwinnett County
13137,none,2020,0.0,Habersham County
13137,none,2021,0.0,Habersham County
13137,Unidentified disaster,2022,105314.48,Habersham County
13137,none,2023,0.0,Habersham County
13139,none,2020,0.0,Hall County
13139,none,2021,0.0,Hall County
13139,none,2022,0.0,Hall County
13139,none,2023,0.0,Hall County
13141,none,2020,0.0,Hancock County
13141,none,2021,0.0,Hancock County
13141,none,2022,0.0,Hancock County
13141,none,2023,0.0,Hancock County
13143,none,2020,0.0,Haralson County
13143,none,2021,0.0,Haralson County
13143,none,2022,0.0,Haralson County
13143,none,2023,0.0,Haralson County
13145,none,2020,0.0,Harris County
13145,none,2021,0.0,Harris County
13145,none,2022,0.0,Harris County
13145,none,2023,0.0,Harris County
13147,none,2020,0.0,Hart County
13147,none,2021,0.0,Hart County
13147,Unidentified disaster,2022,493500.0,Hart County
13147,none,2023,0.0,Hart County
13149,none,2020,0.0,Heard County
13149,none,2021,0.0,Heard County
13149,none,2022,0.0,Heard County
13149,none,2023,0.0,Heard County
13151,none,2020,0.0,Henry County
13151,Unidentified disaster,2021,55713.92,Henry County
13151,none,2022,0.0,Henry County
13151,none,2023,0.0,Henry County
13153,none,2020,0.0,Houston County
13153,none,2021,0.0,Houston County
13153,none,2022,0.0,Houston County
13153,none,2023,0.0,Houston County
13155,none,2020,0.0,Irwin County
13155,none,2021,0.0,Irwin County
13155,none,2022,0.0,Irwin County
13155,none,2023,0.0,Irwin County
13157,none,2020,0.0,Jackson County
13157,none,2021,0.0,Jackson County
13157,none,2022,0.0,Jackson County
13157,none,2023,0.0,Jackson County
13159,none,2020,0.0,Jasper County
13159,none,2021,0.0,Jasper County
13159,none,2022,0.0,Jasper County
13159,none,2023,0.0,Jasper County
13161,none,2020,0.0,Jeff Davis County
13161,none,2021,0.0,Jeff Davis County
13161,none,2022,0.0,Jeff Davis County
13161,none,2023,0.0,Jeff Davis County
13163,none,2020,0.0,Jefferson County
13163,none,2021,0.0,Jefferson County
13163,none,2022,0.0,Jefferson County
13163,none,2023,0.0,Jefferson County
13165,none,2020,0.0,Jenkins County
13165,none,2021,0.0,Jenkins County
13165,none,2022,0.0,Jenkins County
13165,none,2023,0.0,Jenkins County
13167,none,2020,0.0,Johnson County
13167,none,2021,0.0,Johnson County
13167,none,2022,0.0,Johnson County
13167,none,2023,0.0,Johnson County
13169,none,2020,0.0,Jones County
13169,none,2021,0.0,Jones County
13169,none,2022,0.0,Jones County
13169,none,2023,0.0,Jones County
13171,none,2020,0.0,Lamar County
13171,none,2021,0.0,Lamar County
13171,none,2022,0.0,Lamar County
13171,none,2023,0.0,Lamar County
13173,none,2020,0.0,Lanier County
13173,none,2021,0.0,Lanier County
13173,none,2022,0.0,Lanier County
13173,none,2023,0.0,Lanier County
13175,none,2020,0.0,Laurens County
13175,none,2021,0.0,Laurens County
13175,none,2022,0.0,Laurens County
13175,none,2023,0.0,Laurens County
13177,none,2020,0.0,Lee County
13177,none,2021,0.0,Lee County
13177,none,2022,0.0,Lee County
13177,none,2023,0.0,Lee County
13179,none,2020,0.0,Liberty County
13179,none,2021,0.0,Liberty County
13179,none,2022,0.0,Liberty County
13179,none,2023,0.0,Liberty County
13181,none,2020,0.0,Lincoln County
13181,none,2021,0.0,Lincoln County
13181,none,2022,0.0,Lincoln County
13181,none,2023,0.0,Lincoln County
13183,none,2020,0.0,Long County
13183,none,2021,0.0,Long County
13183,none,2022,0.0,Long County
13183,none,2023,0.0,Long County
13185,Unidentified disaster,2020,264350.0,Lowndes County
13185,none,2021,0.0,Lowndes County
13185,none,2022,0.0,Lowndes County
13185,none,2023,0.0,Lowndes County
13187,none,2020,0.0,Lumpkin County
13187,none,2021,0.0,Lumpkin County
13187,none,2022,0.0,Lumpkin County
13187,none,2023,0.0,Lumpkin County
13189,none,2020,0.0,McDuffie County
13189,none,2021,0.0,McDuffie County
13189,none,2022,0.0,McDuffie County
13189,none,2023,0.0,McDuffie County
13191,Unidentified disaster,2020,35700.0,McIntosh County
13191,none,2021,0.0,McIntosh County
13191,none,2022,0.0,McIntosh County
13191,none,2023,0.0,McIntosh County
13193,none,2020,0.0,Macon County
13193,none,2021,0.0,Macon County
13193,none,2022,0.0,Macon County
13193,none,2023,0.0,Macon County
13195,none,2020,0.0,Madison County
13195,none,2021,0.0,Madison County
13195,none,2022,0.0,Madison County
13195,none,2023,0.0,Madison County
13197,none,2020,0.0,Marion County
13197,none,2021,0.0,Marion County
13197,none,2022,0.0,Marion County
13197,none,2023,0.0,Marion County
13199,none,2020,0.0,Meriwether County
13199,none,2021,0.0,Meriwether County
13199,Unidentified disaster,2022,670680.0,Meriwether County
13199,none,2023,0.0,Meriwether County
13201,Unidentified disaster,2020,676785.0,Miller County
13201,none,2021,0.0,Miller County
13201,none,2022,0.0,Miller County
13201,none,2023,0.0,Miller County
13205,none,2020,0.0,Mitchell County
13205,none,2021,0.0,Mitchell County
13205,Unidentified disaster,2022,3190474.23,Mitchell County
13205,none,2023,0.0,Mitchell County
13207,none,2020,0.0,Monroe County
13207,none,2021,0.0,Monroe County
13207,none,2022,0.0,Monroe County
13207,none,2023,0.0,Monroe County
13209,none,2020,0.0,Montgomery County
13209,none,2021,0.0,Montgomery County
13209,none,2022,0.0,Montgomery County
13209,none,2023,0.0,Montgomery County
13211,none,2020,0.0,Morgan County
13211,none,2021,0.0,Morgan County
13211,none,2022,0.0,Morgan County
13211,none,2023,0.0,Morgan County
13213,none,2020,0.0,Murray County
13213,none,2021,0.0,Murray County
13213,none,2022,0.0,Murray County
13213,none,2023,0.0,Murray County
13215,none,2020,0.0,Muscogee County
13215,none,2021,0.0,Muscogee County
13215,none,2022,0.0,Muscogee County
13215,none,2023,0.0,Muscogee County
13217,none,2020,0.0,Newton County
13217,none,2021,0.0,Newton County
13217,none,2022,0.0,Newton County
13217,none,2023,0.0,Newton County
13219,none,2020,0.0,Oconee County
13219,none,2021,0.0,Oconee County
13219,none,2022,0.0,Oconee County
13219,none,2023,0.0,Oconee County
13221,none,2020,0.0,Oglethorpe County
13221,none,2021,0.0,Oglethorpe County
13221,none,2022,0.0,Oglethorpe County
13221,none,2023,0.0,Oglethorpe County
13223,none,2020,0.0,Paulding County
13223,Unidentified disaster,2021,1584229.57,Paulding County
13223,none,2022,0.0,Paulding County
13223,Unidentified disaster,2023,58701.0,Paulding County
13225,none,2020,0.0,Peach County
13225,none,2021,0.0,Peach County
13225,none,2022,0.0,Peach County
13225,Unidentified disaster,2023,3639300.0,Peach County
13227,none,2020,0.0,Pickens County
13227,none,2021,0.0,Pickens County
13227,none,2022,0.0,Pickens County
13227,none,2023,0.0,Pickens County
13229,none,2020,0.0,Pierce County
13229,none,2021,0.0,Pierce County
13229,none,2022,0.0,Pierce County
13229,none,2023,0.0,Pierce County
13231,none,2020,0.0,Pike County
13231,none,2021,0.0,Pike County
13231,none,2022,0.0,Pike County
13231,none,2023,0.0,Pike County
13233,Unidentified disaster,2020,746800.0,Polk County
13233,none,2021,0.0,Polk County
13233,none,2022,0.0,Polk County
13233,none,2023,0.0,Polk County
13235,none,2020,0.0,Pulaski County
13235,none,2021,0.0,Pulaski County
13235,none,2022,0.0,Pulaski County
13235,none,2023,0.0,Pulaski County
13237,Unidentified disaster,2020,30000.0,Putnam County
13237,none,2021,0.0,Putnam County
13237,none,2022,0.0,Putnam County
13237,none,2023,0.0,Putnam County
13239,none,2020,0.0,Quitman County
13239,none,2021,0.0,Quitman County
13239,none,2022,0.0,Quitman County
13239,none,2023,0.0,Quitman County
13241,none,2020,0.0,Rabun County
13241,none,2021,0.0,Rabun County
13241,none,2022,0.0,Rabun County
13241,none,2023,0.0,Rabun County
13243,none,2020,0.0,Randolph County
13243,none,2021,0.0,Randolph County
13243,none,2022,0.0,Randolph County
13243,none,2023,0.0,Randolph County
13245,none,2020,0.0,Richmond County
13245,none,2021,0.0,Richmond County
13245,none,2022,0.0,Richmond County
13245,none,2023,0.0,Richmond County
13247,none,2020,0.0,Rockdale County
13247,none,2021,0.0,Rockdale County
13247,none,2022,0.0,Rockdale County
13247,none,2023,0.0,Rockdale County
13249,none,2020,0.0,Schley County
13249,none,2021,0.0,Schley County
13249,none,2022,0.0,Schley County
13249,none,2023,0.0,Schley County
13251,none,2020,0.0,Screven County
13251,none,2021,0.0,Screven County
13251,none,2022,0.0,Screven County
13251,none,2023,0.0,Screven County
13253,none,2020,0.0,Seminole County
13253,none,2021,0.0,Seminole County
13253,none,2022,0.0,Seminole County
13253,none,2023,0.0,Seminole County
13255,none,2020,0.0,Spalding County
13255,none,2021,0.0,Spalding County
13255,none,2022,0.0,Spalding County
13255,Unidentified disaster,2023,35911.05,Spalding County
13257,none,2020,0.0,Stephens County
13257,none,2021,0.0,Stephens County
13257,none,2022,0.0,Stephens County
13257,none,2023,0.0,Stephens County
13259,none,2020,0.0,Stewart County
13259,none,2021,0.0,Stewart County
13259,none,2022,0.0,Stewart County
13259,none,2023,0.0,Stewart County
13261,none,2020,0.0,Sumter County
13261,none,2021,0.0,Sumter County
13261,none,2022,0.0,Sumter County
13261,none,2023,0.0,Sumter County
13263,none,2020,0.0,Talbot County
13263,none,2021,0.0,Talbot County
13263,none,2022,0.0,Talbot County
13263,none,2023,0.0,Talbot County
13265,none,2020,0.0,Taliaferro County
13265,none,2021,0.0,Taliaferro County
13265,none,2022,0.0,Taliaferro County
13265,none,2023,0.0,Taliaferro County
13267,none,2020,0.0,Tattnall County
13267,none,2021,0.0,Tattnall County
13267,none,2022,0.0,Tattnall County
13267,none,2023,0.0,Tattnall County
13269,Unidentified disaster,2020,23100.0,Taylor County
13269,none,2021,0.0,Taylor County
13269,none,2022,0.0,Taylor County
13269,none,2023,0.0,Taylor County
13271,none,2020,0.0,Telfair County
13271,none,2021,0.0,Telfair County
13271,none,2022,0.0,Telfair County
13271,none,2023,0.0,Telfair County
13273,none,2020,0.0,Terrell County
13273,none,2021,0.0,Terrell County
13273,none,2022,0.0,Terrell County
13273,none,2023,0.0,Terrell County
13275,none,2020,0.0,Thomas County
13275,none,2021,0.0,Thomas County
13275,Unidentified disaster,2022,235500.0,Thomas County
13275,none,2023,0.0,Thomas County
13277,none,2020,0.0,Tift County
13277,none,2021,0.0,Tift County
13277,none,2022,0.0,Tift County
13277,none,2023,0.0,Tift County
13279,none,2020,0.0,Toombs County
13279,none,2021,0.0,Toombs County
13279,none,2022,0.0,Toombs County
13279,none,2023,0.0,Toombs County
13281,none,2020,0.0,Towns County
13281,none,2021,0.0,Towns County
13281,none,2022,0.0,Towns County
13281,none,2023,0.0,Towns County
13283,none,2020,0.0,Treutlen County
13283,none,2021,0.0,Treutlen County
13283,none,2022,0.0,Treutlen County
13283,none,2023,0.0,Treutlen County
13285,none,2020,0.0,Troup County
13285,none,2021,0.0,Troup County
13285,none,2022,0.0,Troup County
13285,none,2023,0.0,Troup County
13287,none,2020,0.0,Turner County
13287,none,2021,0.0,Turner County
13287,none,2022,0.0,Turner County
13287,none,2023,0.0,Turner County
13289,none,2020,0.0,Twiggs County
13289,none,2021,0.0,Twiggs County
13289,none,2022,0.0,Twiggs County
13289,none,2023,0.0,Twiggs County
13291,none,2020,0.0,Union County
13291,none,2021,0.0,Union County
13291,none,2022,0.0,Union County
13291,none,2023,0.0,Union County
13293,none,2020,0.0,Upson County
13293,none,2021,0.0,Upson County
13293,Unidentified disaster,2022,924750.0,Upson County
13293,none,2023,0.0,Upson County
13295,none,2020,0.0,Walker County
13295,none,2021,0.0,Walker County
13295,none,2022,0.0,Walker County
13295,none,2023,0.0,Walker County
13297,none,2020,0.0,Walton County
13297,none,2021,0.0,Walton County
13297,none,2022,0.0,Walton County
13297,none,2023,0.0,Walton County
13299,none,2020,0.0,Ware County
13299,none,2021,0.0,Ware County
13299,none,2022,0.0,Ware County
13299,none,2023,0.0,Ware County
13301,none,2020,0.0,Warren County
13301,none,2021,0.0,Warren County
13301,none,2022,0.0,Warren County
13301,none,2023,0.0,Warren County
13303,Unidentified disaster,2020,21000.0,Washington County
13303,none,2021,0.0,Washington County
13303,Unidentified disaster,2022,3440282.0,Washington County
13303,none,2023,0.0,Washington County
13305,none,2020,0.0,Wayne County
13305,none,2021,0.0,Wayne County
13305,none,2022,0.0,Wayne County
13305,none,2023,0.0,Wayne County
13307,none,2020,0.0,Webster County
13307,none,2021,0.0,Webster County
13307,none,2022,0.0,Webster County
13307,none,2023,0.0,Webster County
13309,none,2020,0.0,Wheeler County
13309,none,2021,0.0,Wheeler County
13309,none,2022,0.0,Wheeler County
13309,none,2023,0.0,Wheeler County
13311,none,2020,0.0,White County
13311,none,2021,0.0,White County
13311,none,2022,0.0,White County
13311,none,2023,0.0,White County
13313,none,2020,0.0,Whitfield County
13313,none,2021,0.0,Whitfield County
13313,none,2022,0.0,Whitfield County
13313,none,2023,0.0,Whitfield County
13315,none,2020,0.0,Wilcox County
13315,none,2021,0.0,Wilcox County
13315,none,2022,0.0,Wilcox County
13315,none,2023,0.0,Wilcox County
13317,Unidentified disaster,2020,220760.0,Wilkes County
13317,none,2021,0.0,Wilkes County
13317,none,2022,0.0,Wilkes County
13317,none,2023,0.0,Wilkes County
13319,Unidentified disaster,2020,748640.0,Wilkinson County
13319,none,2021,0.0,Wilkinson County
13319,none,2022,0.0,Wilkinson County
13319,none,2023,0.0,Wilkinson County
13321,none,2020,0.0,Worth County
13321,none,2021,0.0,Worth County
13321,none,2022,0.0,Worth County
13321,none,2023,0.0,Worth County
15001,none,2020,0.0,Hawaii County
15001,none,2021,0.0,Hawaii County
15001,none,2022,0.0,Hawaii County
15001,none,2023,0.0,Hawaii County
15003,Unidentified disaster,2020,162221577.14,Honolulu County
15003,Unidentified disaster,2021,31701036.31,Honolulu County
15003,Unidentified disaster,2022,14100582.67,Honolulu County
15003,Unidentified disaster,2023,12685676.129999999,Honolulu County
15005,none,2020,0.0,Kalawao County
15005,none,2021,0.0,Kalawao County
15005,none,2022,0.0,Kalawao County
15005,none,2023,0.0,Kalawao County
15007,none,2020,0.0,Kauai County
15007,Unidentified disaster,2021,24780000.0,Kauai County
15007,none,2022,0.0,Kauai County
15007,none,2023,0.0,Kauai County
15009,Unidentified disaster,2020,33500827.0,Maui County
15009,none,2021,0.0,Maui County
15009,none,2022,0.0,Maui County
15009,none,2023,0.0,Maui County
16001,Unidentified disaster,2020,4222128.5,Ada County
16001,Unidentified disaster,2021,64499.99,Ada County
16001,Unidentified disaster,2022,6396619.67,Ada County
16001,Unidentified disaster,2023,2866666.67,Ada County
16003,none,2020,0.0,Adams County
16003,none,2021,0.0,Adams County
16003,none,2022,0.0,Adams County
16003,none,2023,0.0,Adams County
16005,none,2020,0.0,Bannock County
16005,none,2021,0.0,Bannock County
16005,Unidentified disaster,2022,141111.6,Bannock County
16005,none,2023,0.0,Bannock County
16007,none,2020,0.0,Bear Lake County
16007,none,2021,0.0,Bear Lake County
16007,none,2022,0.0,Bear Lake County
16007,none,2023,0.0,Bear Lake County
16009,none,2020,0.0,Benewah County
16009,none,2021,0.0,Benewah County
16009,none,2022,0.0,Benewah County
16009,none,2023,0.0,Benewah County
16011,none,2020,0.0,Bingham County
16011,none,2021,0.0,Bingham County
16011,none,2022,0.0,Bingham County
16011,none,2023,0.0,Bingham County
16013,none,2020,0.0,Blaine County
16013,none,2021,0.0,Blaine County
16013,none,2022,0.0,Blaine County
16013,none,2023,0.0,Blaine County
16015,none,2020,0.0,Boise County
16015,none,2021,0.0,Boise County
16015,none,2022,0.0,Boise County
16015,none,2023,0.0,Boise County
16017,none,2020,0.0,Bonner County
16017,none,2021,0.0,Bonner County
16017,none,2022,0.0,Bonner County
16017,none,2023,0.0,Bonner County
16019,Unidentified disaster,2020,1648515.0,Bonneville County
16019,none,2021,0.0,Bonneville County
16019,none,2022,0.0,Bonneville County
16019,none,2023,0.0,Bonneville County
16021,none,2020,0.0,Boundary County
16021,none,2021,0.0,Boundary County
16021,none,2022,0.0,Boundary County
16021,none,2023,0.0,Boundary County
16023,Unidentified disaster,2020,72200.18,Butte County
16023,none,2021,0.0,Butte County
16023,none,2022,0.0,Butte County
16023,none,2023,0.0,Butte County
16025,none,2020,0.0,Camas County
