county,Hazard,fiscalYear,totalSubapplicationAmount,COUNTYNAME
46109,Unidentified disaster,2020,16116.5,Roberts County
46111,Blizzard/Winter storm,2020,10000.0,Sanborn County
46111,Tornado/Severe storm,2023,10432.2,Sanborn County
46115,Flooding/Tropical storm/Hurricane,2022,16200.0,Spink County
46119,Blizzard/Winter storm,2021,378689.0,Sully County
46119,Tornado/Severe storm,2022,398673.45,Sully County
46123,Unidentified disaster,2023,14400.0,Tripp County
46125,Tornado/Severe storm,2023,485973.18,Turner County
46127,Tornado/Severe storm,2022,12500.0,Union County
46129,Fire/Extreme temperature/Drought,2021,3750000.0,Walworth County
46129,Fire/Extreme temperature/Drought,2022,639000.0,Walworth County
47009,Tornado/Severe storm,2020,550000.0,Blount County
47037,Earthquake/Landslide,2023,580868.0,Davidson County
47037,Flooding/Tropical storm/Hurricane,2020,1907785.0,Davidson County
47037,Flooding/Tropical storm/Hurricane,2021,1496116.0,Davidson County
47037,Flooding/Tropical storm/Hurricane,2022,533400.0,Davidson County
47037,Tornado/Severe storm,2020,738500.0,Davidson County
47037,Unidentified disaster,2020,358356.0,Davidson County
47037,Unidentified disaster,2021,171680.80000000002,Davidson County
47037,Unidentified disaster,2022,201000.0,Davidson County
47037,Unidentified disaster,2023,104893.02,Davidson County
47065,Tornado/Severe storm,2020,49999972.84,Hamilton County
47065,Tornado/Severe storm,2021,49999972.84,Hamilton County
47065,Tornado/Severe storm,2022,56400836.64,Hamilton County
47113,Infrastructure failure/Manmade disaster,2020,790000.0,Madison County
47149,Flooding/Tropical storm/Hurricane,2021,60000.0,Rutherford County
47149,Tornado/Severe storm,2020,22877842.65,Rutherford County
47157,Fire/Extreme temperature/Drought,2022,2010000.0,Shelby County
47179,Blizzard/Winter storm,2021,160692.0,Washington County
47179,Flooding/Tropical storm/Hurricane,2020,280000.0,Washington County
47179,Flooding/Tropical storm/Hurricane,2023,468055.0,Washington County
48027,Unidentified disaster,2023,25000.02,Bell County
48029,Flooding/Tropical storm/Hurricane,2020,82388.8,Bexar County
48029,Flooding/Tropical storm/Hurricane,2022,24125000.0,Bexar County
48029,Flooding/Tropical storm/Hurricane,2023,24163711.83,Bexar County
48029,Infrastructure failure/Manmade disaster,2022,16709604.0,Bexar County
48031,Flooding/Tropical storm/Hurricane,2023,700000.0,Blanco County
48039,Flooding/Tropical storm/Hurricane,2020,499760.0,Brazoria County
48039,Flooding/Tropical storm/Hurricane,2022,4092005.0,Brazoria County
48039,Flooding/Tropical storm/Hurricane,2023,12857877.5,Brazoria County
48039,Unidentified disaster,2020,3673032.0,Brazoria County
48041,Flooding/Tropical storm/Hurricane,2022,650000.0,Brazos County
48041,Unidentified disaster,2020,0.0,Brazos County
48043,Flooding/Tropical storm/Hurricane,2020,106492.76,Brewster County
48061,Fire/Extreme temperature/Drought,2022,25143666.0,Cameron County
48061,Flooding/Tropical storm/Hurricane,2020,8042713.5,Cameron County
48061,Flooding/Tropical storm/Hurricane,2021,9006698.25,Cameron County
48061,Flooding/Tropical storm/Hurricane,2022,2568942.25,Cameron County
48061,Flooding/Tropical storm/Hurricane,2023,101418370.18,Cameron County
48061,Unidentified disaster,2022,408060.0,Cameron County
48071,Flooding/Tropical storm/Hurricane,2023,12062974.24,Chambers County
48113,Flooding/Tropical storm/Hurricane,2021,5750000.0,Dallas County
48113,Flooding/Tropical storm/Hurricane,2023,10886995.1,Dallas County
48113,Infrastructure failure/Manmade disaster,2021,5560137.0,Dallas County
48121,Unidentified disaster,2023,16500.0,Denton County
48139,Flooding/Tropical storm/Hurricane,2023,464417.0,Ellis County
48157,Flooding/Tropical storm/Hurricane,2020,12584000.0,Fort Bend County
48157,Flooding/Tropical storm/Hurricane,2021,40063090.41,Fort Bend County
48157,Flooding/Tropical storm/Hurricane,2023,6233756.8,Fort Bend County
48167,Flooding/Tropical storm/Hurricane,2020,65581421.6,Galveston County
48167,Flooding/Tropical storm/Hurricane,2021,35000000.0,Galveston County
48167,Flooding/Tropical storm/Hurricane,2022,25033933.75,Galveston County
48167,Flooding/Tropical storm/Hurricane,2023,67333647.03999999,Galveston County
48175,Flooding/Tropical storm/Hurricane,2022,77076.0,Goliad County
48175,Unidentified disaster,2020,936600.0,Goliad County
48175,Unidentified disaster,2022,393075.0,Goliad County
48183,Flooding/Tropical storm/Hurricane,2022,184204.0,Gregg County
48183,Tornado/Severe storm,2022,1921340.0,Gregg County
48199,Flooding/Tropical storm/Hurricane,2022,371725.0,Hardin County
48201,Flooding/Tropical storm/Hurricane,2020,134257438.1,Harris County
48201,Flooding/Tropical storm/Hurricane,2021,95566013.66,Harris County
48201,Flooding/Tropical storm/Hurricane,2022,166701700.74,Harris County
48201,Flooding/Tropical storm/Hurricane,2023,214117025.28,Harris County
48203,Unidentified disaster,2023,30000.0,Harrison County
48209,Flooding/Tropical storm/Hurricane,2020,14451391.5,Hays County
48209,Flooding/Tropical storm/Hurricane,2023,80382784.0,Hays County
48209,Tornado/Severe storm,2022,68748.0,Hays County
48213,Flooding/Tropical storm/Hurricane,2021,725456.98,Henderson County
48213,Flooding/Tropical storm/Hurricane,2023,224899.5,Henderson County
48215,Flooding/Tropical storm/Hurricane,2020,178755885.73,Hidalgo County
48215,Flooding/Tropical storm/Hurricane,2022,16276087.39,Hidalgo County
48215,Flooding/Tropical storm/Hurricane,2023,110098282.89,Hidalgo County
48215,Infrastructure failure/Manmade disaster,2022,1146421.18,Hidalgo County
48215,Infrastructure failure/Manmade disaster,2023,56238507.0,Hidalgo County
48223,Tornado/Severe storm,2021,5364555.0,Hopkins County
48239,Flooding/Tropical storm/Hurricane,2022,1355084.31,Jackson County
48239,Flooding/Tropical storm/Hurricane,2023,16603564.96,Jackson County
48243,Flooding/Tropical storm/Hurricane,2023,4907924.0,Jeff Davis County
48245,Flooding/Tropical storm/Hurricane,2020,61069447.9,Jefferson County
48245,Flooding/Tropical storm/Hurricane,2021,225538767.97,Jefferson County
48245,Flooding/Tropical storm/Hurricane,2022,17697072.67,Jefferson County
48245,Flooding/Tropical storm/Hurricane,2023,84881361.4,Jefferson County
48245,Tornado/Severe storm,2021,700000.0,Jefferson County
48259,Flooding/Tropical storm/Hurricane,2023,15260340.64,Kendall County
48261,Flooding/Tropical storm/Hurricane,2022,84000.0,Kenedy County
48261,Tornado/Severe storm,2021,252000.0,Kenedy County
48285,Flooding/Tropical storm/Hurricane,2022,34580177.86,Lavaca County
48297,Flooding/Tropical storm/Hurricane,2023,966855.0,Live Oak County
48321,Flooding/Tropical storm/Hurricane,2023,4090688.4,Matagorda County
48321,Infrastructure failure/Manmade disaster,2020,6637090.95,Matagorda County
48325,Flooding/Tropical storm/Hurricane,2022,2344898.3899999997,Medina County
48325,Flooding/Tropical storm/Hurricane,2023,99750.0,Medina County
48339,Flooding/Tropical storm/Hurricane,2020,12343212.79,Montgomery County
48339,Flooding/Tropical storm/Hurricane,2021,42452565.53,Montgomery County
48339,Flooding/Tropical storm/Hurricane,2022,2973686.45,Montgomery County
48339,Flooding/Tropical storm/Hurricane,2023,5845905.68,Montgomery County
48351,Flooding/Tropical storm/Hurricane,2020,88000.0,Newton County
48361,Flooding/Tropical storm/Hurricane,2020,10695108.68,Orange County
48361,Flooding/Tropical storm/Hurricane,2021,7377480.0,Orange County
48361,Flooding/Tropical storm/Hurricane,2022,2946870.0,Orange County
48361,Flooding/Tropical storm/Hurricane,2023,58601304.58,Orange County
48363,Flooding/Tropical storm/Hurricane,2022,525000.0,Palo Pinto County
48367,Tornado/Severe storm,2021,109883.9,Parker County
48397,Fire/Extreme temperature/Drought,2021,1741334.0,Rockwall County
48409,Flooding/Tropical storm/Hurricane,2022,150000.0,San Patricio County
48417,Flooding/Tropical storm/Hurricane,2022,931141.06,Shackelford County
48439,Fire/Extreme temperature/Drought,2021,283500.0,Tarrant County
48439,Fire/Extreme temperature/Drought,2023,11294913.0,Tarrant County
48439,Flooding/Tropical storm/Hurricane,2023,136220254.46,Tarrant County
48439,Infrastructure failure/Manmade disaster,2023,67840035.0,Tarrant County
48453,Fire/Extreme temperature/Drought,2021,964570.0,Travis County
48453,Flooding/Tropical storm/Hurricane,2020,22062304.48,Travis County
48453,Flooding/Tropical storm/Hurricane,2023,967880.0,Travis County
48453,Infrastructure failure/Manmade disaster,2022,110511674.0,Travis County
48453,Unidentified disaster,2020,3254785.72,Travis County
48453,Unidentified disaster,2021,4661849.3,Travis County
48453,Unidentified disaster,2022,45936364.68000001,Travis County
48453,Unidentified disaster,2023,40912311.63,Travis County
48469,Fire/Extreme temperature/Drought,2021,6334031.24,Victoria County
48469,Flooding/Tropical storm/Hurricane,2022,3816234.02,Victoria County
48479,Flooding/Tropical storm/Hurricane,2023,999555.0,Webb County
48481,Flooding/Tropical storm/Hurricane,2022,601315.0,Wharton County
48481,Flooding/Tropical storm/Hurricane,2023,5237816.16,Wharton County
48481,Unidentified disaster,2022,601315.0,Wharton County
48491,Flooding/Tropical storm/Hurricane,2023,9445710.0,Williamson County
48493,Flooding/Tropical storm/Hurricane,2023,3453316.0,Wilson County
48493,Tornado/Severe storm,2023,60000.0,Wilson County
48497,Infrastructure failure/Manmade disaster,2022,553067.0,Wise County
48503,Tornado/Severe storm,2021,414614.0,Young County
49001,Flooding/Tropical storm/Hurricane,2021,155000.0,Beaver County
49001,Infrastructure failure/Manmade disaster,2021,54000.0,Beaver County
49003,Earthquake/Landslide,2020,10970650.0,Box Elder County
49003,Earthquake/Landslide,2021,579300.0,Box Elder County
49005,Earthquake/Landslide,2020,554404.0,Cache County
49005,Earthquake/Landslide,2021,16530047.73,Cache County
49005,Flooding/Tropical storm/Hurricane,2022,223750.0,Cache County
49005,Flooding/Tropical storm/Hurricane,2023,799449.0,Cache County
49007,Flooding/Tropical storm/Hurricane,2020,45000.0,Carbon County
49011,Earthquake/Landslide,2020,47778572.0,Davis County
49011,Earthquake/Landslide,2021,69424302.5,Davis County
49011,Earthquake/Landslide,2023,26554727.69,Davis County
49011,Infrastructure failure/Manmade disaster,2022,6756700.0,Davis County
49011,Infrastructure failure/Manmade disaster,2023,1345000.0,Davis County
49011,Tornado/Severe storm,2020,2066201.0,Davis County
49011,Tornado/Severe storm,2021,3807270.0,Davis County
49011,Tornado/Severe storm,2022,4227000.0,Davis County
49011,Tornado/Severe storm,2023,3716052.22,Davis County
49013,Flooding/Tropical storm/Hurricane,2020,45000.0,Duchesne County
49015,Flooding/Tropical storm/Hurricane,2020,45000.0,Emery County
49017,Flooding/Tropical storm/Hurricane,2021,46350.0,Garfield County
49019,Flooding/Tropical storm/Hurricane,2021,30000.0,Grand County
49019,Flooding/Tropical storm/Hurricane,2022,512200.0,Grand County
49019,Flooding/Tropical storm/Hurricane,2023,400000.0,Grand County
49023,Flooding/Tropical storm/Hurricane,2020,3600013.0,Juab County
49025,Infrastructure failure/Manmade disaster,2021,379500.0,Kane County
49029,Earthquake/Landslide,2021,407930.0,Morgan County
49035,Earthquake/Landslide,2020,5520972.1,Salt Lake County
49035,Earthquake/Landslide,2021,31544468.07,Salt Lake County
49035,Earthquake/Landslide,2022,32710443.0,Salt Lake County
49035,Earthquake/Landslide,2023,133166136.57000001,Salt Lake County
49035,Fire/Extreme temperature/Drought,2020,679103.8,Salt Lake County
49035,Fire/Extreme temperature/Drought,2022,549101.23,Salt Lake County
49035,Fire/Extreme temperature/Drought,2023,60912983.0,Salt Lake County
49035,Flooding/Tropical storm/Hurricane,2021,12444165.0,Salt Lake County
49035,Flooding/Tropical storm/Hurricane,2022,42102000.0,Salt Lake County
49035,Flooding/Tropical storm/Hurricane,2023,27445436.34,Salt Lake County
49035,Infrastructure failure/Manmade disaster,2021,83262417.6,Salt Lake County
49035,Infrastructure failure/Manmade disaster,2022,66355698.379999995,Salt Lake County
49035,Tornado/Severe storm,2020,2267341.6,Salt Lake County
49035,Tornado/Severe storm,2022,150000.0,Salt Lake County
49035,Unidentified disaster,2020,79693.46,Salt Lake County
49035,Unidentified disaster,2021,13629528.8,Salt Lake County
49035,Unidentified disaster,2022,41546873.739999995,Salt Lake County
49035,Unidentified disaster,2023,35014141.620000005,Salt Lake County
49037,Fire/Extreme temperature/Drought,2020,30000.0,San Juan County
49039,Fire/Extreme temperature/Drought,2020,2026000.0,Sanpete County
49039,Flooding/Tropical storm/Hurricane,2023,75000.0,Sanpete County
49041,Earthquake/Landslide,2021,203000.0,Sevier County
49041,Flooding/Tropical storm/Hurricane,2020,415000.0,Sevier County
49041,Flooding/Tropical storm/Hurricane,2021,145000.0,Sevier County
49041,Flooding/Tropical storm/Hurricane,2022,100000.0,Sevier County
49045,Earthquake/Landslide,2023,50000.0,Tooele County
49045,Fire/Extreme temperature/Drought,2022,3129000.0,Tooele County
49045,Flooding/Tropical storm/Hurricane,2021,54800.0,Tooele County
49045,Flooding/Tropical storm/Hurricane,2023,43822.8,Tooele County
49045,Infrastructure failure/Manmade disaster,2020,830000.0,Tooele County
49045,Infrastructure failure/Manmade disaster,2023,356440.0,Tooele County
49047,Infrastructure failure/Manmade disaster,2021,75000.0,Uintah County
49049,Blizzard/Winter storm,2020,2475500.0,Utah County
49049,Earthquake/Landslide,2020,2097257.39,Utah County
49049,Earthquake/Landslide,2022,66567502.0,Utah County
49049,Earthquake/Landslide,2023,13204894.0,Utah County
49049,Fire/Extreme temperature/Drought,2021,66666666.67,Utah County
49049,Fire/Extreme temperature/Drought,2022,48360.0,Utah County
49049,Fire/Extreme temperature/Drought,2023,78750.0,Utah County
49049,Flooding/Tropical storm/Hurricane,2020,9709662.41,Utah County
49049,Flooding/Tropical storm/Hurricane,2022,70919201.0,Utah County
49049,Flooding/Tropical storm/Hurricane,2023,74037434.0,Utah County
49049,Infrastructure failure/Manmade disaster,2022,121022997.8,Utah County
49049,Tornado/Severe storm,2020,740926.8,Utah County
49049,Tornado/Severe storm,2023,5671332.88,Utah County
49053,Flooding/Tropical storm/Hurricane,2020,1340900.0,Washington County
49053,Flooding/Tropical storm/Hurricane,2021,331908.0,Washington County
49053,Flooding/Tropical storm/Hurricane,2022,51700.0,Washington County
49053,Flooding/Tropical storm/Hurricane,2023,493800.0,Washington County
49057,Earthquake/Landslide,2020,69813.5,Weber County
49057,Earthquake/Landslide,2023,186533.16,Weber County
49057,Flooding/Tropical storm/Hurricane,2020,606720.0,Weber County
49057,Infrastructure failure/Manmade disaster,2023,40354.0,Weber County
50001,Flooding/Tropical storm/Hurricane,2022,229950.0,Addison County
50001,Tornado/Severe storm,2020,31500.0,Addison County
50005,Flooding/Tropical storm/Hurricane,2021,78750.0,Caledonia County
50011,Infrastructure failure/Manmade disaster,2022,131775.0,Franklin County
50015,Flooding/Tropical storm/Hurricane,2020,94500.0,Lamoille County
50015,Flooding/Tropical storm/Hurricane,2021,130253.55,Lamoille County
50015,Flooding/Tropical storm/Hurricane,2022,74550.0,Lamoille County
50015,Flooding/Tropical storm/Hurricane,2023,78750.0,Lamoille County
50015,Infrastructure failure/Manmade disaster,2021,39375.0,Lamoille County
50017,Flooding/Tropical storm/Hurricane,2022,51450.0,Orange County
50017,Tornado/Severe storm,2021,107296.0,Orange County
50021,Flooding/Tropical storm/Hurricane,2021,168000.0,Rutland County
50021,Flooding/Tropical storm/Hurricane,2022,274050.0,Rutland County
50021,Flooding/Tropical storm/Hurricane,2023,60585.0,Rutland County
50021,Tornado/Severe storm,2020,16800.0,Rutland County
50023,Earthquake/Landslide,2021,25830.0,Washington County
50023,Earthquake/Landslide,2023,241325.0,Washington County
50023,Fire/Extreme temperature/Drought,2022,252060.02,Washington County
50023,Fire/Extreme temperature/Drought,2023,1743547.15,Washington County
50023,Flooding/Tropical storm/Hurricane,2020,1213290.06,Washington County
50023,Flooding/Tropical storm/Hurricane,2021,628139.65,Washington County
50023,Flooding/Tropical storm/Hurricane,2022,1221500.0,Washington County
50023,Flooding/Tropical storm/Hurricane,2023,1272925.0,Washington County
50023,Infrastructure failure/Manmade disaster,2020,1000279.88,Washington County
50023,Unidentified disaster,2020,86500.0,Washington County
50023,Unidentified disaster,2021,66500.0,Washington County
50023,Unidentified disaster,2022,240757.0,Washington County
50023,Unidentified disaster,2023,196000.0,Washington County
50025,Flooding/Tropical storm/Hurricane,2023,195510.0,Windham County
50025,Infrastructure failure/Manmade disaster,2023,64050.0,Windham County
50027,Flooding/Tropical storm/Hurricane,2020,1479728.0,Windsor County
