,date,variable,value
214,2016-11-01,EUR_USD_exrate,0.926629477936952
215,2016-12-01,EUR_USD_exrate,0.9483509982523245
216,2017-01-01,EUR_USD_exrate,0.940296143796025
217,2017-02-01,EUR_USD_exrate,0.9389485752690829
218,2017-03-01,EUR_USD_exrate,0.9353623919249757
219,2017-04-01,EUR_USD_exrate,0.9333756463626351
220,2017-05-01,EUR_USD_exrate,0.9049885436677539
221,2017-06-01,EUR_USD_exrate,0.8902341315766047
222,2017-07-01,EUR_USD_exrate,0.8672914055758165
223,2017-08-01,EUR_USD_exrate,0.8465312462044114
224,2017-09-01,EUR_USD_exrate,0.8393944608359529
225,2017-10-01,EUR_USD_exrate,0.8506673688048123
226,2017-11-01,EUR_USD_exrate,0.8515747746520252
227,2017-12-01,EUR_USD_exrate,0.844869319837954
228,2018-01-01,EUR_USD_exrate,0.8199057498818946
229,2018-02-01,EUR_USD_exrate,0.8103935100275533
230,2018-03-01,EUR_USD_exrate,0.8107699735025631
231,2018-04-01,EUR_USD_exrate,0.8150275556935498
232,2018-05-01,EUR_USD_exrate,0.8458350314112372
233,2018-06-01,EUR_USD_exrate,0.8562272182400862
234,2018-07-01,EUR_USD_exrate,0.8558259331559193
235,2018-08-01,EUR_USD_exrate,0.8660551564170922
236,2018-09-01,EUR_USD_exrate,0.8571222346530009
237,2018-10-01,EUR_USD_exrate,0.8705045365156868
238,2018-11-01,EUR_USD_exrate,0.8799795844736402
239,2018-12-01,EUR_USD_exrate,0.8787045941605198
240,2019-01-01,EUR_USD_exrate,0.8758177948659562
241,2019-02-01,EUR_USD_exrate,0.8811003964951786
242,2019-03-01,EUR_USD_exrate,0.8852579262200752
243,2019-04-01,EUR_USD_exrate,0.8901548869503294
244,2019-05-01,EUR_USD_exrate,0.8939019633337667
245,2019-06-01,EUR_USD_exrate,0.88533574144655
246,2019-07-01,EUR_USD_exrate,0.8919449264550866
247,2019-08-01,EUR_USD_exrate,0.8985790198136674
248,2019-09-01,EUR_USD_exrate,0.9081662307468759
249,2019-10-01,EUR_USD_exrate,0.9043077934889839
250,2019-11-01,EUR_USD_exrate,0.9049299631836388
251,2019-12-01,EUR_USD_exrate,0.8997930475990522
252,2020-01-01,EUR_USD_exrate,0.9010903192863365
253,2020-02-01,EUR_USD_exrate,0.916528383436885
254,2020-03-01,EUR_USD_exrate,0.9053125385786595
255,2020-04-01,EUR_USD_exrate,0.9198708835777961
256,2020-05-01,EUR_USD_exrate,0.9168171774866374
257,2020-06-01,EUR_USD_exrate,0.8881783462119194
258,2020-07-01,EUR_USD_exrate,0.8704528728901408
259,2020-08-01,EUR_USD_exrate,0.8452268830447488
260,2020-09-01,EUR_USD_exrate,0.8485294177067887
261,2020-10-01,EUR_USD_exrate,0.8497758210453052
262,2020-11-01,EUR_USD_exrate,0.845574591423055
263,2020-12-01,EUR_USD_exrate,0.8218277449046679
264,2021-01-01,EUR_USD_exrate,0.8211753756877344
265,2021-02-01,EUR_USD_exrate,0.8268598907674566
266,2021-03-01,EUR_USD_exrate,0.8402225493813406
267,2021-04-01,EUR_USD_exrate,0.8357424241848662
268,2021-05-01,EUR_USD_exrate,0.8232959831388982
269,2021-06-01,EUR_USD_exrate,0.829994491854736
270,2021-07-01,EUR_USD_exrate,0.8459248577033542
271,2021-08-01,EUR_USD_exrate,0.849837565138118
272,2021-09-01,EUR_USD_exrate,0.8499856311952821
273,2021-10-01,EUR_USD_exrate,0.8620801131049108
274,2021-11-01,EUR_USD_exrate,0.8759712331047048
275,2021-12-01,EUR_USD_exrate,0.8848923591651673
276,2022-01-01,EUR_USD_exrate,0.8836459230786224
277,2022-02-01,EUR_USD_exrate,0.881130815463382
278,2022-03-01,EUR_USD_exrate,0.9075627599378121
279,2022-04-01,EUR_USD_exrate,0.9256728760215462
280,2022-05-01,EUR_USD_exrate,0.9463253286227362
281,2022-06-01,EUR_USD_exrate,0.9463253286227362
282,2022-07-01,EUR_USD_exrate,0.9834533966021685
283,2022-08-01,EUR_USD_exrate,0.9872854800353705
