,date,sector,GVA
899,12/31/99,Accommodation and food service activities,6352
900,3/31/00,Accommodation and food service activities,6583
901,6/30/00,Accommodation and food service activities,6478
902,9/30/00,Accommodation and food service activities,6458
903,12/31/00,Accommodation and food service activities,6386
904,3/31/01,Accommodation and food service activities,6433
905,6/30/01,Accommodation and food service activities,6699
906,9/30/01,Accommodation and food service activities,6783
907,12/31/01,Accommodation and food service activities,6923
908,3/31/02,Accommodation and food service activities,6816
909,6/30/02,Accommodation and food service activities,7069
910,9/30/02,Accommodation and food service activities,7351
911,12/31/02,Accommodation and food service activities,7506
912,3/31/03,Accommodation and food service activities,7543
913,6/30/03,Accommodation and food service activities,7619
914,9/30/03,Accommodation and food service activities,7752
915,12/31/03,Accommodation and food service activities,7642
916,3/31/04,Accommodation and food service activities,8008
917,6/30/04,Accommodation and food service activities,8117
918,9/30/04,Accommodation and food service activities,8203
919,12/31/04,Accommodation and food service activities,8446
920,3/31/05,Accommodation and food service activities,8663
921,6/30/05,Accommodation and food service activities,8770
922,9/30/05,Accommodation and food service activities,8856
923,12/31/05,Accommodation and food service activities,9058
924,3/31/06,Accommodation and food service activities,9029
925,6/30/06,Accommodation and food service activities,9073
926,9/30/06,Accommodation and food service activities,9004
927,12/31/06,Accommodation and food service activities,8888
928,3/31/07,Accommodation and food service activities,9170
929,6/30/07,Accommodation and food service activities,9367
930,9/30/07,Accommodation and food service activities,9463
931,12/31/07,Accommodation and food service activities,9584
932,3/31/08,Accommodation and food service activities,9749
933,6/30/08,Accommodation and food service activities,9450
934,9/30/08,Accommodation and food service activities,9340
935,12/31/08,Accommodation and food service activities,9020
936,3/31/09,Accommodation and food service activities,8743
937,6/30/09,Accommodation and food service activities,8711
938,9/30/09,Accommodation and food service activities,8333
939,12/31/09,Accommodation and food service activities,8574
940,3/31/10,Accommodation and food service activities,8959
941,6/30/10,Accommodation and food service activities,9242
942,9/30/10,Accommodation and food service activities,9435
943,12/31/10,Accommodation and food service activities,9277
944,3/31/11,Accommodation and food service activities,9696
945,6/30/11,Accommodation and food service activities,9987
946,9/30/11,Accommodation and food service activities,10017
947,12/31/11,Accommodation and food service activities,9977
948,3/31/12,Accommodation and food service activities,10056
949,6/30/12,Accommodation and food service activities,10123
950,9/30/12,Accommodation and food service activities,10440
951,12/31/12,Accommodation and food service activities,10637
952,3/31/13,Accommodation and food service activities,10799
953,6/30/13,Accommodation and food service activities,10795
954,9/30/13,Accommodation and food service activities,10985
955,12/31/13,Accommodation and food service activities,10887
956,3/31/14,Accommodation and food service activities,10849
957,6/30/14,Accommodation and food service activities,11606
958,9/30/14,Accommodation and food service activities,11582
959,12/31/14,Accommodation and food service activities,11659
960,3/31/15,Accommodation and food service activities,11863
961,6/30/15,Accommodation and food service activities,11896
962,9/30/15,Accommodation and food service activities,11874
963,12/31/15,Accommodation and food service activities,12167
964,3/31/16,Accommodation and food service activities,12499
965,6/30/16,Accommodation and food service activities,12826
966,9/30/16,Accommodation and food service activities,13004
967,12/31/16,Accommodation and food service activities,13295
968,3/31/17,Accommodation and food service activities,13719
969,6/30/17,Accommodation and food service activities,13862
970,9/30/17,Accommodation and food service activities,14000
971,12/31/17,Accommodation and food service activities,13423
972,3/31/18,Accommodation and food service activities,13566
973,6/30/18,Accommodation and food service activities,14238
974,9/30/18,Accommodation and food service activities,14510
975,12/31/18,Accommodation and food service activities,14948
976,3/31/19,Accommodation and food service activities,14896
977,6/30/19,Accommodation and food service activities,14535
978,9/30/19,Accommodation and food service activities,15016
979,12/31/19,Accommodation and food service activities,15548
980,3/31/20,Accommodation and food service activities,14748
981,6/30/20,Accommodation and food service activities,2382
982,9/30/20,Accommodation and food service activities,12185
983,12/31/20,Accommodation and food service activities,8444
984,3/31/21,Accommodation and food service activities,6827
985,6/30/21,Accommodation and food service activities,12809
986,9/30/21,Accommodation and food service activities,16431
987,12/31/21,Accommodation and food service activities,15388
988,3/31/22,Accommodation and food service activities,16137
989,6/30/22,Accommodation and food service activities,16791
990,9/30/22,Accommodation and food service activities,16420
991,12/31/22,Accommodation and food service activities,16312
992,3/31/23,Accommodation and food service activities,16560
993,6/30/23,Accommodation and food service activities,16722
994,9/30/23,Accommodation and food service activities,16595
995,12/31/23,Accommodation and food service activities,16929
996,3/31/24,Accommodation and food service activities,17335
997,6/30/24,Accommodation and food service activities,17640
998,9/30/24,Accommodation and food service activities,17811
999,3/31/97,Information and communication,11242
1000,6/30/97,Information and communication,10949
1001,9/30/97,Information and communication,10910
1002,12/31/97,Information and communication,11800
1003,3/31/98,Information and communication,11602
1004,6/30/98,Information and communication,12467
1005,9/30/98,Information and communication,13034
1006,12/31/98,Information and communication,13519
1007,3/31/99,Information and communication,13219
1008,6/30/99,Information and communication,13104
1009,9/30/99,Information and communication,13703
1010,12/31/99,Information and communication,13883
1011,3/31/00,Information and communication,14182
1012,6/30/00,Information and communication,14991
1013,9/30/00,Information and communication,15423
1014,12/31/00,Information and communication,15480
1015,3/31/01,Information and communication,15778
1016,6/30/01,Information and communication,15642
1017,9/30/01,Information and communication,15285
1018,12/31/01,Information and communication,15695
1019,3/31/02,Information and communication,16127
1020,6/30/02,Information and communication,16142
1021,9/30/02,Information and communication,16401
1022,12/31/02,Information and communication,16882
1023,3/31/03,Information and communication,17419
1024,6/30/03,Information and communication,17898
1025,9/30/03,Information and communication,17700
1026,12/31/03,Information and communication,18347
1027,3/31/04,Information and communication,18141
1028,6/30/04,Information and communication,18512
1029,9/30/04,Information and communication,19045
1030,12/31/04,Information and communication,19037
1031,3/31/05,Information and communication,19118
1032,6/30/05,Information and communication,19279
1033,9/30/05,Information and communication,19917
1034,12/31/05,Information and communication,20159
1035,3/31/06,Information and communication,19757
1036,6/30/06,Information and communication,19327
1037,9/30/06,Information and communication,19585
1038,12/31/06,Information and communication,19943
1039,3/31/07,Information and communication,20783
1040,6/30/07,Information and communication,21727
1041,9/30/07,Information and communication,22222
1042,12/31/07,Information and communication,21908
1043,3/31/08,Information and communication,22215
1044,6/30/08,Information and communication,22492
1045,9/30/08,Information and communication,22400
1046,12/31/08,Information and communication,22615
1047,3/31/09,Information and communication,22187
1048,6/30/09,Information and communication,21850
1049,9/30/09,Information and communication,21760
1050,12/31/09,Information and communication,22219
1051,3/31/10,Information and communication,22308
1052,6/30/10,Information and communication,21997
1053,9/30/10,Information and communication,22352
1054,12/31/10,Information and communication,22630
1055,3/31/11,Information and communication,22936
1056,6/30/11,Information and communication,23390
1057,9/30/11,Information and communication,24083
1058,12/31/11,Information and communication,24069
1059,3/31/12,Information and communication,25001
1060,6/30/12,Information and communication,23691
1061,9/30/12,Information and communication,23727
1062,12/31/12,Information and communication,24007
1063,3/31/13,Information and communication,24386
1064,6/30/13,Information and communication,24254
1065,9/30/13,Information and communication,24487
1066,12/31/13,Information and communication,24906
1067,3/31/14,Information and communication,25036
1068,6/30/14,Information and communication,25781
1069,9/30/14,Information and communication,25999
1070,12/31/14,Information and communication,26056
1071,3/31/15,Information and communication,26189
1072,6/30/15,Information and communication,26128
1073,9/30/15,Information and communication,26469
1074,12/31/15,Information and communication,26896
1075,3/31/16,Information and communication,27525
1076,6/30/16,Information and communication,28493
1077,9/30/16,Information and communication,29334
1078,12/31/16,Information and communication,29376
1079,3/31/17,Information and communication,29008
1080,6/30/17,Information and communication,29286
1081,9/30/17,Information and communication,29035
1082,12/31/17,Information and communication,29263
1083,3/31/18,Information and communication,29324
1084,6/30/18,Information and communication,29644
1085,9/30/18,Information and communication,30170
1086,12/31/18,Information and communication,30569
1087,3/31/19,Information and communication,30598
1088,6/30/19,Information and communication,31108
1089,9/30/19,Information and communication,31563
1090,12/31/19,Information and communication,31816
1091,3/31/20,Information and communication,32046
1092,6/30/20,Information and communication,29869
1093,9/30/20,Information and communication,31615
1094,12/31/20,Information and communication,31950
1095,3/31/21,Information and communication,31731
1096,6/30/21,Information and communication,32890
1097,9/30/21,Information and communication,33268
1098,12/31/21,Information and communication,34130
1099,3/31/22,Information and communication,35396
1100,6/30/22,Information and communication,34886
1101,9/30/22,Information and communication,34701
1102,12/31/22,Information and communication,34386
1103,3/31/23,Information and communication,34820
1104,6/30/23,Information and communication,35414
1105,9/30/23,Information and communication,34775
1106,12/31/23,Information and communication,34686
1107,3/31/24,Information and communication,35298
1108,6/30/24,Information and communication,36616
1109,9/30/24,Information and communication,36665
1110,3/31/97,Financial and insurance activities,15626
1111,6/30/97,Financial and insurance activities,15460
1112,9/30/97,Financial and insurance activities,15659
1113,12/31/97,Financial and insurance activities,14649
1114,3/31/98,Financial and insurance activities,17335
1115,6/30/98,Financial and insurance activities,16160
1116,9/30/98,Financial and insurance activities,15077
1117,12/31/98,Financial and insurance activities,14269
1118,3/31/99,Financial and insurance activities,15444
1119,6/30/99,Financial and insurance activities,15654
1120,9/30/99,Financial and insurance activities,15382
1121,12/31/99,Financial and insurance activities,17291
1122,3/31/00,Financial and insurance activities,16870
1123,6/30/00,Financial and insurance activities,16372
1124,9/30/00,Financial and insurance activities,16150
1125,12/31/00,Financial and insurance activities,15927
1126,3/31/01,Financial and insurance activities,17311
1127,6/30/01,Financial and insurance activities,16564
1128,9/30/01,Financial and insurance activities,17077
1129,12/31/01,Financial and insurance activities,15727
1130,3/31/02,Financial and insurance activities,17065
1131,6/30/02,Financial and insurance activities,17187
1132,9/30/02,Financial and insurance activities,17435
1133,12/31/02,Financial and insurance activities,18590
1134,3/31/03,Financial and insurance activities,17915
1135,6/30/03,Financial and insurance activities,18607
1136,9/30/03,Financial and insurance activities,20049
1137,12/31/03,Financial and insurance activities,20273
1138,3/31/04,Financial and insurance activities,19469
1139,6/30/04,Financial and insurance activities,20863
1140,9/30/04,Financial and insurance activities,23021
1141,12/31/04,Financial and insurance activities,24900
1142,3/31/05,Financial and insurance activities,25104
1143,6/30/05,Financial and insurance activities,24672
1144,9/30/05,Financial and insurance activities,25098
1145,12/31/05,Financial and insurance activities,26893
1146,3/31/06,Financial and insurance activities,27442
1147,6/30/06,Financial and insurance activities,27200
1148,9/30/06,Financial and insurance activities,27708
1149,12/31/06,Financial and insurance activities,31923
1150,3/31/07,Financial and insurance activities,29824
1151,6/30/07,Financial and insurance activities,32317
1152,9/30/07,Financial and insurance activities,32983
1153,12/31/07,Financial and insurance activities,29635
1154,3/31/08,Financial and insurance activities,29389
1155,6/30/08,Financial and insurance activities,30516
1156,9/30/08,Financial and insurance activities,30545
1157,12/31/08,Financial and insurance activities,29809
1158,3/31/09,Financial and insurance activities,32774
1159,6/30/09,Financial and insurance activities,33734
1160,9/30/09,Financial and insurance activities,35523
1161,12/31/09,Financial and insurance activities,34814
1162,3/31/10,Financial and insurance activities,34030
1163,6/30/10,Financial and insurance activities,34379
1164,9/30/10,Financial and insurance activities,35148
1165,12/31/10,Financial and insurance activities,35525
1166,3/31/11,Financial and insurance activities,35024
1167,6/30/11,Financial and insurance activities,33778
1168,9/30/11,Financial and insurance activities,34534
1169,12/31/11,Financial and insurance activities,34368
1170,3/31/12,Financial and insurance activities,34050
1171,6/30/12,Financial and insurance activities,34234
1172,9/30/12,Financial and insurance activities,34614
1173,12/31/12,Financial and insurance activities,34089
1174,3/31/13,Financial and insurance activities,35370
1175,6/30/13,Financial and insurance activities,35801
1176,9/30/13,Financial and insurance activities,35388
1177,12/31/13,Financial and insurance activities,34901
1178,3/31/14,Financial and insurance activities,35345
1179,6/30/14,Financial and insurance activities,36495
1180,9/30/14,Financial and insurance activities,37232
1181,12/31/14,Financial and insurance activities,37007
1182,3/31/15,Financial and insurance activities,36263
1183,6/30/15,Financial and insurance activities,34609
1184,9/30/15,Financial and insurance activities,34057
1185,12/31/15,Financial and insurance activities,35114
1186,3/31/16,Financial and insurance activities,36179
1187,6/30/16,Financial and insurance activities,36399
1188,9/30/16,Financial and insurance activities,39525
1189,12/31/16,Financial and insurance activities,40886
1190,3/31/17,Financial and insurance activities,40367
1191,6/30/17,Financial and insurance activities,41029
1192,9/30/17,Financial and insurance activities,41615
1193,12/31/17,Financial and insurance activities,41898
1194,3/31/18,Financial and insurance activities,41530
1195,6/30/18,Financial and insurance activities,41372
1196,9/30/18,Financial and insurance activities,40138
1197,12/31/18,Financial and insurance activities,39989
1198,3/31/19,Financial and insurance activities,40069
1199,6/30/19,Financial and insurance activities,40650
1200,9/30/19,Financial and insurance activities,41123
1201,12/31/19,Financial and insurance activities,41670
1202,3/31/20,Financial and insurance activities,41316
1203,6/30/20,Financial and insurance activities,39753
1204,9/30/20,Financial and insurance activities,41245
1205,12/31/20,Financial and insurance activities,44304
1206,3/31/21,Financial and insurance activities,45545
1207,6/30/21,Financial and insurance activities,45825
1208,9/30/21,Financial and insurance activities,44910
1209,12/31/21,Financial and insurance activities,48291
1210,3/31/22,Financial and insurance activities,48009
1211,6/30/22,Financial and insurance activities,49340
1212,9/30/22,Financial and insurance activities,50583
1213,12/31/22,Financial and insurance activities,52365
1214,3/31/23,Financial and insurance activities,53485
1215,6/30/23,Financial and insurance activities,52037
1216,9/30/23,Financial and insurance activities,51135
1217,12/31/23,Financial and insurance activities,51511
1218,3/31/24,Financial and insurance activities,51630
1219,6/30/24,Financial and insurance activities,52484
1220,9/30/24,Financial and insurance activities,52806
1221,3/31/97,Real estate activties,32298
1222,6/30/97,Real estate activties,31615
1223,9/30/97,Real estate activties,30924
1224,12/31/97,Real estate activties,30735
1225,3/31/98,Real estate activties,31438
1226,6/30/98,Real estate activties,32126
1227,9/30/98,Real estate activties,32587
1228,12/31/98,Real estate activties,33286
1229,3/31/99,Real estate activties,33604
1230,6/30/99,Real estate activties,33194
1231,9/30/99,Real estate activties,34323
1232,12/31/99,Real estate activties,34647
1233,3/31/00,Real estate activties,34711
1234,6/30/00,Real estate activties,34975
1235,9/30/00,Real estate activties,35342
1236,12/31/00,Real estate activties,35628
1237,3/31/01,Real estate activties,35724
1238,6/30/01,Real estate activties,35939
1239,9/30/01,Real estate activties,36181
1240,12/31/01,Real estate activties,36445
1241,3/31/02,Real estate activties,36647
1242,6/30/02,Real estate activties,36653
1243,9/30/02,Real estate activties,36311
1244,12/31/02,Real estate activties,36910
1245,3/31/03,Real estate activties,37332
1246,6/30/03,Real estate activties,37865
1247,9/30/03,Real estate activties,38042
1248,12/31/03,Real estate activties,38362
1249,3/31/04,Real estate activties,38399
1250,6/30/04,Real estate activties,39110
1251,9/30/04,Real estate activties,38830
1252,12/31/04,Real estate activties,38550
1253,3/31/05,Real estate activties,39196
1254,6/30/05,Real estate activties,39637
1255,9/30/05,Real estate activties,40875
1256,12/31/05,Real estate activties,41550
1257,3/31/06,Real estate activties,41919
1258,6/30/06,Real estate activties,42632
1259,9/30/06,Real estate activties,42709
1260,12/31/06,Real estate activties,42530
1261,3/31/07,Real estate activties,42737
1262,6/30/07,Real estate activties,43350
1263,9/30/07,Real estate activties,44171
1264,12/31/07,Real estate activties,45866
1265,3/31/08,Real estate activties,47328
1266,6/30/08,Real estate activties,48080
1267,9/30/08,Real estate activties,47687
1268,12/31/08,Real estate activties,46361
1269,3/31/09,Real estate activties,45129
1270,6/30/09,Real estate activties,43440
1271,9/30/09,Real estate activties,42099
1272,12/31/09,Real estate activties,41221
1273,3/31/10,Real estate activties,41002
1274,6/30/10,Real estate activties,41731
1275,9/30/10,Real estate activties,42497
1276,12/31/10,Real estate activties,43163
1277,3/31/11,Real estate activties,43362
1278,6/30/11,Real estate activties,43769
1279,9/30/11,Real estate activties,44639
1280,12/31/11,Real estate activties,45693
1281,3/31/12,Real estate activties,47192
1282,6/30/12,Real estate activties,48198
1283,9/30/12,Real estate activties,49242
1284,12/31/12,Real estate activties,49425
1285,3/31/13,Real estate activties,48767
1286,6/30/13,Real estate activties,49223
1287,9/30/13,Real estate activties,50215
1288,12/31/13,Real estate activties,51217
1289,3/31/14,Real estate activties,52359
1290,6/30/14,Real estate activties,53385
1291,9/30/14,Real estate activties,54239
1292,12/31/14,Real estate activties,54701
1293,3/31/15,Real estate activties,55430
1294,6/30/15,Real estate activties,56591
1295,9/30/15,Real estate activties,57856
1296,12/31/15,Real estate activties,58744
1297,3/31/16,Real estate activties,59782
1298,6/30/16,Real estate activties,60335
1299,9/30/16,Real estate activties,60309
1300,12/31/16,Real estate activties,60549
1301,3/31/17,Real estate activties,60138
1302,6/30/17,Real estate activties,60352
1303,9/30/17,Real estate activties,61079
1304,12/31/17,Real estate activties,62159
1305,3/31/18,Real estate activties,63179
1306,6/30/18,Real estate activties,63814
1307,9/30/18,Real estate activties,64934
1308,12/31/18,Real estate activties,65453
1309,3/31/19,Real estate activties,65525
1310,6/30/19,Real estate activties,65700
1311,9/30/19,Real estate activties,65603
1312,12/31/19,Real estate activties,65434
1313,3/31/20,Real estate activties,65313
1314,6/30/20,Real estate activties,63681
1315,9/30/20,Real estate activties,63995
1316,12/31/20,Real estate activties,64266
1317,3/31/21,Real estate activties,65348
1318,6/30/21,Real estate activties,65846
1319,9/30/21,Real estate activties,66907
1320,12/31/21,Real estate activties,68532
1321,3/31/22,Real estate activties,70609
1322,6/30/22,Real estate activties,72760
1323,9/30/22,Real estate activties,74279
1324,12/31/22,Real estate activties,75220
1325,3/31/23,Real estate activties,76032
1326,6/30/23,Real estate activties,76869
1327,9/30/23,Real estate activties,77731
1328,12/31/23,Real estate activties,79108
1329,3/31/24,Real estate activties,80541
1330,6/30/24,Real estate activties,82159
1331,9/30/24,Real estate activties,83703
1332,3/31/97,"Professional, scientific and technical activties",11210
1333,6/30/97,"Professional, scientific and technical activties",10990
1334,9/30/97,"Professional, scientific and technical activties",11340
1335,12/31/97,"Professional, scientific and technical activties",11617
1336,3/31/98,"Professional, scientific and technical activties",11480
1337,6/30/98,"Professional, scientific and technical activties",12243
1338,9/30/98,"Professional, scientific and technical activties",12638
1339,12/31/98,"Professional, scientific and technical activties",13130
1340,3/31/99,"Professional, scientific and technical activties",13047
1341,6/30/99,"Professional, scientific and technical activties",13068
1342,9/30/99,"Professional, scientific and technical activties",13260
1343,12/31/99,"Professional, scientific and technical activties",13957
1344,3/31/00,"Professional, scientific and technical activties",13699
1345,6/30/00,"Professional, scientific and technical activties",14367
1346,9/30/00,"Professional, scientific and technical activties",14701
1347,12/31/00,"Professional, scientific and technical activties",14818
1348,3/31/01,"Professional, scientific and technical activties",14823
1349,6/30/01,"Professional, scientific and technical activties",15269
1350,9/30/01,"Professional, scientific and technical activties",15613
1351,12/31/01,"Professional, scientific and technical activties",16016
1352,3/31/02,"Professional, scientific and technical activties",16048
1353,6/30/02,"Professional, scientific and technical activties",16889
1354,9/30/02,"Professional, scientific and technical activties",16941
1355,12/31/02,"Professional, scientific and technical activties",16683
1356,3/31/03,"Professional, scientific and technical activties",17469
1357,6/30/03,"Professional, scientific and technical activties",17356
1358,9/30/03,"Professional, scientific and technical activties",18052
1359,12/31/03,"Professional, scientific and technical activties",19244
1360,3/31/04,"Professional, scientific and technical activties",18839
1361,6/30/04,"Professional, scientific and technical activties",19358
1362,9/30/04,"Professional, scientific and technical activties",19689
1363,12/31/04,"Professional, scientific and technical activties",19764
1364,3/31/05,"Professional, scientific and technical activties",20068
1365,6/30/05,"Professional, scientific and technical activties",19874
1366,9/30/05,"Professional, scientific and technical activties",20312
1367,12/31/05,"Professional, scientific and technical activties",21262
1368,3/31/06,"Professional, scientific and technical activties",21531
1369,6/30/06,"Professional, scientific and technical activties",22071
1370,9/30/06,"Professional, scientific and technical activties",22406
1371,12/31/06,"Professional, scientific and technical activties",22519
1372,3/31/07,"Professional, scientific and technical activties",22955
1373,6/30/07,"Professional, scientific and technical activties",23259
1374,9/30/07,"Professional, scientific and technical activties",23644
1375,12/31/07,"Professional, scientific and technical activties",23792
1376,3/31/08,"Professional, scientific and technical activties",24095
1377,6/30/08,"Professional, scientific and technical activties",24122
1378,9/30/08,"Professional, scientific and technical activties",24125
1379,12/31/08,"Professional, scientific and technical activties",24420
1380,3/31/09,"Professional, scientific and technical activties",24101
1381,6/30/09,"Professional, scientific and technical activties",24335
1382,9/30/09,"Professional, scientific and technical activties",24428
1383,12/31/09,"Professional, scientific and technical activties",24110
1384,3/31/10,"Professional, scientific and technical activties",24850
1385,6/30/10,"Professional, scientific and technical activties",25531
1386,9/30/10,"Professional, scientific and technical activties",25850
1387,12/31/10,"Professional, scientific and technical activties",25549
1388,3/31/11,"Professional, scientific and technical activties",26041
1389,6/30/11,"Professional, scientific and technical activties",25925
1390,9/30/11,"Professional, scientific and technical activties",25866
1391,12/31/11,"Professional, scientific and technical activties",25821
1392,3/31/12,"Professional, scientific and technical activties",26451
1393,6/30/12,"Professional, scientific and technical activties",26002
1394,9/30/12,"Professional, scientific and technical activties",26734
1395,12/31/12,"Professional, scientific and technical activties",27288
1396,3/31/13,"Professional, scientific and technical activties",28024
1397,6/30/13,"Professional, scientific and technical activties",28097
1398,9/30/13,"Professional, scientific and technical activties",29093
1399,12/31/13,"Professional, scientific and technical activties",29066
1400,3/31/14,"Professional, scientific and technical activties",29427
1401,6/30/14,"Professional, scientific and technical activties",29600
1402,9/30/14,"Professional, scientific and technical activties",30350
1403,12/31/14,"Professional, scientific and technical activties",31085
1404,3/31/15,"Professional, scientific and technical activties",31466
1405,6/30/15,"Professional, scientific and technical activties",32182
1406,9/30/15,"Professional, scientific and technical activties",32333
1407,12/31/15,"Professional, scientific and technical activties",32380
1408,3/31/16,"Professional, scientific and technical activties",32492
1409,6/30/16,"Professional, scientific and technical activties",33658
1410,9/30/16,"Professional, scientific and technical activties",33488
1411,12/31/16,"Professional, scientific and technical activties",33982
1412,3/31/17,"Professional, scientific and technical activties",34402
1413,6/30/17,"Professional, scientific and technical activties",34813
1414,9/30/17,"Professional, scientific and technical activties",35242
1415,12/31/17,"Professional, scientific and technical activties",35466
1416,3/31/18,"Professional, scientific and technical activties",35479
1417,6/30/18,"Professional, scientific and technical activties",35975
1418,9/30/18,"Professional, scientific and technical activties",36144
1419,12/31/18,"Professional, scientific and technical activties",36437
1420,3/31/19,"Professional, scientific and technical activties",36578
1421,6/30/19,"Professional, scientific and technical activties",37155
1422,9/30/19,"Professional, scientific and technical activties",38179
1423,12/31/19,"Professional, scientific and technical activties",38398
1424,3/31/20,"Professional, scientific and technical activties",38659
1425,6/30/20,"Professional, scientific and technical activties",33301
1426,9/30/20,"Professional, scientific and technical activties",36639
1427,12/31/20,"Professional, scientific and technical activties",38736
1428,3/31/21,"Professional, scientific and technical activties",39293
1429,6/30/21,"Professional, scientific and technical activties",40822
1430,9/30/21,"Professional, scientific and technical activties",42360
1431,12/31/21,"Professional, scientific and technical activties",43172
1432,3/31/22,"Professional, scientific and technical activties",44610
1433,6/30/22,"Professional, scientific and technical activties",46803
1434,9/30/22,"Professional, scientific and technical activties",47971
1435,12/31/22,"Professional, scientific and technical activties",48690
1436,3/31/23,"Professional, scientific and technical activties",48824
1437,6/30/23,"Professional, scientific and technical activties",48856
1438,9/30/23,"Professional, scientific and technical activties",49608
1439,12/31/23,"Professional, scientific and technical activties",49346
1440,3/31/24,"Professional, scientific and technical activties",50686
1441,6/30/24,"Professional, scientific and technical activties",52291
1442,9/30/24,"Professional, scientific and technical activties",52739
1443,3/31/97,Administrative and support service activities,8160
1444,6/30/97,Administrative and support service activities,7939
1445,9/30/97,Administrative and support service activities,8220
1446,12/31/97,Administrative and support service activities,8262
1447,3/31/98,Administrative and support service activities,8003
1448,6/30/98,Administrative and support service activities,8551
1449,9/30/98,Administrative and support service activities,8704
1450,12/31/98,Administrative and support service activities,8929
1451,3/31/99,Administrative and support service activities,8822
1452,6/30/99,Administrative and support service activities,8660
1453,9/30/99,Administrative and support service activities,8748
1454,12/31/99,Administrative and support service activities,9122
1455,3/31/00,Administrative and support service activities,8983
1456,6/30/00,Administrative and support service activities,9207
1457,9/30/00,Administrative and support service activities,9480
1458,12/31/00,Administrative and support service activities,9962
1459,3/31/01,Administrative and support service activities,10030
1460,6/30/01,Administrative and support service activities,10472
1461,9/30/01,Administrative and support service activities,10542
1462,12/31/01,Administrative and support service activities,10395
1463,3/31/02,Administrative and support service activities,10484
1464,6/30/02,Administrative and support service activities,11029
1465,9/30/02,Administrative and support service activities,11027
1466,12/31/02,Administrative and support service activities,11225
1467,3/31/03,Administrative and support service activities,11349
1468,6/30/03,Administrative and support service activities,11234
1469,9/30/03,Administrative and support service activities,11548
1470,12/31/03,Administrative and support service activities,11698
1471,3/31/04,Administrative and support service activities,11549
1472,6/30/04,Administrative and support service activities,11996
1473,9/30/04,Administrative and support service activities,11911
1474,12/31/04,Administrative and support service activities,12102
1475,3/31/05,Administrative and support service activities,11989
1476,6/30/05,Administrative and support service activities,12176
1477,9/30/05,Administrative and support service activities,12672
1478,12/31/05,Administrative and support service activities,13260
1479,3/31/06,Administrative and support service activities,12898
1480,6/30/06,Administrative and support service activities,12889
1481,9/30/06,Administrative and support service activities,12882
1482,12/31/06,Administrative and support service activities,13221
1483,3/31/07,Administrative and support service activities,14037
1484,6/30/07,Administrative and support service activities,14043
1485,9/30/07,Administrative and support service activities,14223
1486,12/31/07,Administrative and support service activities,14235
1487,3/31/08,Administrative and support service activities,14848
1488,6/30/08,Administrative and support service activities,14805
1489,9/30/08,Administrative and support service activities,14738
1490,12/31/08,Administrative and support service activities,14579
1491,3/31/09,Administrative and support service activities,14046
1492,6/30/09,Administrative and support service activities,14474
1493,9/30/09,Administrative and support service activities,14316
1494,12/31/09,Administrative and support service activities,14354
1495,3/31/10,Administrative and support service activities,15141
1496,6/30/10,Administrative and support service activities,14948
1497,9/30/10,Administrative and support service activities,14771
1498,12/31/10,Administrative and support service activities,14536
1499,3/31/11,Administrative and support service activities,15339
1500,6/30/11,Administrative and support service activities,15452
1501,9/30/11,Administrative and support service activities,15534
1502,12/31/11,Administrative and support service activities,15497
1503,3/31/12,Administrative and support service activities,15953
1504,6/30/12,Administrative and support service activities,15723
1505,9/30/12,Administrative and support service activities,16626
1506,12/31/12,Administrative and support service activities,17456
1507,3/31/13,Administrative and support service activities,17429
1508,6/30/13,Administrative and support service activities,18056
1509,9/30/13,Administrative and support service activities,18580
1510,12/31/13,Administrative and support service activities,19316
1511,3/31/14,Administrative and support service activities,19437
1512,6/30/14,Administrative and support service activities,19772
1513,9/30/14,Administrative and support service activities,20091
1514,12/31/14,Administrative and support service activities,20498
1515,3/31/15,Administrative and support service activities,21014
1516,6/30/15,Administrative and support service activities,21333
1517,9/30/15,Administrative and support service activities,21804
1518,12/31/15,Administrative and support service activities,21537
1519,3/31/16,Administrative and support service activities,22186
1520,6/30/16,Administrative and support service activities,22330
1521,9/30/16,Administrative and support service activities,22336
1522,12/31/16,Administrative and support service activities,22682
1523,3/31/17,Administrative and support service activities,23275
1524,6/30/17,Administrative and support service activities,23520
1525,9/30/17,Administrative and support service activities,23808
1526,12/31/17,Administrative and support service activities,23818
1527,3/31/18,Administrative and support service activities,23800
1528,6/30/18,Administrative and support service activities,24670
1529,9/30/18,Administrative and support service activities,25102
1530,12/31/18,Administrative and support service activities,25338
1531,3/31/19,Administrative and support service activities,25685
1532,6/30/19,Administrative and support service activities,25575
1533,9/30/19,Administrative and support service activities,25873
1534,12/31/19,Administrative and support service activities,25915
1535,3/31/20,Administrative and support service activities,25612
1536,6/30/20,Administrative and support service activities,18672
1537,9/30/20,Administrative and support service activities,21859
1538,12/31/20,Administrative and support service activities,22924
1539,3/31/21,Administrative and support service activities,22605
1540,6/30/21,Administrative and support service activities,23657
1541,9/30/21,Administrative and support service activities,24827
1542,12/31/21,Administrative and support service activities,26711
1543,3/31/22,Administrative and support service activities,27095
1544,6/30/22,Administrative and support service activities,28054
1545,9/30/22,Administrative and support service activities,28579
1546,12/31/22,Administrative and support service activities,29399
1547,3/31/23,Administrative and support service activities,30546
1548,6/30/23,Administrative and support service activities,31415
1549,9/30/23,Administrative and support service activities,31429
