,date,sector,GVA
1550,12/31/23,Administrative and support service activities,31722
1551,3/31/24,Administrative and support service activities,32574
1552,6/30/24,Administrative and support service activities,33109
1553,9/30/24,Administrative and support service activities,32937
1554,3/31/97,Public administation and defence; compulsory social security,11661
1555,6/30/97,Public administation and defence; compulsory social security,10866
1556,9/30/97,Public administation and defence; compulsory social security,10879
1557,12/31/97,Public administation and defence; compulsory social security,11550
1558,3/31/98,Public administation and defence; compulsory social security,10928
1559,6/30/98,Public administation and defence; compulsory social security,11273
1560,9/30/98,Public administation and defence; compulsory social security,11632
1561,12/31/98,Public administation and defence; compulsory social security,11527
1562,3/31/99,Public administation and defence; compulsory social security,11580
1563,6/30/99,Public administation and defence; compulsory social security,12097
1564,9/30/99,Public administation and defence; compulsory social security,11940
1565,12/31/99,Public administation and defence; compulsory social security,11926
1566,3/31/00,Public administation and defence; compulsory social security,12001
1567,6/30/00,Public administation and defence; compulsory social security,12306
1568,9/30/00,Public administation and defence; compulsory social security,12638
1569,12/31/00,Public administation and defence; compulsory social security,12624
1570,3/31/01,Public administation and defence; compulsory social security,13360
1571,6/30/01,Public administation and defence; compulsory social security,12772
1572,9/30/01,Public administation and defence; compulsory social security,13115
1573,12/31/01,Public administation and defence; compulsory social security,13239
1574,3/31/02,Public administation and defence; compulsory social security,12848
1575,6/30/02,Public administation and defence; compulsory social security,13553
1576,9/30/02,Public administation and defence; compulsory social security,13762
1577,12/31/02,Public administation and defence; compulsory social security,14586
1578,3/31/03,Public administation and defence; compulsory social security,13897
1579,6/30/03,Public administation and defence; compulsory social security,14885
1580,9/30/03,Public administation and defence; compulsory social security,15317
1581,12/31/03,Public administation and defence; compulsory social security,15587
1582,3/31/04,Public administation and defence; compulsory social security,15622
1583,6/30/04,Public administation and defence; compulsory social security,15698
1584,9/30/04,Public administation and defence; compulsory social security,15830
1585,12/31/04,Public administation and defence; compulsory social security,15982
1586,3/31/05,Public administation and defence; compulsory social security,16007
1587,6/30/05,Public administation and defence; compulsory social security,17065
1588,9/30/05,Public administation and defence; compulsory social security,17281
1589,12/31/05,Public administation and defence; compulsory social security,18012
1590,3/31/06,Public administation and defence; compulsory social security,17695
1591,6/30/06,Public administation and defence; compulsory social security,17649
1592,9/30/06,Public administation and defence; compulsory social security,17759
1593,12/31/06,Public administation and defence; compulsory social security,17895
1594,3/31/07,Public administation and defence; compulsory social security,18187
1595,6/30/07,Public administation and defence; compulsory social security,17930
1596,9/30/07,Public administation and defence; compulsory social security,18238
1597,12/31/07,Public administation and defence; compulsory social security,18506
1598,3/31/08,Public administation and defence; compulsory social security,18172
1599,6/30/08,Public administation and defence; compulsory social security,18790
1600,9/30/08,Public administation and defence; compulsory social security,19590
1601,12/31/08,Public administation and defence; compulsory social security,19465
1602,3/31/09,Public administation and defence; compulsory social security,19661
1603,6/30/09,Public administation and defence; compulsory social security,19870
1604,9/30/09,Public administation and defence; compulsory social security,20322
1605,12/31/09,Public administation and defence; compulsory social security,20630
1606,3/31/10,Public administation and defence; compulsory social security,20066
1607,6/30/10,Public administation and defence; compulsory social security,20675
1608,9/30/10,Public administation and defence; compulsory social security,20343
1609,12/31/10,Public administation and defence; compulsory social security,20717
1610,3/31/11,Public administation and defence; compulsory social security,20624
1611,6/30/11,Public administation and defence; compulsory social security,20337
1612,9/30/11,Public administation and defence; compulsory social security,20027
1613,12/31/11,Public administation and defence; compulsory social security,20327
1614,3/31/12,Public administation and defence; compulsory social security,20838
1615,6/30/12,Public administation and defence; compulsory social security,20250
1616,9/30/12,Public administation and defence; compulsory social security,20704
1617,12/31/12,Public administation and defence; compulsory social security,20263
1618,3/31/13,Public administation and defence; compulsory social security,20147
1619,6/30/13,Public administation and defence; compulsory social security,20357
1620,9/30/13,Public administation and defence; compulsory social security,20335
1621,12/31/13,Public administation and defence; compulsory social security,20911
1622,3/31/14,Public administation and defence; compulsory social security,20618
1623,6/30/14,Public administation and defence; compulsory social security,20510
1624,9/30/14,Public administation and defence; compulsory social security,20366
1625,12/31/14,Public administation and defence; compulsory social security,20386
1626,3/31/15,Public administation and defence; compulsory social security,20374
1627,6/30/15,Public administation and defence; compulsory social security,20702
1628,9/30/15,Public administation and defence; compulsory social security,21123
1629,12/31/15,Public administation and defence; compulsory social security,21182
1630,3/31/16,Public administation and defence; compulsory social security,21469
1631,6/30/16,Public administation and defence; compulsory social security,22053
1632,9/30/16,Public administation and defence; compulsory social security,22115
1633,12/31/16,Public administation and defence; compulsory social security,21958
1634,3/31/17,Public administation and defence; compulsory social security,22441
1635,6/30/17,Public administation and defence; compulsory social security,22680
1636,9/30/17,Public administation and defence; compulsory social security,22932
1637,12/31/17,Public administation and defence; compulsory social security,22950
1638,3/31/18,Public administation and defence; compulsory social security,22890
1639,6/30/18,Public administation and defence; compulsory social security,23191
1640,9/30/18,Public administation and defence; compulsory social security,23580
1641,12/31/18,Public administation and defence; compulsory social security,23993
1642,3/31/19,Public administation and defence; compulsory social security,23932
1643,6/30/19,Public administation and defence; compulsory social security,24522
1644,9/30/19,Public administation and defence; compulsory social security,24435
1645,12/31/19,Public administation and defence; compulsory social security,25239
1646,3/31/20,Public administation and defence; compulsory social security,25093
1647,6/30/20,Public administation and defence; compulsory social security,25035
1648,9/30/20,Public administation and defence; compulsory social security,25324
1649,12/31/20,Public administation and defence; compulsory social security,25813
1650,3/31/21,Public administation and defence; compulsory social security,26827
1651,6/30/21,Public administation and defence; compulsory social security,26389
1652,9/30/21,Public administation and defence; compulsory social security,26734
1653,12/31/21,Public administation and defence; compulsory social security,26783
1654,3/31/22,Public administation and defence; compulsory social security,28076
1655,6/30/22,Public administation and defence; compulsory social security,28068
1656,9/30/22,Public administation and defence; compulsory social security,29004
1657,12/31/22,Public administation and defence; compulsory social security,29268
1658,3/31/23,Public administation and defence; compulsory social security,28975
1659,6/30/23,Public administation and defence; compulsory social security,29529
1660,9/30/23,Public administation and defence; compulsory social security,30342
1661,12/31/23,Public administation and defence; compulsory social security,30706
1662,3/31/24,Public administation and defence; compulsory social security,30907
1663,6/30/24,Public administation and defence; compulsory social security,31977
1664,9/30/24,Public administation and defence; compulsory social security,32236
1665,3/31/97,Education,10463
1666,6/30/97,Education,10250
1667,9/30/97,Education,10374
1668,12/31/97,Education,10505
1669,3/31/98,Education,10364
1670,6/30/98,Education,10789
1671,9/30/98,Education,11081
1672,12/31/98,Education,11339
1673,3/31/99,Education,11498
1674,6/30/99,Education,11506
1675,9/30/99,Education,11783
1676,12/31/99,Education,12029
1677,3/31/00,Education,12113
1678,6/30/00,Education,12522
1679,9/30/00,Education,12770
1680,12/31/00,Education,13180
1681,3/31/01,Education,13749
1682,6/30/01,Education,13722
1683,9/30/01,Education,13912
1684,12/31/01,Education,14075
1685,3/31/02,Education,14433
1686,6/30/02,Education,14826
1687,9/30/02,Education,14857
1688,12/31/02,Education,14996
1689,3/31/03,Education,15261
1690,6/30/03,Education,15559
1691,9/30/03,Education,15668
1692,12/31/03,Education,15976
1693,3/31/04,Education,16014
1694,6/30/04,Education,16700
1695,9/30/04,Education,16894
1696,12/31/04,Education,17238
1697,3/31/05,Education,17545
1698,6/30/05,Education,18216
1699,9/30/05,Education,18146
1700,12/31/05,Education,17790
1701,3/31/06,Education,18295
1702,6/30/06,Education,18994
1703,9/30/06,Education,18888
1704,12/31/06,Education,19389
1705,3/31/07,Education,19752
1706,6/30/07,Education,20338
1707,9/30/07,Education,20161
1708,12/31/07,Education,20572
1709,3/31/08,Education,21569
1710,6/30/08,Education,21391
1711,9/30/08,Education,21702
1712,12/31/08,Education,21875
1713,3/31/09,Education,22154
1714,6/30/09,Education,22438
1715,9/30/09,Education,22875
1716,12/31/09,Education,22790
1717,3/31/10,Education,22736
1718,6/30/10,Education,22963
1719,9/30/10,Education,23142
1720,12/31/10,Education,23421
1721,3/31/11,Education,23965
1722,6/30/11,Education,22891
1723,9/30/11,Education,23485
1724,12/31/11,Education,23775
1725,3/31/12,Education,23851
1726,6/30/12,Education,23564
1727,9/30/12,Education,24081
1728,12/31/12,Education,25071
1729,3/31/13,Education,24132
1730,6/30/13,Education,24514
1731,9/30/13,Education,24455
1732,12/31/13,Education,24444
1733,3/31/14,Education,24732
1734,6/30/14,Education,25101
1735,9/30/14,Education,25369
1736,12/31/14,Education,25667
1737,3/31/15,Education,25720
1738,6/30/15,Education,25112
1739,9/30/15,Education,25791
1740,12/31/15,Education,25805
1741,3/31/16,Education,25708
1742,6/30/16,Education,25257
1743,9/30/16,Education,25555
1744,12/31/16,Education,25713
1745,3/31/17,Education,26143
1746,6/30/17,Education,25630
1747,9/30/17,Education,26309
1748,12/31/17,Education,26442
1749,3/31/18,Education,26996
1750,6/30/18,Education,26895
1751,9/30/18,Education,27615
1752,12/31/18,Education,27625
1753,3/31/19,Education,27903
1754,6/30/19,Education,28528
1755,9/30/19,Education,29038
1756,12/31/19,Education,30139
1757,3/31/20,Education,30016
1758,6/30/20,Education,28490
1759,9/30/20,Education,30078
1760,12/31/20,Education,31020
1761,3/31/21,Education,30714
1762,6/30/21,Education,31685
1763,9/30/21,Education,31831
1764,12/31/21,Education,32290
1765,3/31/22,Education,32925
1766,6/30/22,Education,33931
1767,9/30/22,Education,34401
1768,12/31/22,Education,34776
1769,3/31/23,Education,35510
1770,6/30/23,Education,36579
1771,9/30/23,Education,37051
1772,12/31/23,Education,37414
1773,3/31/24,Education,37718
1774,6/30/24,Education,38822
1775,9/30/24,Education,39255
1776,3/31/97,Human health and social work activities,11033
1777,6/30/97,Human health and social work activities,11434
1778,9/30/97,Human health and social work activities,11664
1779,12/31/97,Human health and social work activities,11665
1780,3/31/98,Human health and social work activities,11894
1781,6/30/98,Human health and social work activities,12024
1782,9/30/98,Human health and social work activities,12345
1783,12/31/98,Human health and social work activities,12376
1784,3/31/99,Human health and social work activities,12590
1785,6/30/99,Human health and social work activities,12390
1786,9/30/99,Human health and social work activities,12711
1787,12/31/99,Human health and social work activities,12767
1788,3/31/00,Human health and social work activities,12891
1789,6/30/00,Human health and social work activities,13251
1790,9/30/00,Human health and social work activities,13781
1791,12/31/00,Human health and social work activities,14372
1792,3/31/01,Human health and social work activities,14317
1793,6/30/01,Human health and social work activities,15391
1794,9/30/01,Human health and social work activities,15768
1795,12/31/01,Human health and social work activities,16150
1796,3/31/02,Human health and social work activities,16432
1797,6/30/02,Human health and social work activities,16744
1798,9/30/02,Human health and social work activities,16768
1799,12/31/02,Human health and social work activities,16984
1800,3/31/03,Human health and social work activities,17436
1801,6/30/03,Human health and social work activities,18854
1802,9/30/03,Human health and social work activities,18912
1803,12/31/03,Human health and social work activities,19040
1804,3/31/04,Human health and social work activities,19294
1805,6/30/04,Human health and social work activities,20676
1806,9/30/04,Human health and social work activities,20864
1807,12/31/04,Human health and social work activities,20957
1808,3/31/05,Human health and social work activities,21272
1809,6/30/05,Human health and social work activities,22006
1810,9/30/05,Human health and social work activities,22309
1811,12/31/05,Human health and social work activities,22669
1812,3/31/06,Human health and social work activities,23181
1813,6/30/06,Human health and social work activities,23420
1814,9/30/06,Human health and social work activities,23436
1815,12/31/06,Human health and social work activities,23589
1816,3/31/07,Human health and social work activities,23796
1817,6/30/07,Human health and social work activities,24355
1818,9/30/07,Human health and social work activities,24583
1819,12/31/07,Human health and social work activities,24679
1820,3/31/08,Human health and social work activities,25389
1821,6/30/08,Human health and social work activities,25112
1822,9/30/08,Human health and social work activities,24429
1823,12/31/08,Human health and social work activities,25306
1824,3/31/09,Human health and social work activities,25928
1825,6/30/09,Human health and social work activities,25722
1826,9/30/09,Human health and social work activities,26467
1827,12/31/09,Human health and social work activities,26267
1828,3/31/10,Human health and social work activities,27564
1829,6/30/10,Human health and social work activities,26669
1830,9/30/10,Human health and social work activities,27200
1831,12/31/10,Human health and social work activities,27529
1832,3/31/11,Human health and social work activities,28555
1833,6/30/11,Human health and social work activities,27939
1834,9/30/11,Human health and social work activities,28256
1835,12/31/11,Human health and social work activities,28468
1836,3/31/12,Human health and social work activities,29099
1837,6/30/12,Human health and social work activities,29137
1838,9/30/12,Human health and social work activities,29261
1839,12/31/12,Human health and social work activities,29855
1840,3/31/13,Human health and social work activities,29836
1841,6/30/13,Human health and social work activities,29618
1842,9/30/13,Human health and social work activities,29299
1843,12/31/13,Human health and social work activities,29813
1844,3/31/14,Human health and social work activities,30267
1845,6/30/14,Human health and social work activities,29701
1846,9/30/14,Human health and social work activities,31193
1847,12/31/14,Human health and social work activities,31323
1848,3/31/15,Human health and social work activities,31818
1849,6/30/15,Human health and social work activities,31329
1850,9/30/15,Human health and social work activities,32481
1851,12/31/15,Human health and social work activities,32321
1852,3/31/16,Human health and social work activities,33350
1853,6/30/16,Human health and social work activities,33342
1854,9/30/16,Human health and social work activities,33830
1855,12/31/16,Human health and social work activities,34557
1856,3/31/17,Human health and social work activities,35277
1857,6/30/17,Human health and social work activities,35148
1858,9/30/17,Human health and social work activities,34701
1859,12/31/17,Human health and social work activities,35175
1860,3/31/18,Human health and social work activities,36039
1861,6/30/18,Human health and social work activities,36078
1862,9/30/18,Human health and social work activities,36224
1863,12/31/18,Human health and social work activities,36330
1864,3/31/19,Human health and social work activities,36379
1865,6/30/19,Human health and social work activities,38080
1866,9/30/19,Human health and social work activities,39352
1867,12/31/19,Human health and social work activities,39800
1868,3/31/20,Human health and social work activities,39408
1869,6/30/20,Human health and social work activities,39421
1870,9/30/20,Human health and social work activities,40690
1871,12/31/20,Human health and social work activities,41929
1872,3/31/21,Human health and social work activities,43064
1873,6/30/21,Human health and social work activities,42932
1874,9/30/21,Human health and social work activities,43215
1875,12/31/21,Human health and social work activities,44440
1876,3/31/22,Human health and social work activities,47214
1877,6/30/22,Human health and social work activities,44427
1878,9/30/22,Human health and social work activities,45990
1879,12/31/22,Human health and social work activities,45634
1880,3/31/23,Human health and social work activities,47091
1881,6/30/23,Human health and social work activities,49206
1882,9/30/23,Human health and social work activities,49301
1883,12/31/23,Human health and social work activities,50559
1884,3/31/24,Human health and social work activities,51217
1885,6/30/24,Human health and social work activities,52886
1886,9/30/24,Human health and social work activities,53586
1887,3/31/97,"Arts, entrainment and recreation",2487
1888,6/30/97,"Arts, entrainment and recreation",2609
1889,9/30/97,"Arts, entrainment and recreation",2412
1890,12/31/97,"Arts, entrainment and recreation",2619
1891,3/31/98,"Arts, entrainment and recreation",2307
1892,6/30/98,"Arts, entrainment and recreation",2306
1893,9/30/98,"Arts, entrainment and recreation",2618
1894,12/31/98,"Arts, entrainment and recreation",2594
1895,3/31/99,"Arts, entrainment and recreation",2566
1896,6/30/99,"Arts, entrainment and recreation",2612
1897,9/30/99,"Arts, entrainment and recreation",2625
1898,12/31/99,"Arts, entrainment and recreation",2737
1899,3/31/00,"Arts, entrainment and recreation",2808
1900,6/30/00,"Arts, entrainment and recreation",2759
1901,9/30/00,"Arts, entrainment and recreation",2810
1902,12/31/00,"Arts, entrainment and recreation",2871
1903,3/31/01,"Arts, entrainment and recreation",2878
1904,6/30/01,"Arts, entrainment and recreation",3013
1905,9/30/01,"Arts, entrainment and recreation",2986
1906,12/31/01,"Arts, entrainment and recreation",3165
1907,3/31/02,"Arts, entrainment and recreation",3363
1908,6/30/02,"Arts, entrainment and recreation",3349
1909,9/30/02,"Arts, entrainment and recreation",3603
1910,12/31/02,"Arts, entrainment and recreation",3439
1911,3/31/03,"Arts, entrainment and recreation",3732
1912,6/30/03,"Arts, entrainment and recreation",3858
1913,9/30/03,"Arts, entrainment and recreation",4013
1914,12/31/03,"Arts, entrainment and recreation",4160
1915,3/31/04,"Arts, entrainment and recreation",4126
1916,6/30/04,"Arts, entrainment and recreation",4388
1917,9/30/04,"Arts, entrainment and recreation",4244
1918,12/31/04,"Arts, entrainment and recreation",4309
1919,3/31/05,"Arts, entrainment and recreation",4389
1920,6/30/05,"Arts, entrainment and recreation",4508
1921,9/30/05,"Arts, entrainment and recreation",4755
1922,12/31/05,"Arts, entrainment and recreation",4801
1923,3/31/06,"Arts, entrainment and recreation",4755
1924,6/30/06,"Arts, entrainment and recreation",4862
1925,9/30/06,"Arts, entrainment and recreation",4756
1926,12/31/06,"Arts, entrainment and recreation",4845
1927,3/31/07,"Arts, entrainment and recreation",4640
1928,6/30/07,"Arts, entrainment and recreation",4745
1929,9/30/07,"Arts, entrainment and recreation",4707
1930,12/31/07,"Arts, entrainment and recreation",5040
1931,3/31/08,"Arts, entrainment and recreation",4994
1932,6/30/08,"Arts, entrainment and recreation",4929
1933,9/30/08,"Arts, entrainment and recreation",4891
1934,12/31/08,"Arts, entrainment and recreation",4743
1935,3/31/09,"Arts, entrainment and recreation",4911
1936,6/30/09,"Arts, entrainment and recreation",4850
1937,9/30/09,"Arts, entrainment and recreation",4844
1938,12/31/09,"Arts, entrainment and recreation",4674
1939,3/31/10,"Arts, entrainment and recreation",4797
1940,6/30/10,"Arts, entrainment and recreation",4815
1941,9/30/10,"Arts, entrainment and recreation",4993
1942,12/31/10,"Arts, entrainment and recreation",4979
1943,3/31/11,"Arts, entrainment and recreation",5402
1944,6/30/11,"Arts, entrainment and recreation",5550
1945,9/30/11,"Arts, entrainment and recreation",5465
1946,12/31/11,"Arts, entrainment and recreation",5343
1947,3/31/12,"Arts, entrainment and recreation",5204
1948,6/30/12,"Arts, entrainment and recreation",5154
1949,9/30/12,"Arts, entrainment and recreation",6126
1950,12/31/12,"Arts, entrainment and recreation",5336
1951,3/31/13,"Arts, entrainment and recreation",5526
1952,6/30/13,"Arts, entrainment and recreation",5922
1953,9/30/13,"Arts, entrainment and recreation",5994
1954,12/31/13,"Arts, entrainment and recreation",6154
1955,3/31/14,"Arts, entrainment and recreation",6174
1956,6/30/14,"Arts, entrainment and recreation",6071
1957,9/30/14,"Arts, entrainment and recreation",6046
1958,12/31/14,"Arts, entrainment and recreation",6071
1959,3/31/15,"Arts, entrainment and recreation",6115
1960,6/30/15,"Arts, entrainment and recreation",6195
1961,9/30/15,"Arts, entrainment and recreation",6308
1962,12/31/15,"Arts, entrainment and recreation",6181
1963,3/31/16,"Arts, entrainment and recreation",6113
1964,6/30/16,"Arts, entrainment and recreation",6139
1965,9/30/16,"Arts, entrainment and recreation",6201
1966,12/31/16,"Arts, entrainment and recreation",6341
1967,3/31/17,"Arts, entrainment and recreation",6575
1968,6/30/17,"Arts, entrainment and recreation",6737
1969,9/30/17,"Arts, entrainment and recreation",6817
1970,12/31/17,"Arts, entrainment and recreation",6859
1971,3/31/18,"Arts, entrainment and recreation",6822
1972,6/30/18,"Arts, entrainment and recreation",6950
1973,9/30/18,"Arts, entrainment and recreation",6958
1974,12/31/18,"Arts, entrainment and recreation",7121
1975,3/31/19,"Arts, entrainment and recreation",7389
1976,6/30/19,"Arts, entrainment and recreation",7462
1977,9/30/19,"Arts, entrainment and recreation",7433
1978,12/31/19,"Arts, entrainment and recreation",7610
1979,3/31/20,"Arts, entrainment and recreation",7298
1980,6/30/20,"Arts, entrainment and recreation",3825
1981,9/30/20,"Arts, entrainment and recreation",5358
1982,12/31/20,"Arts, entrainment and recreation",5824
1983,3/31/21,"Arts, entrainment and recreation",5545
1984,6/30/21,"Arts, entrainment and recreation",6341
1985,9/30/21,"Arts, entrainment and recreation",7237
1986,12/31/21,"Arts, entrainment and recreation",7526
1987,3/31/22,"Arts, entrainment and recreation",7602
1988,6/30/22,"Arts, entrainment and recreation",7735
1989,9/30/22,"Arts, entrainment and recreation",7762
1990,12/31/22,"Arts, entrainment and recreation",7874
1991,3/31/23,"Arts, entrainment and recreation",7948
1992,6/30/23,"Arts, entrainment and recreation",8170
1993,9/30/23,"Arts, entrainment and recreation",8164
1994,12/31/23,"Arts, entrainment and recreation",8305
1995,3/31/24,"Arts, entrainment and recreation",8446
1996,6/30/24,"Arts, entrainment and recreation",8548
1997,9/30/24,"Arts, entrainment and recreation",8565
1998,3/31/97,Other service activties,3228
1999,6/30/97,Other service activties,3152
2000,9/30/97,Other service activties,2949
2001,12/31/97,Other service activties,3182
2002,3/31/98,Other service activties,3220
2003,6/30/98,Other service activties,3237
2004,9/30/98,Other service activties,3264
2005,12/31/98,Other service activties,3442
2006,3/31/99,Other service activties,3239
2007,6/30/99,Other service activties,3401
2008,9/30/99,Other service activties,3372
2009,12/31/99,Other service activties,3215
2010,3/31/00,Other service activties,3750
2011,6/30/00,Other service activties,3460
2012,9/30/00,Other service activties,3607
2013,12/31/00,Other service activties,3423
2014,3/31/01,Other service activties,3684
2015,6/30/01,Other service activties,3789
2016,9/30/01,Other service activties,3645
2017,12/31/01,Other service activties,3853
2018,3/31/02,Other service activties,4010
2019,6/30/02,Other service activties,4083
2020,9/30/02,Other service activties,4249
2021,12/31/02,Other service activties,4246
2022,3/31/03,Other service activties,4165
2023,6/30/03,Other service activties,4161
2024,9/30/03,Other service activties,4192
2025,12/31/03,Other service activties,4167
2026,3/31/04,Other service activties,4300
2027,6/30/04,Other service activties,4537
2028,9/30/04,Other service activties,4525
2029,12/31/04,Other service activties,4713
2030,3/31/05,Other service activties,4649
2031,6/30/05,Other service activties,4758
2032,9/30/05,Other service activties,4928
2033,12/31/05,Other service activties,4721
2034,3/31/06,Other service activties,4919
2035,6/30/06,Other service activties,4917
2036,9/30/06,Other service activties,4984
2037,12/31/06,Other service activties,5342
2038,3/31/07,Other service activties,5267
2039,6/30/07,Other service activties,5145
2040,9/30/07,Other service activties,5259
2041,12/31/07,Other service activties,5549
2042,3/31/08,Other service activties,5579
2043,6/30/08,Other service activties,5574
2044,9/30/08,Other service activties,5507
2045,12/31/08,Other service activties,5423
2046,3/31/09,Other service activties,5709
2047,6/30/09,Other service activties,5738
2048,9/30/09,Other service activties,6017
2049,12/31/09,Other service activties,6145
2050,3/31/10,Other service activties,6108
2051,6/30/10,Other service activties,6214
2052,9/30/10,Other service activties,6206
2053,12/31/10,Other service activties,5921
2054,3/31/11,Other service activties,6098
2055,6/30/11,Other service activties,5938
2056,9/30/11,Other service activties,6027
2057,12/31/11,Other service activties,6070
2058,3/31/12,Other service activties,6095
2059,6/30/12,Other service activties,6070
2060,9/30/12,Other service activties,6309
2061,12/31/12,Other service activties,6288
2062,3/31/13,Other service activties,6515
2063,6/30/13,Other service activties,6519
2064,9/30/13,Other service activties,6451
2065,12/31/13,Other service activties,6589
2066,3/31/14,Other service activties,6655
2067,6/30/14,Other service activties,6866
2068,9/30/14,Other service activties,6898
2069,12/31/14,Other service activties,7052
2070,3/31/15,Other service activties,7063
2071,6/30/15,Other service activties,7126
2072,9/30/15,Other service activties,7181
2073,12/31/15,Other service activties,7294
2074,3/31/16,Other service activties,7347
2075,6/30/16,Other service activties,7498
2076,9/30/16,Other service activties,7598
2077,12/31/16,Other service activties,7699
2078,3/31/17,Other service activties,7927
2079,6/30/17,Other service activties,8102
2080,9/30/17,Other service activties,8197
2081,12/31/17,Other service activties,8284
2082,3/31/18,Other service activties,8427
2083,6/30/18,Other service activties,8471
2084,9/30/18,Other service activties,8560
2085,12/31/18,Other service activties,8567
2086,3/31/19,Other service activties,8512
2087,6/30/19,Other service activties,8511
2088,9/30/19,Other service activties,8675
2089,12/31/19,Other service activties,9024
2090,3/31/20,Other service activties,8206
2091,6/30/20,Other service activties,5296
2092,9/30/20,Other service activties,7877
2093,12/31/20,Other service activties,8115
2094,3/31/21,Other service activties,7328
2095,6/30/21,Other service activties,8296
2096,9/30/21,Other service activties,8228
2097,12/31/21,Other service activties,9057
2098,3/31/22,Other service activties,8889
2099,6/30/22,Other service activties,8823
2100,9/30/22,Other service activties,8989
2101,12/31/22,Other service activties,9091
2102,3/31/23,Other service activties,9497
2103,6/30/23,Other service activties,9497
2104,9/30/23,Other service activties,9671
2105,12/31/23,Other service activties,9689
2106,3/31/24,Other service activties,9876
2107,6/30/24,Other service activties,10151
2108,9/30/24,Other service activties,10051
2109,3/31/97,Activities of households as employers,327
2110,6/30/97,Activities of households as employers,362
2111,9/30/97,Activities of households as employers,366
2112,12/31/97,Activities of households as employers,369
2113,3/31/98,Activities of households as employers,353
2114,6/30/98,Activities of households as employers,365
2115,9/30/98,Activities of households as employers,366
2116,12/31/98,Activities of households as employers,367
2117,3/31/99,Activities of households as employers,334
2118,6/30/99,Activities of households as employers,404
2119,9/30/99,Activities of households as employers,392
2120,12/31/99,Activities of households as employers,432
2121,3/31/00,Activities of households as employers,379
2122,6/30/00,Activities of households as employers,527
2123,9/30/00,Activities of households as employers,492
2124,12/31/00,Activities of households as employers,490
2125,3/31/01,Activities of households as employers,398
2126,6/30/01,Activities of households as employers,574
2127,9/30/01,Activities of households as employers,500
2128,12/31/01,Activities of households as employers,474
2129,3/31/02,Activities of households as employers,395
2130,6/30/02,Activities of households as employers,409
2131,9/30/02,Activities of households as employers,447
2132,12/31/02,Activities of households as employers,436
2133,3/31/03,Activities of households as employers,459
2134,6/30/03,Activities of households as employers,371
2135,9/30/03,Activities of households as employers,390
2136,12/31/03,Activities of households as employers,250
2137,3/31/04,Activities of households as employers,399
2138,6/30/04,Activities of households as employers,421
2139,9/30/04,Activities of households as employers,433
2140,12/31/04,Activities of households as employers,361
2141,3/31/05,Activities of households as employers,455
2142,6/30/05,Activities of households as employers,559
2143,9/30/05,Activities of households as employers,423
2144,12/31/05,Activities of households as employers,524
2145,3/31/06,Activities of households as employers,477
2146,6/30/06,Activities of households as employers,445
2147,9/30/06,Activities of households as employers,476
2148,12/31/06,Activities of households as employers,486
2149,3/31/07,Activities of households as employers,443
2150,6/30/07,Activities of households as employers,345
2151,9/30/07,Activities of households as employers,421
2152,12/31/07,Activities of households as employers,456
2153,3/31/08,Activities of households as employers,345
2154,6/30/08,Activities of households as employers,475
2155,9/30/08,Activities of households as employers,489
2156,12/31/08,Activities of households as employers,496
2157,3/31/09,Activities of households as employers,386
2158,6/30/09,Activities of households as employers,435
2159,9/30/09,Activities of households as employers,383
2160,12/31/09,Activities of households as employers,415
2161,3/31/10,Activities of households as employers,520
2162,6/30/10,Activities of households as employers,585
2163,9/30/10,Activities of households as employers,557
2164,12/31/10,Activities of households as employers,498
2165,3/31/11,Activities of households as employers,544
2166,6/30/11,Activities of households as employers,560
2167,9/30/11,Activities of households as employers,541
2168,12/31/11,Activities of households as employers,509
2169,3/31/12,Activities of households as employers,557
2170,6/30/12,Activities of households as employers,520
2171,9/30/12,Activities of households as employers,573
2172,12/31/12,Activities of households as employers,566
2173,3/31/13,Activities of households as employers,584
2174,6/30/13,Activities of households as employers,589
2175,9/30/13,Activities of households as employers,580
2176,12/31/13,Activities of households as employers,623
2177,3/31/14,Activities of households as employers,730
2178,6/30/14,Activities of households as employers,602
2179,9/30/14,Activities of households as employers,598
2180,12/31/14,Activities of households as employers,679
2181,3/31/15,Activities of households as employers,668
2182,6/30/15,Activities of households as employers,593
2183,9/30/15,Activities of households as employers,520
2184,12/31/15,Activities of households as employers,771
2185,3/31/16,Activities of households as employers,750
2186,6/30/16,Activities of households as employers,811
2187,9/30/16,Activities of households as employers,811
2188,12/31/16,Activities of households as employers,820
2189,3/31/17,Activities of households as employers,778
2190,6/30/17,Activities of households as employers,796
2191,9/30/17,Activities of households as employers,819
2192,12/31/17,Activities of households as employers,832
2193,3/31/18,Activities of households as employers,862
2194,6/30/18,Activities of households as employers,868
2195,9/30/18,Activities of households as employers,906
2196,12/31/18,Activities of households as employers,959
2197,3/31/19,Activities of households as employers,993
2198,6/30/19,Activities of households as employers,998
2199,9/30/19,Activities of households as employers,974
2200,12/31/19,Activities of households as employers,953
2201,3/31/20,Activities of households as employers,903
2202,6/30/20,Activities of households as employers,465
2203,9/30/20,Activities of households as employers,776
2204,12/31/20,Activities of households as employers,753
2205,3/31/21,Activities of households as employers,682
2206,6/30/21,Activities of households as employers,769
2207,9/30/21,Activities of households as employers,650
2208,12/31/21,Activities of households as employers,682
2209,3/31/22,Activities of households as employers,639
