,date,sector,GVA_share
508,2013-03-31,Services (non-financial) GVA share,0.6976030568231384
509,2013-06-30,Services (non-financial) GVA share,0.6955737161397764
510,2013-09-30,Services (non-financial) GVA share,0.6951424497861377
511,2013-12-31,Services (non-financial) GVA share,0.6987438040324362
512,2014-03-31,Services (non-financial) GVA share,0.6993235786076216
513,2014-06-30,Services (non-financial) GVA share,0.699491155803247
514,2014-09-30,Services (non-financial) GVA share,0.7011848675419915
515,2014-12-31,Services (non-financial) GVA share,0.7032159446393023
516,2015-03-31,Services (non-financial) GVA share,0.7052216836938962
517,2015-06-30,Services (non-financial) GVA share,0.7068792402901461
518,2015-09-30,Services (non-financial) GVA share,0.7126636291314096
519,2015-12-31,Services (non-financial) GVA share,0.7134555343169325
520,2016-03-31,Services (non-financial) GVA share,0.7153196539050889
521,2016-06-30,Services (non-financial) GVA share,0.7140592674347043
522,2016-09-30,Services (non-financial) GVA share,0.7099974680878237
523,2016-12-31,Services (non-financial) GVA share,0.7073804127321867
524,2017-03-31,Services (non-financial) GVA share,0.7069840413263063
525,2017-06-30,Services (non-financial) GVA share,0.7075152027576339
526,2017-09-30,Services (non-financial) GVA share,0.706545936187158
527,2017-12-31,Services (non-financial) GVA share,0.7052345641195815
528,2018-03-31,Services (non-financial) GVA share,0.7071277480991189
529,2018-06-30,Services (non-financial) GVA share,0.707641529560885
530,2018-09-30,Services (non-financial) GVA share,0.7108017686041724
531,2018-12-31,Services (non-financial) GVA share,0.7140781477668103
532,2019-03-31,Services (non-financial) GVA share,0.7137464316249345
533,2019-06-30,Services (non-financial) GVA share,0.7141086040168609
534,2019-09-30,Services (non-financial) GVA share,0.7146453790610845
535,2019-12-31,Services (non-financial) GVA share,0.7153736334810935
536,2020-03-31,Services (non-financial) GVA share,0.7146949464257156
537,2020-06-30,Services (non-financial) GVA share,0.7197695231439554
538,2020-09-30,Services (non-financial) GVA share,0.7127841285071467
539,2020-12-31,Services (non-financial) GVA share,0.7065228423304739
540,2021-03-31,Services (non-financial) GVA share,0.7051648518156018
541,2021-06-30,Services (non-financial) GVA share,0.716742193438894
542,2021-09-30,Services (non-financial) GVA share,0.7228924028902426
543,2021-12-31,Services (non-financial) GVA share,0.720759582654329
544,2022-03-31,Services (non-financial) GVA share,0.7215837828096472
545,2022-06-30,Services (non-financial) GVA share,0.7114323333487123
546,2022-09-30,Services (non-financial) GVA share,0.711162295625469
547,2022-12-31,Services (non-financial) GVA share,0.7084037944723991
548,2023-03-31,Services (non-financial) GVA share,0.7096644228848672
549,2023-06-30,Services (non-financial) GVA share,0.7126641803145776
550,2023-09-30,Services (non-financial) GVA share,0.7143851019565894
551,2023-12-31,Services (non-financial) GVA share,0.717054737296805
552,2024-03-31,Services (non-financial) GVA share,0.7212268382876307
553,2024-06-30,Services (non-financial) GVA share,0.7241891766649378
554,2024-09-30,Services (non-financial) GVA share,0.7261680549353112
