HS4,HS4 ID,Current Exports Value
Aluminium Housewares,157615,2100566
Other Aluminium Products,157616,3387363
Raw Lead,157801,19889899
Scrap Lead,157802,877654
Lead Sheets,157804,28637
Other Lead Products,157806,10081111.000000002
Raw Zinc,157901,358668
Scrap Waste,157902,197758
Zinc Powder,157903,29174
Zinc Bars,157904,23629
Zinc Sheets,157905,211.00000000000003
Other Zinc Products,157907,59893
Raw Tin,158001,37875073
Scrap Tin,158002,161403
Tin Bars,158003,2745004
Other Tin Products,158007,98286
Tungsten,158101,842758
Molybdenum,158102,11698
Magnesium,158104,487144.00000000006
Cobalt,158105,12065.999999999998
Cadmium,158107,3050
Titanium,158108,160000.99999999997
Zirconium,158109,524
Manganese,158111,2190733
Other Metals,158112,34195760
Cermets,158113,474085
Garden Tools,158201,558002
Hand Saws,158202,1121646
Hand Tools,158203,1858467
Wrenches,158204,2521189
Other Hand Tools,158205,9028051
Tool Sets,158206,1605254
Interchangeable Tool Parts,158207,18706279
Cutting Blades,158208,1732313
Tool Plates,158209,34473
Cooking Hand Tools,158210,343386
Knives,158211,892319.9999999999
Razor Blades,158212,104293
Scissors,158213,461018
Other Cutlery,158214,1114144
Cutlery Sets,158215,841043
Padlocks,158301,3157777
Metal Mountings,158302,12019577
Safes,158303,38195
Filing Cabinets,158304,5509
Metal Office Supplies,158305,325535
Bells and Other Metal Ornaments,158306,579812
Flexible Metal Tubing,158307,151626
Other Metal Fasteners,158308,150937
Metal Stoppers,158309,25596016
Metal Signs,158310,33378
Coated Metal Soldering Products,158311,5286287
Nuclear Reactors,168401,547.9999999999999
Steam Boilers,168402,209916
Central Heating Boilers,168403,242125
Boiler Plants,168404,387962.99999999994
Water and Gas Generators,168405,372122
Steam Turbines,168406,951167.9999999999
Spark-Ignition Engines,168407,5691000
Combustion Engines,168408,16782385
Engine Parts,168409,6058515
Hydraulic Turbines,168410,307426
Gas Turbines,168411,29201003
Other Engines,168412,8705573
Liquid Pumps,168413,48048490
Air Pumps,168414,21022991
Air Conditioners,168415,5156200
Liquid Fuel Furnaces,168416,460172
Industrial Furnaces,168417,492630
Refrigerators,168418,37134143
Other Heating Machinery,168419,16430338
Rolling Machines,168420,122791
Centrifuges,168421,15989583
Washing and Bottling Machines,168422,5319220
Scales,168423,2423266
Liquid Dispersing Machines,168424,10896361
Pulley Systems,168425,3834723
Cranes,168426,12313284
Fork-Lifts,168427,4389307
Lifting Machinery,168428,7518476
Large Construction Vehicles,168429,25394836
Other Construction Vehicles,168430,19866058
Excavation Machinery,168431,98219225
Soil Preparation Machinery,168432,689844
Harvesting Machinery,168433,3714703
Dairy Machinery,168434,167702.99999999997
Fruit Pressing Machinery,168435,289108
Other Agricultural Machinery,168436,2557533
Mill Machinery,168437,67536
Industrial Food Preperation Machinery,168438,12503165
Papermaking Machines,168439,1480084
Book-binding Machines,168440,2131981
Other Paper Machinery,168441,1528462
Print Production Machinery,168442,334710
Industrial Printers,168443,21015930
Artificial Textile Machinery,168444,770
Textile Fiber Machinery,168445,512046
Looms,168446,716204
Knitting Machines,168447,26933
Knitting Machine Accessories,168448,51675
Felt Machinery,168449,19695
Household Washing Machines,168450,21673420
Textile Processing Machines,168451,968829
Sewing Machines,168452,1658707
Leather Machinery,168453,77635
Casting Machines,168454,429726
Metal-Rolling Mills,168455,92242
Non-Mechanical Removal Machinery,168456,480587
Metalworking Transfer Machines,168457,2286
Metal Lathes,168458,195664
Drilling Machines,168459,331007
Metal Finishing Machines,168460,824124
Metalworking Machines,168461,221974
Forging Machines,168462,2079499
Other Non-Metal Removal Machinery,168463,6346728
Stone Working Machines,168464,572951
Woodworking machines,168465,2839214
Metalworking Machine Parts,168466,1639915
Motor-working Tools,168467,13251888
Soldering and Welding Machinery,168468,1126635
Calculators,168470,1538420
Computers,168471,52110097
Other Office Machines,168472,709282
Office Machine Parts,168473,9631716
Stone Processing Machines,168474,88006028
Glass Working Machines,168475,34130
Vending Machines,168476,301890
Rubberworking Machinery,168477,3658879
Tobacco Processing Machines,168478,40518
Machinery Having Individual Functions,168479,28718554
Metal Molds,168480,1716870
Valves,168481,24541406
Ball Bearings,168482,2882641
Transmissions,168483,9989897
Gaskets,168484,895708
"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays",168486,40509
"Machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, not specified or included elsewhere in this Chapter.",168487,769971
Electric Motors,168501,10390492
Electric Generating Sets,168502,2020908
Electric Motor Parts,168503,1024742
Electrical Transformers,168504,11924611
Electromagnets,168505,753277
Batteries,168506,18189422
Electric Batteries,168507,3718328
Vacuum Cleaners,168508,1007422
Other Domestic Electric Housewares,168509,7773965
Hair Trimmers,168510,7180498
Electrical Ignitions,168511,3974710
Electrical Lighting and Signalling Equipment,168512,1138534
Portable Lighting,168513,3634978
Electric Furnaces,168514,1058681.9999999998
Electric Soldering Equipment,168515,3484988
Electric Heaters,168516,12502223
Telephones,168517,112407482
Microphones and Headphones,168518,26896434
Sound Recording Equipment,168519,355004
Video Recording Equipment,168521,739673
Audio and Video Recording Accessories,168522,63220
Blank Audio Media,168523,2597105
Broadcasting Equipment,168525,4624202
Navigation Equipment,168526,3097205
Radio Receivers,168527,13344663
Video Displays,168528,27361172
Broadcasting Accessories,168529,2014234
Traffic Signals,168530,323664
Audio Alarms,168531,4289899
Electrical Capacitors,168532,272437
Electrical Resistors,168533,340823
Printed Circuit Boards,168534,651252
High-voltage Protection Equipment,168535,1904411
Low-voltage Protection Equipment,168536,9461420
Electrical Control Boards,168537,5126532
Electrical Power Accessories,168538,2701197
Electric Filament,168539,5445023
Cathode Tubes,168540,151475
Semiconductor Devices,168541,1712413
Integrated Circuits,168542,3199490
Other Electrical Machinery,168543,7033348
Insulated Wire,168544,46351004
Carbon-based Electronics,168545,246313
Electrical Insulators,168546,6373259
Metal Insulating Fittings,168547,217714
Electrical Parts,168548,164105
Electric Locomotives,178601,202382.00000000003
Other Locomotives,178602,47446.00000000001
Self-Propelled Rail Transport,178603,176581
Railway Passenger Cars,178605,3835
Railway Freight Cars,178606,10045
Locomotive Parts,178607,667783
Railway Track Fixtures,178608,196482
Railway Cargo Containers,178609,3667334
Tractors,178701,2032057
Buses,178702,2395567
Cars,178703,130552351
Delivery Trucks,178704,76235031
Special purpose motor vehicles,178705,19311223
Motor vehicle (8701 to 8705) chassis fitted with engine,178706,1732251
Vehicle Bodies (including cabs) for the motor vehicles (8701 to 8705),178707,13624428
Motor Vehicles; parts & accessories,178708,124163923
Work Trucks,178709,235117.99999999997
Tanks and Armored vehicles,178710,22308.000000000004
Motorcycles and cycles,178711,3514272
"Bicycles, delivery tricycles, other cycles",178712,6056808.999999999
Wheelchairs,178713,102498.99999999999
Bi-Wheel Vehicle Parts,178714,3883647
Baby Carriages,178715,5513119
"Trailers and semi-trailers, not mechanically propelled vehicles",178716,4420607
Non-powered Aircraft,178801,40195
"Planes, Helicopters, and/or Spacecraft",178802,29021272
"Aircraft parts (gliders, balloons, and powered aircraft)",178803,8334931
Parachutes,178804,415900
Aircraft Launch Gear,178805,140444
Passenger and Cargo Ships,178901,35767643
Fishing Ships,178902,1168972
Recreational Boats,178903,907255
Tug Boats,178904,4413035.999999999
Special Purpose Ships,178905,869.9999999999999
Other Floating Structures,178907,3400408
Scrap Vessels,178908,1085205
Optical Fibers and optical fibre bundles,189001,1249851
Mirrors and Lenses,189002,550154
Eyewear Frames,189003,1935467.0000000002
Eyewear,189004,2984072
Binoculars and Telescopes,189005,17454220
Cameras,189006,622189
Video Cameras,189007,324297
Image Projectors,189008,41829
Photo Lab Equipment,189010,64974
Microscopes,189011,134562
Non-optical Microscopes,189012,51989
LCDs,189013,841828
Compasses,189014,2891596
Surveying Equipment,189015,5456124
Balances,189016,74511
Drafting Tools,189017,1551868
Medical Instruments,189018,14548459
Therapeutic Appliances,189019,1451932.0000000002
Breathing Appliances,189020,1050470
Orthopedic Appliances,189021,4094268
X-Ray Equipment,189022,6242409
Instructional Models,189023,481488
Tensile Testing Machines,189024,622266
Hydrometers,189025,608233
Gas and Liquid Flow Measuring Instruments,189026,2352721
Chemical Analysis Instruments,189027,5911801
Utility Meters,189028,169922
Revolution Counters,189029,542069
Oscilloscopes,189030,2267395
Other Measuring Instruments,189031,9155864
Thermostats,189032,4892736
Opto-Electric Instrument Parts,189033,167253
Precious Metal Watches,189101,2460403
Base Metal Watches,189102,3028644
Clocks with Watch Movements,189103,18584
Dashboard Clocks,189104,347342
Other Clocks,189105,319154
Time Recording Instruments,189106,73996
Time Switches,189107,50052
Watch Movements,189108,402
Clock Movements,189109,33
Watch Cases and Parts,189111,96209
Clock Cases and Parts,189112,1
Watch Straps,189113,29290
Other Clocks and Watches,189114,1730754.0000000002
Pianos,189201,25511.000000000004
String Instruments,189202,1147714
Wind Instruments,189205,432829.00000000006
Percussion,189206,566958
Electric Musical Instruments,189207,2994285
Other Musical Instruments,189208,40179.00000000001
Musical Instrument Parts,189209,500856
Handguns,199302,581
Other Firearms,199303,238798
"Spring, Air, and Gas Guns",199304,40738
Weapons Parts and Accessories,199305,66695
Explosive Ammunition,199306,1153627
Bladed Weapons and Accessories,199307,110
Seats,209401,4060142
Medical Furniture,209402,454567.99999999994
Other Furniture,209403,7830062
Mattresses,209404,7060138
Light Fixtures,209405,2781197
Prefabricated Buildings,209406,13319654
Other toys,209503,43675763
Video and Card Games,209504,3136460
Party Decorations,209505,3528588
Sports Equipment,209506,10688095
Fishing and Hunting Equipment,209507,66298
Fairground Amusements,209508,159506
Worked Ivory and Bone,209601,5945
Vegetable and Mineral Carvings,209602,14709
Brooms,209603,2283748
Hand Sifters,209604,16686
Travel Kits,209605,28309
Buttons,209606,84441
Zippers,209607,375832
Pens,209608,3747785
Pencils and Crayons,209609,248379
Chalkboards,209610,53135
Rubber Stamps,209611,227328
Ink Ribbons,209612,369137
Lighters,209613,658389
Smoking Pipes,209614,53813
Combs,209615,478195
Scent Sprays,209616,65199
Vacuum Flask,209617,6019171
Mannequins,209618,30378
Sanitary towels (pads),209619,27159076
"Monopods, bipods, tripods and similar articles",209620,18391
Paintings,219701,2695171
Prints,219702,227251
Sculptures,219703,1369859
Revenue Stamps,219704,1895
Collector's Items,219705,698633
Antiques,219706,1235822
