HS4,HS4 ID,Current Exports Value
Tungsten,158101,1243787
Molybdenum,158102,1090
Magnesium,158104,443602.00000000006
Cobalt,158105,1835
Titanium,158108,153970
Manganese,158111,1214875
Other Metals,158112,64279142.99999999
Cermets,158113,301184
Garden Tools,158201,438955
Hand Saws,158202,1499855
Hand Tools,158203,1017155
Wrenches,158204,1952858
Other Hand Tools,158205,4999139
Tool Sets,158206,763314
Interchangeable Tool Parts,158207,14738577
Cutting Blades,158208,487817
Tool Plates,158209,90377
Cooking Hand Tools,158210,564040
Knives,158211,795629
Razor Blades,158212,323747
Scissors,158213,414784
Other Cutlery,158214,1260995
Cutlery Sets,158215,1520223
Padlocks,158301,3468171
Metal Mountings,158302,10621124
Safes,158303,43914
Filing Cabinets,158304,9275
Metal Office Supplies,158305,465501
Bells and Other Metal Ornaments,158306,371580
Flexible Metal Tubing,158307,121251.00000000001
Other Metal Fasteners,158308,231115
Metal Stoppers,158309,20742756
Metal Signs,158310,69366
Coated Metal Soldering Products,158311,3930309
Steam Boilers,168402,59789
Central Heating Boilers,168403,398817.99999999994
Boiler Plants,168404,3679804.0000000005
Water and Gas Generators,168405,30858
Steam Turbines,168406,134628
Spark-Ignition Engines,168407,9106305
Combustion Engines,168408,27322468.999999996
Engine Parts,168409,3703365
Hydraulic Turbines,168410,3326318
Gas Turbines,168411,8403842
Other Engines,168412,7393642
Liquid Pumps,168413,37893177
Air Pumps,168414,19172911
Air Conditioners,168415,3619198
Liquid Fuel Furnaces,168416,64094
Industrial Furnaces,168417,1446122
Refrigerators,168418,45590587
Other Heating Machinery,168419,15357984
Rolling Machines,168420,50564
Centrifuges,168421,14088814
Washing and Bottling Machines,168422,8649984
Scales,168423,2422851
Liquid Dispersing Machines,168424,6206862
Pulley Systems,168425,5080910
Cranes,168426,17102351
Fork-Lifts,168427,4507531
Lifting Machinery,168428,13661003
Large Construction Vehicles,168429,36106780
Other Construction Vehicles,168430,23265422
Excavation Machinery,168431,99811437
Soil Preparation Machinery,168432,1544102
Harvesting Machinery,168433,4016790
Dairy Machinery,168434,488018
Fruit Pressing Machinery,168435,662976
Other Agricultural Machinery,168436,1512534
Mill Machinery,168437,638322
Industrial Food Preperation Machinery,168438,7445870
Papermaking Machines,168439,1535788
Book-binding Machines,168440,392122
Other Paper Machinery,168441,2632890
Print Production Machinery,168442,143580
Industrial Printers,168443,15225663
Artificial Textile Machinery,168444,54933.00000000001
Textile Fiber Machinery,168445,665249
Looms,168446,795035
Knitting Machines,168447,84483
Knitting Machine Accessories,168448,51973
Felt Machinery,168449,4712
Household Washing Machines,168450,18683577
Textile Processing Machines,168451,1371555
Sewing Machines,168452,1788239
Leather Machinery,168453,345810
Casting Machines,168454,372008.99999999994
Metal-Rolling Mills,168455,537258
Non-Mechanical Removal Machinery,168456,173843
Metalworking Transfer Machines,168457,9018
Metal Lathes,168458,428496
Drilling Machines,168459,265715
Metal Finishing Machines,168460,267869
Metalworking Machines,168461,20395
Forging Machines,168462,1480672
Other Non-Metal Removal Machinery,168463,597322
Stone Working Machines,168464,352828
Woodworking machines,168465,1556150
Metalworking Machine Parts,168466,1184574
Motor-working Tools,168467,8680542
Soldering and Welding Machinery,168468,668237
Calculators,168470,1137219
Computers,168471,28190094
Other Office Machines,168472,2792919
Office Machine Parts,168473,9564507
Stone Processing Machines,168474,59562860
Glass Working Machines,168475,570697
Vending Machines,168476,117420
Rubberworking Machinery,168477,8432714
Tobacco Processing Machines,168478,130024
Machinery Having Individual Functions,168479,20411030
Metal Molds,168480,2412729
Valves,168481,19603887
Ball Bearings,168482,1975315
Transmissions,168483,12577684
Gaskets,168484,637517
"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays",168486,78594
"Machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, not specified or included elsewhere in this Chapter.",168487,1184012
Electric Motors,168501,6528182
Electric Generating Sets,168502,8130762
Electric Motor Parts,168503,3160736
Electrical Transformers,168504,7142109
Electromagnets,168505,350441
Batteries,168506,4693461
Electric Batteries,168507,9328546
Vacuum Cleaners,168508,333911
Other Domestic Electric Housewares,168509,9851677
Hair Trimmers,168510,3171284
Electrical Ignitions,168511,2406298
Electrical Lighting and Signalling Equipment,168512,935897
Portable Lighting,168513,4092136
Electric Furnaces,168514,610492
Electric Soldering Equipment,168515,4022611
Electric Heaters,168516,14371460
Telephones,168517,107423619
Microphones and Headphones,168518,15419910
Sound Recording Equipment,168519,143710
Video Recording Equipment,168521,1423869
Audio and Video Recording Accessories,168522,125952
Blank Audio Media,168523,5168055
Broadcasting Equipment,168525,4635977
Navigation Equipment,168526,1966073
Radio Receivers,168527,18219605
Video Displays,168528,23774117
Broadcasting Accessories,168529,2536624
Traffic Signals,168530,200669
Audio Alarms,168531,2710916
Electrical Capacitors,168532,343827
Electrical Resistors,168533,443317
Printed Circuit Boards,168534,358860
High-voltage Protection Equipment,168535,1489416
Low-voltage Protection Equipment,168536,13106170
Electrical Control Boards,168537,4884093
Electrical Power Accessories,168538,2112932
Electric Filament,168539,5250383
Cathode Tubes,168540,141795
Semiconductor Devices,168541,2581226
Integrated Circuits,168542,6057402
Other Electrical Machinery,168543,4431482
Insulated Wire,168544,45464968
Carbon-based Electronics,168545,352440
Electrical Insulators,168546,1764782
Metal Insulating Fittings,168547,83179
Electrical Parts,168548,1217912
Electric Locomotives,178601,1423
Other Locomotives,178602,51676
Self-Propelled Rail Transport,178603,61483.00000000001
Railway Maintenance Vehicles,178604,332
Railway Freight Cars,178606,5470
Locomotive Parts,178607,2052140
Railway Track Fixtures,178608,78745
Railway Cargo Containers,178609,2373639
Tractors,178701,6126272.999999999
Buses,178702,3982762
Cars,178703,169515446
Delivery Trucks,178704,92476571
Special purpose motor vehicles,178705,11072675
Motor vehicle (8701 to 8705) chassis fitted with engine,178706,35538
Vehicle Bodies (including cabs) for the motor vehicles (8701 to 8705),178707,15008994
Motor Vehicles; parts & accessories,178708,146882370
Work Trucks,178709,32108
Motorcycles and cycles,178711,3841442
"Bicycles, delivery tricycles, other cycles",178712,8312350.000000001
Wheelchairs,178713,322385
Bi-Wheel Vehicle Parts,178714,5037591
Baby Carriages,178715,6976545
"Trailers and semi-trailers, not mechanically propelled vehicles",178716,10879943
Non-powered Aircraft,178801,10920
"Planes, Helicopters, and/or Spacecraft",178802,16140601
"Aircraft parts (gliders, balloons, and powered aircraft)",178803,4720896
Parachutes,178804,21158
Aircraft Launch Gear,178805,111493
Passenger and Cargo Ships,178901,62996306
Fishing Ships,178902,802180
Recreational Boats,178903,2643294
Tug Boats,178904,3445000
Special Purpose Ships,178905,2403390
Other Floating Structures,178907,4054642
Optical Fibers and optical fibre bundles,189001,772951
Mirrors and Lenses,189002,623117
Eyewear Frames,189003,998747
Eyewear,189004,2350111
Binoculars and Telescopes,189005,885941
Cameras,189006,257473
Video Cameras,189007,734383
Image Projectors,189008,12521
Photo Lab Equipment,189010,857284
Microscopes,189011,33869
Non-optical Microscopes,189012,83415.00000000001
LCDs,189013,188277
Compasses,189014,1402709
Surveying Equipment,189015,4325064
Balances,189016,104361
Drafting Tools,189017,1352798
Medical Instruments,189018,10681782
Therapeutic Appliances,189019,1615579
Breathing Appliances,189020,891209
Orthopedic Appliances,189021,8666565
X-Ray Equipment,189022,3893283
Instructional Models,189023,919948
Tensile Testing Machines,189024,464019
Hydrometers,189025,1021749
Gas and Liquid Flow Measuring Instruments,189026,2196723
Chemical Analysis Instruments,189027,3255741
Utility Meters,189028,304227
Revolution Counters,189029,146526
Oscilloscopes,189030,2281002
Other Measuring Instruments,189031,4663550
Thermostats,189032,4058474
Opto-Electric Instrument Parts,189033,91892
Precious Metal Watches,189101,2338243
Base Metal Watches,189102,6833686
Clocks with Watch Movements,189103,15416
Dashboard Clocks,189104,116528
Other Clocks,189105,307614
Time Recording Instruments,189106,48338
Time Switches,189107,21435
Watch Movements,189108,3043
Clock Movements,189109,2403
Incomplete Movement Sets,189110,5585
Watch Cases and Parts,189111,72815
Clock Cases and Parts,189112,8
Watch Straps,189113,17366
Other Clocks and Watches,189114,1176644
Pianos,189201,145187
String Instruments,189202,909424
Wind Instruments,189205,704983
Percussion,189206,1312925
Electric Musical Instruments,189207,3705113
Other Musical Instruments,189208,284402
Musical Instrument Parts,189209,625448
Military Weapons,199301,48609
Handguns,199302,2070
Other Firearms,199303,76844
"Spring, Air, and Gas Guns",199304,4575
Weapons Parts and Accessories,199305,8780
Explosive Ammunition,199306,52068
Bladed Weapons and Accessories,199307,628
Seats,209401,3757821
Medical Furniture,209402,189073
Other Furniture,209403,7759963
Mattresses,209404,9123488
Light Fixtures,209405,4267092
Prefabricated Buildings,209406,5510281
Other toys,209503,44657708
Video and Card Games,209504,4123861
Party Decorations,209505,2660802
Sports Equipment,209506,8231905
Fishing and Hunting Equipment,209507,92962
Fairground Amusements,209508,202704
Worked Ivory and Bone,209601,3684
Vegetable and Mineral Carvings,209602,14621
Brooms,209603,2924693
Hand Sifters,209604,19927
Travel Kits,209605,27844
Buttons,209606,166426
Zippers,209607,402000
Pens,209608,4305164
Pencils and Crayons,209609,265031
Chalkboards,209610,38504
Rubber Stamps,209611,231637
Ink Ribbons,209612,200798
Lighters,209613,828488
Smoking Pipes,209614,26738
Combs,209615,205497
Scent Sprays,209616,13611
Vacuum Flask,209617,6445995
Mannequins,209618,80961
Sanitary towels (pads),209619,17872332
"Monopods, bipods, tripods and similar articles",209620,4320
Paintings,219701,1936557.0000000002
Prints,219702,208411.99999999997
Sculptures,219703,279997
Revenue Stamps,219704,4255
Collector's Items,219705,368762
Antiques,219706,2659089
