HS4,HS4 ID,Current Exports Value
Magnesium,158104,339046
Titanium,158108,231086
Manganese,158111,2315948
Other Metals,158112,64014653
Cermets,158113,233236
Garden Tools,158201,484842
Hand Saws,158202,1694568
Hand Tools,158203,1546269
Wrenches,158204,2783654
Other Hand Tools,158205,6474367
Tool Sets,158206,960120
Interchangeable Tool Parts,158207,20674940
Cutting Blades,158208,774075
Tool Plates,158209,397991
Cooking Hand Tools,158210,718122
Knives,158211,942974
Razor Blades,158212,184138
Scissors,158213,472290.99999999994
Other Cutlery,158214,1155276
Cutlery Sets,158215,2456718
Padlocks,158301,4269390
Metal Mountings,158302,12089845
Safes,158303,113461
Filing Cabinets,158304,34517
Metal Office Supplies,158305,368995
Bells and Other Metal Ornaments,158306,374163
Flexible Metal Tubing,158307,370978
Other Metal Fasteners,158308,191847
Metal Stoppers,158309,22681206
Metal Signs,158310,135331
Coated Metal Soldering Products,158311,2303909
Nuclear Reactors,168401,26063.000000000004
Steam Boilers,168402,67680.00000000001
Central Heating Boilers,168403,195647
Boiler Plants,168404,1564815.9999999998
Water and Gas Generators,168405,150173
Steam Turbines,168406,13125
Spark-Ignition Engines,168407,10134337
Combustion Engines,168408,23077799
Engine Parts,168409,5985894.999999999
Hydraulic Turbines,168410,389513
Gas Turbines,168411,93655566.99999999
Other Engines,168412,7607800
Liquid Pumps,168413,39191403
Air Pumps,168414,22525861
Air Conditioners,168415,3087692
Liquid Fuel Furnaces,168416,64123
Industrial Furnaces,168417,655789
Refrigerators,168418,32684428
Other Heating Machinery,168419,19705304
Rolling Machines,168420,822670.0000000001
Centrifuges,168421,10250879
Washing and Bottling Machines,168422,4127785
Scales,168423,1793965
Liquid Dispersing Machines,168424,6971871
Pulley Systems,168425,6655902
Cranes,168426,7293905
Fork-Lifts,168427,5363726
Lifting Machinery,168428,12883038
Large Construction Vehicles,168429,28513578
Other Construction Vehicles,168430,22600992
Excavation Machinery,168431,108299171
Soil Preparation Machinery,168432,1373252
Harvesting Machinery,168433,2692507
Dairy Machinery,168434,245549
Fruit Pressing Machinery,168435,785730
Other Agricultural Machinery,168436,1320243
Mill Machinery,168437,363014
Industrial Food Preperation Machinery,168438,8333003
Papermaking Machines,168439,591713
Book-binding Machines,168440,37559
Other Paper Machinery,168441,1185968
Print Production Machinery,168442,267242
Industrial Printers,168443,13183307
Artificial Textile Machinery,168444,53837
Textile Fiber Machinery,168445,760137
Looms,168446,994233.0000000001
Knitting Machines,168447,40858
Knitting Machine Accessories,168448,42737
Felt Machinery,168449,13503
Household Washing Machines,168450,16501517
Textile Processing Machines,168451,992458
Sewing Machines,168452,2216139
Leather Machinery,168453,220671
Casting Machines,168454,418835.00000000006
Metal-Rolling Mills,168455,72141
Non-Mechanical Removal Machinery,168456,72286
Metalworking Transfer Machines,168457,13000
Metal Lathes,168458,126997
Drilling Machines,168459,256879
Metal Finishing Machines,168460,235504
Metalworking Machines,168461,193389
Forging Machines,168462,1527671
Other Non-Metal Removal Machinery,168463,553499
Stone Working Machines,168464,352413
Woodworking machines,168465,3260873
Metalworking Machine Parts,168466,1262554
Motor-working Tools,168467,7849052
Soldering and Welding Machinery,168468,328937
Calculators,168470,708142
Computers,168471,24088212
Other Office Machines,168472,860224
Office Machine Parts,168473,8208115
Stone Processing Machines,168474,50375265
Glass Working Machines,168475,441917
Vending Machines,168476,35939
Rubberworking Machinery,168477,3259328
Tobacco Processing Machines,168478,148354
Machinery Having Individual Functions,168479,11030094
Metal Molds,168480,2209248
Valves,168481,24047586
Ball Bearings,168482,1927773
Transmissions,168483,12680795
Gaskets,168484,760027
"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays",168486,73243
"Machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, not specified or included elsewhere in this Chapter.",168487,956792
Electric Motors,168501,11702083
Electric Generating Sets,168502,12061699
Electric Motor Parts,168503,1784402
Electrical Transformers,168504,9576585
Electromagnets,168505,897202.9999999999
Batteries,168506,4413725
Electric Batteries,168507,6767809
Vacuum Cleaners,168508,523596
Other Domestic Electric Housewares,168509,10493138
Hair Trimmers,168510,2890370
Electrical Ignitions,168511,3376196
Electrical Lighting and Signalling Equipment,168512,1076320
Portable Lighting,168513,6357035
Electric Furnaces,168514,354934
Electric Soldering Equipment,168515,3699902
Electric Heaters,168516,15334701
Telephones,168517,82316002
Microphones and Headphones,168518,18973968
Sound Recording Equipment,168519,272268
Video Recording Equipment,168521,1880814
Audio and Video Recording Accessories,168522,104919
Blank Audio Media,168523,5923118
Broadcasting Equipment,168525,3418202
Navigation Equipment,168526,1720159
Radio Receivers,168527,23609862
Video Displays,168528,27831241
Broadcasting Accessories,168529,2478289
Traffic Signals,168530,173333
Audio Alarms,168531,4012549
Electrical Capacitors,168532,214344
Electrical Resistors,168533,430665
Printed Circuit Boards,168534,328528
High-voltage Protection Equipment,168535,1755432
Low-voltage Protection Equipment,168536,9521844
Electrical Control Boards,168537,9184890
Electrical Power Accessories,168538,3362291
Electric Filament,168539,5626743
Cathode Tubes,168540,312408
Semiconductor Devices,168541,3971886
Integrated Circuits,168542,1792087
Other Electrical Machinery,168543,4978598
Insulated Wire,168544,41969087
Carbon-based Electronics,168545,77989
Electrical Insulators,168546,819460
Metal Insulating Fittings,168547,288857
Electrical Parts,168548,496768
Electric Locomotives,178601,18332
Self-Propelled Rail Transport,178603,20085
Railway Maintenance Vehicles,178604,442594.00000000006
Railway Passenger Cars,178605,14723
Railway Freight Cars,178606,10556.000000000002
Locomotive Parts,178607,1321969
Railway Track Fixtures,178608,113239
Railway Cargo Containers,178609,124596117
Tractors,178701,3432412
Buses,178702,40224606
Cars,178703,216583990
Delivery Trucks,178704,112871875
Special purpose motor vehicles,178705,16674645
Motor vehicle (8701 to 8705) chassis fitted with engine,178706,1915014.0000000002
Vehicle Bodies (including cabs) for the motor vehicles (8701 to 8705),178707,18734798
Motor Vehicles; parts & accessories,178708,171063151
Work Trucks,178709,326014
Motorcycles and cycles,178711,3294490
"Bicycles, delivery tricycles, other cycles",178712,13424519
Wheelchairs,178713,135422
Bi-Wheel Vehicle Parts,178714,4303187
Baby Carriages,178715,8464267
"Trailers and semi-trailers, not mechanically propelled vehicles",178716,7712733
Non-powered Aircraft,178801,25700
"Planes, Helicopters, and/or Spacecraft",178802,14292267
"Aircraft parts (gliders, balloons, and powered aircraft)",178803,7423886
Parachutes,178804,332812
Aircraft Launch Gear,178805,4522
Passenger and Cargo Ships,178901,60190860
Fishing Ships,178902,102300
Recreational Boats,178903,2153154
Tug Boats,178904,5328010
Special Purpose Ships,178905,1403813
Other Sea Vessels,178906,82242
Other Floating Structures,178907,4580184
Optical Fibers and optical fibre bundles,189001,814053
Mirrors and Lenses,189002,374031
Eyewear Frames,189003,1373539
Eyewear,189004,2913655
Binoculars and Telescopes,189005,2992441.9999999995
Cameras,189006,312039
Video Cameras,189007,480714
Image Projectors,189008,35627
Photo Lab Equipment,189010,135524
Microscopes,189011,21487
Non-optical Microscopes,189012,50449
LCDs,189013,399673
Compasses,189014,1881235
Surveying Equipment,189015,4547853
Balances,189016,119098
Drafting Tools,189017,1779143
Medical Instruments,189018,9067891
Therapeutic Appliances,189019,772030
Breathing Appliances,189020,632576
Orthopedic Appliances,189021,5109525
X-Ray Equipment,189022,5992434
Instructional Models,189023,763572
Tensile Testing Machines,189024,199644
Hydrometers,189025,1095898
Gas and Liquid Flow Measuring Instruments,189026,2639448
Chemical Analysis Instruments,189027,5648495
Utility Meters,189028,167131
Revolution Counters,189029,311243
Oscilloscopes,189030,2812383
Other Measuring Instruments,189031,4497594
Thermostats,189032,3566010
Opto-Electric Instrument Parts,189033,94604
Precious Metal Watches,189101,2006339
Base Metal Watches,189102,8208746
Clocks with Watch Movements,189103,42117
Dashboard Clocks,189104,87480
Other Clocks,189105,551380
Time Recording Instruments,189106,86649
Time Switches,189107,22908
Watch Movements,189108,1247
Clock Movements,189109,640
Watch Cases and Parts,189111,71561
Watch Straps,189113,24394
Other Clocks and Watches,189114,1374715
Pianos,189201,55552
String Instruments,189202,1243430
Wind Instruments,189205,996119.9999999999
Percussion,189206,1456213
Electric Musical Instruments,189207,5008366
Other Musical Instruments,189208,317567
Musical Instrument Parts,189209,893047
Handguns,199302,1425
Other Firearms,199303,26759
"Spring, Air, and Gas Guns",199304,14823
Weapons Parts and Accessories,199305,176828
Explosive Ammunition,199306,2207
Bladed Weapons and Accessories,199307,13604
Seats,209401,3570042
Medical Furniture,209402,367087
Other Furniture,209403,9548557
Mattresses,209404,10682215
Light Fixtures,209405,4916093
Prefabricated Buildings,209406,8486099
Other toys,209503,57694027
Video and Card Games,209504,3286767
Party Decorations,209505,3662913
Sports Equipment,209506,7666014
Fishing and Hunting Equipment,209507,159972
Fairground Amusements,209508,806910
Worked Ivory and Bone,209601,4863
Vegetable and Mineral Carvings,209602,27035
Brooms,209603,2610130
Hand Sifters,209604,38843
Travel Kits,209605,133736
Buttons,209606,141342
Zippers,209607,389597
Pens,209608,3807620
Pencils and Crayons,209609,493702
Chalkboards,209610,54864
Rubber Stamps,209611,171133
Ink Ribbons,209612,149359
Lighters,209613,945221
Smoking Pipes,209614,151413
Combs,209615,212233
Scent Sprays,209616,35457
Vacuum Flask,209617,11102102.000000002
Mannequins,209618,132807
Sanitary towels (pads),209619,24711016
"Monopods, bipods, tripods and similar articles",209620,5743
Paintings,219701,877511
Prints,219702,55887
Sculptures,219703,1335995
Revenue Stamps,219704,1118
Collector's Items,219705,371870
Antiques,219706,583090
