HS4,HS4 ID,Current Exports Value
Other Aluminium Products,157616,2209630
Raw Lead,157801,34716883
Scrap Lead,157802,617058
Lead Sheets,157804,368166
Other Lead Products,157806,7058164
Raw Zinc,157901,52715
Scrap Waste,157902,69909
Zinc Powder,157903,176813
Zinc Bars,157904,28330
Zinc Sheets,157905,1630
Other Zinc Products,157907,189784
Raw Tin,158001,35946641
Tin Bars,158003,606349
Other Tin Products,158007,22717
Tungsten,158101,567250
Molybdenum,158102,154623
Magnesium,158104,255869
Titanium,158108,197355
Manganese,158111,837224
Other Metals,158112,33055726
Cermets,158113,173398
Garden Tools,158201,515351
Hand Saws,158202,1548878
Hand Tools,158203,1727223
Wrenches,158204,1688438
Other Hand Tools,158205,7095008
Tool Sets,158206,911826
Interchangeable Tool Parts,158207,12835831
Cutting Blades,158208,1817013
Tool Plates,158209,3781
Cooking Hand Tools,158210,459328
Knives,158211,1119876
Razor Blades,158212,160065
Scissors,158213,337921
Other Cutlery,158214,557238
Cutlery Sets,158215,876238
Padlocks,158301,3041032
Metal Mountings,158302,12467430
Safes,158303,131481
Filing Cabinets,158304,3656
Metal Office Supplies,158305,281089
Bells and Other Metal Ornaments,158306,433010
Flexible Metal Tubing,158307,233589
Other Metal Fasteners,158308,232542
Metal Stoppers,158309,26653188
Metal Signs,158310,48855
Coated Metal Soldering Products,158311,5244459
Nuclear Reactors,168401,3429
Steam Boilers,168402,53325
Central Heating Boilers,168403,667732
Boiler Plants,168404,19491
Water and Gas Generators,168405,1606979
Steam Turbines,168406,75859
Spark-Ignition Engines,168407,4665917
Combustion Engines,168408,20497017
Engine Parts,168409,5502013
Hydraulic Turbines,168410,612571
Gas Turbines,168411,9407675
Other Engines,168412,6054690
Liquid Pumps,168413,37530956
Air Pumps,168414,15210989
Air Conditioners,168415,4940110
Liquid Fuel Furnaces,168416,179820
Industrial Furnaces,168417,601682
Refrigerators,168418,29208397
Other Heating Machinery,168419,13914928
Rolling Machines,168420,11218
Centrifuges,168421,16477284
Washing and Bottling Machines,168422,17368820
Scales,168423,4580635
Liquid Dispersing Machines,168424,4852745
Pulley Systems,168425,3964192
Cranes,168426,16202045
Fork-Lifts,168427,3999506
Lifting Machinery,168428,4709082
Large Construction Vehicles,168429,29233772
Other Construction Vehicles,168430,17832907
Excavation Machinery,168431,79473437
Soil Preparation Machinery,168432,709328
Harvesting Machinery,168433,4644573
Dairy Machinery,168434,59120
Fruit Pressing Machinery,168435,443943
Other Agricultural Machinery,168436,1080978
Mill Machinery,168437,248281
Industrial Food Preperation Machinery,168438,3615390
Papermaking Machines,168439,481349
Book-binding Machines,168440,1472612
Other Paper Machinery,168441,1110853
Print Production Machinery,168442,127943
Industrial Printers,168443,15004354
Artificial Textile Machinery,168444,17518
Textile Fiber Machinery,168445,1141301
Looms,168446,86700
Knitting Machines,168447,158693
Knitting Machine Accessories,168448,365280
Felt Machinery,168449,8603
Household Washing Machines,168450,17775878
Textile Processing Machines,168451,690188
Sewing Machines,168452,1499492
Leather Machinery,168453,34888
Casting Machines,168454,379783
Metal-Rolling Mills,168455,90532
Non-Mechanical Removal Machinery,168456,319395
Metalworking Transfer Machines,168457,10561
Metal Lathes,168458,62337
Drilling Machines,168459,210461
Metal Finishing Machines,168460,558320
Metalworking Machines,168461,50992
Forging Machines,168462,874237
Other Non-Metal Removal Machinery,168463,627873
Stone Working Machines,168464,413775
Woodworking machines,168465,2946927
Metalworking Machine Parts,168466,757221
Motor-working Tools,168467,13683698
Soldering and Welding Machinery,168468,1261070
Calculators,168470,1099624
Computers,168471,58830060
Other Office Machines,168472,698983
Office Machine Parts,168473,5447301
Stone Processing Machines,168474,70504722
Glass Working Machines,168475,174993
Vending Machines,168476,68986
Rubberworking Machinery,168477,2659045
Tobacco Processing Machines,168478,1809431
Machinery Having Individual Functions,168479,21924614
Metal Molds,168480,2390166
Valves,168481,23235779
Ball Bearings,168482,1912395
Transmissions,168483,9540892
Gaskets,168484,622871
"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays",168486,121057
"Machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features, not specified or included elsewhere in this Chapter.",168487,870939
Electric Motors,168501,7201960
Electric Generating Sets,168502,4749169
Electric Motor Parts,168503,1129205
Electrical Transformers,168504,12190679
Electromagnets,168505,978492
Batteries,168506,4735221
Electric Batteries,168507,4480378
Vacuum Cleaners,168508,605380
Other Domestic Electric Housewares,168509,10098129
Hair Trimmers,168510,3500543
Electrical Ignitions,168511,3389383
Electrical Lighting and Signalling Equipment,168512,834697.9999999999
Portable Lighting,168513,4452175.000000001
Electric Furnaces,168514,253822
Electric Soldering Equipment,168515,11079975
Electric Heaters,168516,10740807
Telephones,168517,95250327
Microphones and Headphones,168518,17083764
Sound Recording Equipment,168519,321364
Video Recording Equipment,168521,806509
Audio and Video Recording Accessories,168522,79172
Blank Audio Media,168523,3441007
Broadcasting Equipment,168525,3408810
Navigation Equipment,168526,2549862
Radio Receivers,168527,11693731.000000002
Video Displays,168528,30194100
Broadcasting Accessories,168529,2658194
Traffic Signals,168530,82202
Audio Alarms,168531,3821865
Electrical Capacitors,168532,117951
Electrical Resistors,168533,673076
Printed Circuit Boards,168534,483123
High-voltage Protection Equipment,168535,2383083
Low-voltage Protection Equipment,168536,10791204
Electrical Control Boards,168537,5576981
Electrical Power Accessories,168538,2974513
Electric Filament,168539,4974063
Cathode Tubes,168540,193279
Semiconductor Devices,168541,3999423
Integrated Circuits,168542,1787235
Other Electrical Machinery,168543,6217164
Insulated Wire,168544,41656436
Carbon-based Electronics,168545,419777
Electrical Insulators,168546,5467245
Metal Insulating Fittings,168547,89791
Electrical Parts,168548,257667.00000000003
Electric Locomotives,178601,351
Self-Propelled Rail Transport,178603,84711
Railway Passenger Cars,178605,4608.000000000001
Railway Freight Cars,178606,9216.000000000002
Locomotive Parts,178607,1060779
Railway Track Fixtures,178608,1209335.9999999998
Railway Cargo Containers,178609,2207079
Tractors,178701,4461025
Buses,178702,3649719
Cars,178703,156742101
Delivery Trucks,178704,100281252
Special purpose motor vehicles,178705,15999724
Motor vehicle (8701 to 8705) chassis fitted with engine,178706,1853470
Vehicle Bodies (including cabs) for the motor vehicles (8701 to 8705),178707,16408461.999999998
Motor Vehicles; parts & accessories,178708,110751114
Work Trucks,178709,128734
Motorcycles and cycles,178711,3384794
"Bicycles, delivery tricycles, other cycles",178712,14070946
Wheelchairs,178713,124677.99999999999
Bi-Wheel Vehicle Parts,178714,6049806
Baby Carriages,178715,3892190
"Trailers and semi-trailers, not mechanically propelled vehicles",178716,7981221
"Planes, Helicopters, and/or Spacecraft",178802,444282130
"Aircraft parts (gliders, balloons, and powered aircraft)",178803,6436472
Parachutes,178804,253536
Aircraft Launch Gear,178805,201130
Passenger and Cargo Ships,178901,32088258
Fishing Ships,178902,1901535
Recreational Boats,178903,864681
Tug Boats,178904,5451954.000000001
Special Purpose Ships,178905,87484
Other Sea Vessels,178906,102514
Other Floating Structures,178907,2362735
Optical Fibers and optical fibre bundles,189001,1067092
Mirrors and Lenses,189002,590005
Eyewear Frames,189003,1252933
Eyewear,189004,2687582
Binoculars and Telescopes,189005,2590546
Cameras,189006,386773
Video Cameras,189007,318243
Image Projectors,189008,8741
Photo Lab Equipment,189010,174988
Microscopes,189011,322839
Non-optical Microscopes,189012,41267
LCDs,189013,337990
Compasses,189014,988491
Surveying Equipment,189015,4587074
Balances,189016,152761
Drafting Tools,189017,1616236
Medical Instruments,189018,9669211
Therapeutic Appliances,189019,1897505
Breathing Appliances,189020,1410112
Orthopedic Appliances,189021,3497028
X-Ray Equipment,189022,5685060
Instructional Models,189023,425351
Tensile Testing Machines,189024,163484
Hydrometers,189025,971028
Gas and Liquid Flow Measuring Instruments,189026,1579306
Chemical Analysis Instruments,189027,6983965
Utility Meters,189028,274366
Revolution Counters,189029,709411
Oscilloscopes,189030,1747513
Other Measuring Instruments,189031,4267336
Thermostats,189032,4112416
Opto-Electric Instrument Parts,189033,196539
Precious Metal Watches,189101,1189710
Base Metal Watches,189102,4038345
Clocks with Watch Movements,189103,57981
Dashboard Clocks,189104,312993
Other Clocks,189105,328599
Time Recording Instruments,189106,46037
Time Switches,189107,6257
Watch Movements,189108,106
Clock Movements,189109,5732
Watch Cases and Parts,189111,80556
Clock Cases and Parts,189112,1992
Watch Straps,189113,5643
Other Clocks and Watches,189114,1453161
Pianos,189201,35642
String Instruments,189202,482673
Wind Instruments,189205,302826
Percussion,189206,716678
Electric Musical Instruments,189207,2567535
Other Musical Instruments,189208,23972
Musical Instrument Parts,189209,473122
"Spring, Air, and Gas Guns",199304,57.99999999999999
Weapons Parts and Accessories,199305,280116
Bladed Weapons and Accessories,199307,10820
Seats,209401,3615385
Medical Furniture,209402,978936.0000000001
Other Furniture,209403,7272380
Mattresses,209404,9092480
Light Fixtures,209405,4035049
Prefabricated Buildings,209406,6663294
Other toys,209503,39546571
Video and Card Games,209504,3909594
Party Decorations,209505,1727849
Sports Equipment,209506,8223750
Fishing and Hunting Equipment,209507,105597
Fairground Amusements,209508,122198
Worked Ivory and Bone,209601,13.000000000000002
Vegetable and Mineral Carvings,209602,12108
Brooms,209603,2045713
Hand Sifters,209604,16517
Travel Kits,209605,15414
Buttons,209606,260623
Zippers,209607,306400
Pens,209608,2288653
Pencils and Crayons,209609,950514
Chalkboards,209610,28081
Rubber Stamps,209611,119596
Ink Ribbons,209612,243808.00000000003
Lighters,209613,468035
Smoking Pipes,209614,6079
Combs,209615,198922
Scent Sprays,209616,15000
Vacuum Flask,209617,3405763
Mannequins,209618,76723
Sanitary towels (pads),209619,13796343
"Monopods, bipods, tripods and similar articles",209620,11236
Paintings,219701,1030207
Prints,219702,111638
Sculptures,219703,1636230
Revenue Stamps,219704,10416
Collector's Items,219705,731500
Antiques,219706,355915
