HS4,HS4 ID,Current Exports Value
Rapeseed,21205,14025584
Sunflower Seeds,21206,34496563
Other Oily Seeds,21207,9556162
Oil Seed Flower,21208,1112246
Sowing Seeds,21209,247515849
Hops,21210,20953
Perfume Plants,21211,38361608
"Locust beans, seaweed, sugar beet, cane, for food",21212,117852338
Forage Crops,21214,11742664
Insect Resins,21301,124449
Vegetable Saps,21302,115057764
Vegetable Plaiting Materials,21401,1146150
Other Vegetable Products,21404,28321940
Pig and Poultry Fat,31501,186584
"Bovine, Sheep, and Goat Fat",31502,1219536
Fish Oil,31504,213676875
Wool Grease,31505,7954
Other Animal Fats,31506,80030
Soybean Oil,31507,2493744
Ground Nut Oil,31508,512
Pure Olive Oil,31509,56579662
Olive Oil,31510,4045
Palm Oil,31511,305212
Seed Oils,31512,759248
Coconut Oil,31513,51764
Rapeseed Oil,31514,2045206
Other Pure Vegetable Oils,31515,10876825
Other Vegetable Oils,31516,45074348
Margarine,31517,4074967
Inedible Fats and Oils,31518,85783049
Glycerol,31520,43718
Vegetable waxes and beeswax,31521,152829.00000000003
Sausages,41601,23127
Other Prepared Meat,41602,47436768
Animal Extracts,41603,64861.99999999999
Processed Fish,41604,83910625
Processed Crustaceans,41605,365676403
Raw Sugar,41701,468964
Other Sugars,41702,19543160
Molasses,41703,3752
Confectionery Sugar,41704,8717735
Cocoa Beans,41801,56872.00000000001
Cocoa Paste,41803,115
Cocoa Butter,41804,192845
Cocoa Powder,41805,1999
Chocolate,41806,23954328
Malt Extract,41901,176622781
Pasta,41902,9378721
Prepared Cereals,41904,36706749
Baked Goods,41905,12993162
Pickled Foods,42001,129924.00000000001
Processed Tomatoes,42002,152937064
Processed Mushrooms,42003,476076
Other Frozen Vegetables,42004,467816
Other Processed Vegetables,42005,4077696
Sugar Preserved Foods,42006,821966
Jams,42007,129094634
Other Processed Fruits and Nuts,42008,153429747
Fruit Juice,42009,265056766
Coffee and Tea Extracts,42101,35310077
Yeast,42102,1366714
Sauces and Seasonings,42103,11608698
Soups and Broths,42104,27037426.000000004
Ice Cream,42105,901709
Other Edible Preparations,42106,141098922
Water,42201,81594
Flavored Water,42202,2505497
Beer,42203,1148879
Wine,42204,1985506839
Vermouth,42205,3931684
Other Fermented Beverages,42206,787693.9999999999
Alcohol > 80% ABV,42207,3996546
Hard Liquor,42208,16710160
Vinegar,42209,453435
Animal Meal and Pellets,42301,421743573
Bran,42302,6313497
Starch Residue,42303,8254576
Soybean Meal,42304,4896848
Other Vegetable Residues,42306,2183823
Wine Lees,42307,478387
Other Vegetable Residues and Waste,42308,833772
Animal Food,42309,53785861
Raw Tobacco,42401,425289
Rolled Tobacco,42402,45675430
Processed Tobacco,42403,513477.99999999994
Salt,52501,168121105
Sulphur,52503,270570
Graphite,52504,141
Sand,52505,799343
Quartz,52506,179011
Kaolin,52507,59486
Clays,52508,209998
Chalk,52509,2773.0000000000005
Calcium Phosphates,52510,606
Barium Sulphate,52511,65562
Siliceous Fossil Meals,52512,773349
Pumice,52513,15069.999999999998
"Marble, Travertine and Alabaster",52515,225449
Granite,52516,6021.999999999999
Gravel and Crushed Stone,52517,109558
Dolomite,52518,1728.0000000000002
Magnesium Carbonate,52519,119470
Gypsum,52520,141710
Quicklime,52522,161542
Cement,52523,7116647
Mica,52525,2052
Soapstone,52526,29444
Borax,52528,10336617
Feldspar,52529,11474
Other Mineral,52530,728647
Iron Ore,52601,2552739806
Manganese Ore,52602,182911
Copper Ore,52603,29659500278
Cobalt Ore,52605,206.00000000000003
Aluminium Ore,52606,3144
Lead Ore,52607,62895271
Zinc Ore,52608,224474827
Tin Ores,52609,380518
Chromium Ore,52610,36104
Tungsten Ore,52611,955940
Molybdenum Ore,52613,1691406644
"Niobium, Tantalum, Vanadium and Zirconium Ore",52615,55505
Precious Metal Ore,52616,67147200
Other Ores,52617,7432
Granulated Slag,52618,270207
Slag Dross,52619,8767
"Non-Iron and Steel Slag, Ash and Residues",52620,73305695
Other Slag and Ash,52621,5720
Coal Briquettes,52701,4547720
Peat,52703,131983
Coke,52704,25970027
Coal Tar Oil,52707,1727
Crude Petroleum,52709,97
Refined Petroleum,52710,351672996
Petroleum Gas,52711,169161029
Petroleum Jelly,52712,136307
Petroleum Coke,52713,7670498
Bitumen and asphalt,52714,363328
Asphalt Mixtures,52715,3243554
Halogens,62801,621551718
Sulfur,62802,16551
Carbon,62803,49945.00000000001
Hydrogen,62804,5633425
"Alkali, alkaline-earth, rare-earth metals, scandium, yttrium, and mercury",62805,1294
Hydrochloric Acid,62806,1107427
Sulfuric Acid,62807,632117
Nitric Acids,62808,3901093
Phosphoric Acid,62809,75356
Boron,62810,54151601
Other Inorganic Acids,62811,964523
Halides,62812,2621
Nonmetal Sulfides,62813,3319555
Ammonia,62814,795896.0000000001
Sodium or Potassium Peroxides,62815,17473
Magnesium Hydroxide and Peroxide,62816,18333
Zinc Oxide and Peroxide,62817,20822
Aluminium Oxide,62818,4235
Chromium Oxides and Hydroxides,62819,348109.00000000006
Manganese Oxides,62820,14296
Iron Oxides and Hydroxides,62821,13444
Titanium Oxides,62823,35092
Lead Oxides,62824,37896
Inorganic Salts,62825,418482909
Fluorides,62826,25298.000000000004
Chlorides,62827,44835171
Hypochlorites,62828,6115
Chlorates and Perchlorates,62829,10766204
Sulfides,62830,623619.0000000001
Dithionites and Sulfoxylates,62831,123792
Sulfites,62832,176680
Sulfates,62833,24270336
Nitrites and Nitrates,62834,383587156
Phosphinates (hypophosphites) and phosphonates (phosphites),62835,1871745.0000000002
Carbonates,62836,913323419
Cyanides,62837,37270
Silicates,62839,239490
Borates,62840,92269
Oxometallic or Peroxometallic Acid Salts,62841,44095053
Other Inorganic Acids Salts,62842,78858
Precious Metal Compounds,62843,2189040
Radioactive Chemicals,62844,7357.999999999999
Rare-Earth Metal Compounds,62846,109
Hydrogen peroxide,62847,11061
Carbides,62849,85185
Hydrides and other anions,62850,13564
"Compounds, inorganic or organic, of mercury, excluding amalgams",62852,484
Other inorganic compounds,62853,2428659
Acyclic Hydrocarbons,62901,2917183
Cyclic Hydrocarbons,62902,4038812
Halogenated Hydrocarbons,62903,50196
"Sulfonated, Nitrated or Nitrosated Hydrocarbons",62904,2322087
"Acyclic alcohol derivatives (halogenated, sulphonated, nitrated)",62905,287288222
Cyclic Alcohols,62906,130300
Phenols,62907,205276
Phenol Derivatives,62908,101383
Ethers,62909,325913
Epoxides,62910,22531
Acetals and Hemiacetals,62911,4416
"Aldehydes, cyclic polymers, and paraformaldehyde",62912,35945
Ketones and Quinones,62914,206490
Saturated Acyclic Monocarboxylic Acids,62915,1695071
Unsaturated Acyclic Monocarboxylic Acids,62916,250152
Polycarboxylic Acids,62917,35810320
Carboxylic Acids,62918,8099737
Phosphoric Esters and Salts,62919,15959.000000000002
Other Esters,62920,4789178
Amine Compounds,62921,368242
Oxygen Amino Compounds,62922,435363
Quaternary Ammonium Salts and Hydroxides,62923,231530
Carboxyamide Compounds,62924,96507
Carboxyimide Compounds,62925,160253
Nitrile Compounds,62926,148459
"Diazo, Azo or Aoxy Compounds",62927,10203
Hydrazine or Hydroxylamine Derivatives,62928,4623
Other Nitrogen Compounds,62929,638005
Organo-Sulfur Compounds,62930,1754281
Other Organo-Inorganic Compounds,62931,2622436
Oxygen Heterocyclic Compounds,62932,941536
Nitrogen Heterocyclic Compounds,62933,617003
Nucleic Acids,62934,1503937
Sulfonamides,62935,57.99999999999999
Vitamins,62936,2075412
Hormones,62937,134704
Glycosides,62938,66902818
Vegetable Alkaloids,62939,2724.9999999999995
Chemically Pure Sugars,62940,63116
Antibiotics,62941,46679
Other Organic Compounds,62942,10313282
Glands and Other Organs,63001,116265
"Vaccines, blood, antisera, toxins and cultures",63002,6266313
Unpackaged Medicaments,63003,3537869
Packaged Medicaments,63004,187439045
Bandages,63005,127842
Special Pharmaceuticals,63006,10745298
Animal or Vegetable Fertilizers,63101,6985623
Nitrogenous Fertilizers,63102,126556809
Phosphatic Fertilizers,63103,139264
Potassic Fertilizers,63104,249695188
Mixed Mineral or Chemical Fertilizers,63105,235938430
Vegetable Tanning Extracts,63201,89646
Synthetic Tanning Extracts,63202,65620
Vegetable or Animal Dyes,63203,931621
Synthetic Coloring Matter,63204,3749193
Lake Pigments,63205,66766
Other Coloring Matter,63206,16300884
Prepared Pigments,63207,55999
Nonaqueous Paints,63208,3168926
Aqueous Paints,63209,2916629
Other Paints,63210,142893
Prepared Paint Driers,63211,11085
Nonaqueous Pigments,63212,2512815
Artistry Paints,63213,29565
Glaziers Putty,63214,10013870
Ink,63215,6619274
Essential Oils,63301,1993539
Scented Mixtures,63302,17723023
Perfumes,63303,15900605
Beauty Products,63304,25642045
Hair Products,63305,9890756
Dental Products,63306,1563317
Shaving Products,63307,10530141
Soap,63401,4372095
Cleaning Products,63402,6147102
Lubricating Products,63403,5998177
Waxes,63404,336900
Polishes and Creams,63405,1331995
Candles,63406,140727
Pastes and Waxes,63407,67520
Casein,63501,10262
Water Soluble Proteins,63502,4582
Gelatin,63503,12644
Peptones,63504,7319059
Dextrins,63505,159575
Glues,63506,14349734
Enzymes,63507,3534186
Propellant Powders,63601,76524
Prepared Explosives,63602,6739793
Detonating Fuses,63603,28477413
Fireworks,63604,14510
Matches,63605,5388065
Pyrophoric Alloys,63606,186476.00000000003
Photographic Plates,63701,243641
Photographic Film,63702,146
Photographic Paper,63703,191641.00000000003
Undeveloped Exposed Photographic Material,63704,934
Developed Exposed Photographic Material,63705,70
"Motion-picture film, exposed and developed",63706,117
Photographic Chemicals,63707,88448
Artificial Graphite,63801,46770
Activated Carbon,63802,9182410
Wood Pulp Lyes,63804,46218
Turpentine,63805,6537
Rosin,63806,32968
Pesticides,63808,73876124
Dyeing Finishing Agents,63809,701329
Metal Pickling Preparations,63810,708289
Antiknock,63811,389306
Prepared Rubber Accelerators,63812,4323248
Fire Extinguishers Preparations,63813,11687
Organic Composite Solvents,63814,359213
Reaction and Catalytic Products,63815,1259688
Refractory Cements,63816,847161.0000000001
Disc Chemicals for Electronics,63818,13053
Hydraulic Brake Fluid,63819,473249
Antifreeze,63820,1241042
Micro-Organism Culture Preparations,63821,217662
Laboratory Reagents,63822,6755053
"Industrial Fatty Acids, Oils and Alcohols",63823,1479971
Prepr binder for foundry,63824,33189466
Residual products of the chemical or allied industries,63825,45
Biodiesel and mixtures thereof,63826,7992.000000000001
Ethylene Polymers,73901,9097668
Propylene Polymers,73902,96380401
Styrene Polymers,73903,5077602
Vinyl Chloride Polymers,73904,3353753
Other Vinyl Polymers,73905,2464841
Acrylic Polymers,73906,5151471
Polyacetals,73907,9958544
Polyamides,73908,410874
Amino-resins,73909,6276843
Silicone,73910,617687
Petroleum Resins,73911,935520
Cellulose,73912,1205858
Natural Polymers,73913,23568247
Polymer Ion-Exchangers,73914,31369
Scrap Plastic,73915,5723088
Monofilament,73916,13574062
Plastic Pipes,73917,50328504
Plastic Floor Coverings,73918,355137
Self-adhesive Plastics,73919,49163511
Raw Plastic Sheeting,73920,99424094
Other Plastic Sheetings,73921,18047589
Plastic Wash Basins,73922,225349
Plastic Lids,73923,69124439
Plastic Housewares,73924,6783309
Plastic Building Materials,73925,7061090
Other Plastic Products,73926,20284545
Rubber,74001,738888
Synthetic Rubber,74002,973068
Reclaimed Rubber,74003,834229
Scrap Rubber,74004,175046
Compounded Unvulcanised Rubber,74005,1882432
Unvulcanised Rubber Products,74006,109289
Rubber Thread,74007,13877
Rubber Sheets,74008,197731
Rubber Pipes,74009,3256598
Rubber Belting,74010,3279673
Rubber Tires,74011,412108122
Used Rubber Tires,74012,858970
Rubber Inner Tubes,74013,988033
Pharmaceutical Rubber Products,74014,30981
Rubber Apparel,74015,6239134
Other Rubber Products,74016,4841113
Hard Rubber,74017,128082.00000000001
Equine and Bovine Hides,84101,6815150
Sheep Hides,84102,992176.0000000001
Other Hides and Skins,84103,6454
Tanned Equine and Bovine Hides,84104,10293284
Tanned Sheep Hides,84105,89836
Tanned Goat Hides,84106,39788.00000000001
Leather of Other Animals,84107,10879189
Leather further prepared after tanning or crusting of animals (other than ovine),84113,70923.99999999999
Chamois (including combination chamois) leather,84114,1233572
Composition leather with a basis of leather or leather fibre,84115,554
Saddlery,84201,217407
Trunks and Cases,84202,12035510
Leather Apparel,84203,629683
Other Leather Articles,84205,46848
Raw Furskins,84301,81352.99999999999
Tanned Furskins,84302,580
Furskin Apparel,84303,563135
Artificial Fur,84304,9142.000000000002
Fuel Wood,94401,271245978
Wood Charcoal,94402,1173
Rough Wood,94403,32033082
Wood Stakes,94404,310403
Wood Wool,94405,216046
Sawn Wood,94407,959375887
Veneer Sheets,94408,18989031
Shaped Wood,94409,360382101
Particle Board,94410,96260146
Wood Fiberboard,94411,398940348
Plywood,94412,438850166
Densified Wood,94413,20592
Wood Frames,94414,210659
Wood Crates,94415,7842288
Wood Barrels,94416,9611892
Wooden Tool Handles,94417,4909398
Wood Carpentry,94418,111414398.00000001
Wood Kitchenware,94419,346213
Wood Ornaments,94420,168216
Other Wood Articles,94421,11834021
Raw Cork,94501,1310
Debacked Cork,94502,134
Natural Cork Articles,94503,686550
Agglomerated Cork,94504,8299130.000000001
Basketwork,94602,70863
Mechanical Wood Pulp,104701,2075883
Dissolving Grades Chemical Woodpulp,104702,324727471
Sulfate Chemical Woodpulp,104703,2547108064
Sulfite Chemical Woodpulp,104704,2613067.9999999995
Semi chemical Woodpulp,104705,4395804
Recovered Paper Pulp,104706,21933509
Recovered Paper,104707,6808645
Newsprint,104801,2301845
Uncoated Paper,104802,6978869
Tissue,104803,10823243
Kraft Paper,104804,55267207
Other Uncoated Paper,104805,24179102
Vegetable Parchment,104806,121339
Composite Paper,104807,570154.9999999999
Corrugated Paper,104808,1749514.9999999998
Carbon Paper,104809,105482
Kaolin Coated Paper,104810,358075237
Cellulose Fibers Paper,104811,29965905
Paper Pulp Filter Blocks,104812,101700.99999999999
Cigarette Paper,104813,338342
Wallpaper,104814,1182959
Other Carbon Paper,104816,434313
Letter Stock,104817,192162
Toilet Paper,104818,4310091
Paper Containers,104819,32833547
Paper Notebooks,104820,850430
Paper Labels,104821,3419207
Paper Spools,104822,31622
Shaped Paper,104823,6077692
Brochures,104901,2020342
Newspapers,104902,439129
Children's Picture Books,104903,52512
Maps,104905,12112.999999999998
Architectural Plans,104906,208462
Documents of title (bonds etc) and unused stamps,104907,440912
Decals,104908,90000
Postcards,104909,71068
Calendars,104910,11057
Other Printed Material,104911,7197516
Silk Fabrics,115007,22377
Wool,115101,15238012
Wool or Animal Hair Waste,115103,126894
Garnetted Wool or Animal Hair,115104,2666.0000000000005
Prepared Wool or Animal Hair,115105,1927980
Non-Retail Carded Wool Yarn,115106,2
Non-Retail Combed Wool Yarn,115107,131227
Non-Retail Animal Hair Yarn,115108,117
Retail Wool or Animal Hair Yarn,115109,256356
Carded Wool or Animal Hair Fabric,115111,854982
Combed Wool or Animal Hair Fabric,115112,13220501
Horsehair Fabric,115113,1373.0000000000002
Cotton Waste,115202,1333
Prepared Cotton,115203,1600
Cotton Sewing Thread,115204,27099
Non-Retail Pure Cotton Yarn,115205,80224
Non-Retail Mixed Cotton Yarn,115206,3069
Retail Cotton Yarn,115207,24115
Light Pure Woven Cotton,115208,201789.00000000003
Heavy Pure Woven Cotton,115209,1345018
Light Mixed Woven Cotton,115210,498660
Heavy Mixed Woven Cotton,115211,2689165
Other Cotton Fabrics,115212,36712
Coconut and Other Vegetable Fibers,115305,43553
Flax Yarn,115306,15845
Jute Yarn,115307,3464
Flax Woven Fabric,115309,876367
Jute Woven Fabric,115310,1
Other Vegetable Fibers Fabric,115311,5693
Artificial Filament Sewing Thread,115401,158334
Non-Retail Synthetic Filament Yarn,115402,260395
Non-Retail Artificial Filament Yarn,115403,287039
Synthetic Monofilament,115404,8615
Retail Artificial Filament Yarn,115406,1238
Synthetic Filament Yarn Woven Fabric,115407,37215531
Artificial Filament Yarn Woven Fabric,115408,1026602
Synthetic Filament Tow,115501,7237.000000000001
Artificial Filament Tow,115502,106876
Unprocessed Synthetic Staple Fibers,115503,333734
Unprocessed Artificial Staple Fibers,115504,207
Artificial Fibers Waste,115505,124715
Non-Retail Artificial Staple Fibers Sewing Thread,115508,265335
Non-Retail Synthetic Staple Fibers Yarn,115509,863612
Non-Retail Artificial Staple Fibers Yarn,115510,6457.000000000001
Retail Artificial Staple Fibers Yarn,115511,317557
Synthetic Fabrics,115512,13317449
Light Synthetic Cotton Fabrics,115513,4798098
Heavy Synthetic Cotton Fabrics,115514,863349
Other Synthetic Fabrics,115515,768470
Woven Fabric of Synthetic Staple Fibers,115516,23979383
Wadding,115601,1669673
Felt,115602,146452.99999999997
Non-woven Textiles,115603,10187080
Rubber Textiles,115604,59255
Metallic Yarn,115605,1466
Gimp Yarn,115606,9481
Twine and Rope,115607,744390
"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",115608,2811982
Other Articles of Twine and Rope,115609,118129
Knotted Carpets,115701,731926
Hand-Woven Rugs,115702,461597
Tufted Carpets,115703,13450601.999999998
Felt Carpets,115704,634426
Other Carpets,115705,2652660
Woven Fabrics,115801,147713
Terry Fabric,115802,322777
Gauze,115803,12824
Tulles and Net Fabric,115804,65938
Hand-Woven Tapestries,115805,11800
Narrow Woven Fabric,115806,575207
Labels,115807,44960
Ornamental Trimmings,115808,119238
Metallic Fabric,115809,359
Embroidery,115810,216682
Quilted Textiles,115811,366626
Gum Coated Textile Fabric,115901,211641
Polyamide Fabric,115902,377343
Plastic Coated Textile Fabric,115903,3851767
Linoleum,115904,33499
Textile Wall Coverings,115905,26077.999999999996
Rubber Textile Fabric,115906,378766
Coated Textile Fabric,115907,22168
Textile Wicks,115908,587421
Hose Piping Textiles,115909,89868
Conveyor Belt Textiles,115910,84076.00000000001
Textiles for technical uses,115911,1520307
Pile Fabric,116001,983209
Light Rubberized Knitted Fabric,116002,158314
Knitted or crocheted fabrics of a width not exceeding 30 cm,116003,221032
Knitted or crocheted fabrics of a width exceeding 30 cm,116004,98036
Warp knit fabrics (including those made on galloon knitting machines),116005,9376187
Other knitted or crocheted fabrics.,116006,1833587
Knit Men's Coats,116101,135339
Knit Women's Coats,116102,36546
Knit Men's Suits,116103,4699395
Knit Women's Suits,116104,2919721
Knit Men's Shirts,116105,1455206
Knit Women's Shirts,116106,166144
Knit Men's Undergarments,116107,2519431
Knit Women's Undergarments,116108,2734475
Knit T-shirts,116109,9677484
Knit Sweaters,116110,9140550
Knit Babies' Garments,116111,918594
Knit Active Wear,116112,1895136
Garments of Impregnated Fabric,116113,58278
Other Knit Garments,116114,113664
Knit Socks and Hosiery,116115,19307724
Knit Gloves,116116,1434582
Other Knit Clothing Accessories,116117,173832
Non-Knit Men's Coats,116201,12819624
Non-Knit Women's Coats,116202,14018227
Non-Knit Men's Suits,116203,9550381
Non-Knit Women's Suits,116204,14433991
Non-Knit Men's Shirts,116205,400126
Non-Knit Women's Shirts,116206,2410950
Non-Knit Men's Undergarments,116207,3613555
Non-Knit Women's Undergarments,116208,3221319
Non-Knit Babies' Garments,116209,201963
Felt or Coated Fabric Garments,116210,2436546
Non-Knit Active Wear,116211,1869266
Other Women's Undergarments,116212,7576863
Handkerchiefs,116213,11967
Scarves,116214,587200
Neck Ties,116215,360421
Non-Knit Gloves,116216,321157
Other Non-Knit Clothing Accessories,116217,229815
Blankets,116301,9313267
House Linens,116302,15446049
Window Dressings,116303,2286701
Bedspreads,116304,1748011
Packing Bags,116305,2182744
"Awnings, Tents, and Sails",116306,2220907
Other Cloth Articles,116307,11548852
Packaged Sewing Sets,116308,119439
Used Clothing,116309,20497187.999999996
Textile Scraps,116310,82057
Waterproof Footwear,126401,581277
Rubber Footwear,126402,43954012
Leather Footwear,126403,2003364
Textile Footwear,126404,33478761.999999996
Other Footwear,126405,769434
Footwear Parts,126406,45950
Hat Shapes,126502,3462.9999999999995
Hats,126504,708838.9999999999
Knitted Hats,126505,510774
Other Headwear,126506,839489
Headbands and Linings,126507,264188
Umbrellas,126601,1491342
Walking Sticks,126602,21440
Umbrella and Walking Stick Accessories,126603,21552
Artificial Vegetation,126702,978022
Processed Hair,126703,5759
Fake Hair,126704,265213
Building Stone,136802,16845
Worked Slate,136803,14712
Milling Stones,136804,4333686
Abrasive Powder,136805,1023358
Rock Wool,136806,844555
Asphalt,136807,11878
Vegetable Fiber,136808,181296
Plaster Articles,136809,863744
Cement Articles,136810,1022721
Asbestos Cement Articles,136811,634437
Asbestos Fibres,136812,297944
Friction Material,136813,2042028
Processed Mica,136814,1831
Other Stone Articles,136815,4718370
Bricks,136901,6261
Refractory Bricks,136902,332897
Refractory Ceramics,136903,1292513
Ceramic Bricks,136904,26301
Roofing Tiles,136905,1747
Ceramic Pipes,136906,16141
Unglazed Ceramics,136907,106665
Laboratory Ceramic Ware,136909,185537
Bathroom Ceramics,136910,641227
Porcelain Tableware,136911,308443
Ceramic Tableware,136912,4223288
Ornamental Ceramics,136913,250876
Other Ceramic Articles,136914,115879
Glass Scraps,137001,2
Glass Balls,137002,25940.999999999996
Cast or Rolled Glass,137003,28699
Blown Glass,137004,16472
Float Glass,137005,248763
Glass with Edge Workings,137006,40438
Safety Glass,137007,10107964
Insulating Glass,137008,1788876
Glass Mirrors,137009,382276
Glass Bottles,137010,81811529
Glass Bulbs,137011,16597
Interior Decorative Glassware,137013,2516235
Eyewear and Clock Glass,137015,914
Glass Bricks,137016,100656
Laboratory Glassware,137017,177358
Glass Beads,137018,18745
Glass Fibers,137019,638106
Other Glass Articles,137020,212268
Precious Stones,147103,710775
Synthetic Reconstructed Jewellery Stones,147104,2683
Precious Stone Dust,147105,2756.9999999999995
Silver,147106,372127533
Gold,147108,892489085
Platinum,147110,8869681
Precious Metal Scraps,147112,38262452
Jewellery,147113,946186
Metal-Clad Products,147114,6456
Other Precious Metal Products,147115,28696921
Pearl Products,147116,9372
Imitation Jewellery,147117,792068
Coin,147118,12568
Pig Iron,157201,4408339
Ferroalloys,157202,331518603
Iron Reductions,157203,64
Scrap Iron,157204,83507416
Iron Powder,157205,126897
Semi-Finished Iron,157207,44801
Hot-Rolled Iron,157208,640510
Cold-Rolled Iron,157209,861746
Coated Flat-Rolled Iron,157210,550214
Large Flat-Rolled Iron,157211,283779
Large Coated Flat-Rolled Iron,157212,5766111
Hot-Rolled Iron Bars,157213,23838993
Raw Iron Bars,157214,6865030.999999999
Other Iron Bars,157215,179713
Iron Blocks,157216,3370286
Iron Wire,157217,3167762
Stainless Steel Ingots,157218,5962.999999999999
Large Flat-Rolled Stainless Steel,157219,1723996
Flat-Rolled Stainless Steel,157220,87
Hot-Rolled Stainless Steel Bars,157221,148981
Other Stainless Steel Bars,157222,629837
Stainless Steel Wire,157223,1514834.9999999998
Flat Flat-Rolled Steel,157225,1058857
Flat-Rolled Iron,157226,5535
Steel Bars,157227,2404894
Other Steel Bars,157228,237697474
Steel Wire,157229,529
Iron Sheet Piling,157301,19542
Iron Railway Products,157302,203891
Cast Iron Pipes,157303,176611
Iron Pipes,157304,8333744
Other Large Iron Pipes,157305,2337115.0000000005
Other Small Iron Pipes,157306,2758355
Iron Pipe Fittings,157307,3534578
Iron Structures,157308,22640416
Large Iron Containers,157309,696465
Small Iron Containers,157310,38154094
Iron Gas Containers,157311,622583
Stranded Iron Wire,157312,12780134
Barbed Wire,157313,462060.00000000006
Iron Cloth,157314,3539839
Iron Chains,157315,1627526
Iron Anchors,157316,23417.999999999996
Iron Nails,157317,314571
Iron Fasteners,157318,8046940
Iron Sewing Needles,157319,19597
Iron Springs,157320,352543
Iron Stovetops,157321,4757228
Iron Radiators,157322,161216
Iron Housewares,157323,15888361
Iron Toiletry,157324,176214
Other Cast Iron Products,157325,26811657
Other Iron Products,157326,106704937
Precipitated Copper,157401,171905499
Raw Copper,157402,2556950809
Refined Copper,157403,20673063927
Scrap Copper,157404,174246367
Copper Alloys,157405,216235
Copper Powder,157406,691657
Copper Bars,157407,19261713.000000004
Copper Wire,157408,332685043
Copper Plating,157409,433637
Copper Foil,157410,50036
Copper Pipes,157411,2134602
Copper Pipe Fittings,157412,163705
Stranded Copper Wire,157413,11596171
Copper Fasteners,157415,30010
Copper Housewares,157418,232139
Other Copper Products,157419,1516183
Raw Nickel,157502,556918
Scrap Nickel,157503,164580
Nickel Powder,157504,19719
Other Nickel Products,157508,3862.0000000000005
Raw Aluminium,157601,1007002
Scrap Aluminium,157602,53906602
Aluminium Powder,157603,936100
Aluminium Bars,157604,749338
Aluminium Wire,157605,310386
Aluminium Plating,157606,2822635
Aluminium Foil,157607,24211533
Aluminium Pipes,157608,28081
Aluminium Pipe Fittings,157609,266389
Aluminium Structures,157610,1852810
Large Aluminium Containers,157611,39330
Aluminium Cans,157612,42091692
Aluminium Gas Containers,157613,66925
Stranded Aluminium Wire,157614,750412
Aluminium Housewares,157615,1431872
